|dates|Sumter_SouthCarolina_UnitedStates.AveragePrecipitationTotal.data|Sumter_SouthCarolina_UnitedStates.AveragePrecipitationTotal.missing|Sumter_SouthCarolina_UnitedStates.AveragePrecipitation.data|Sumter_SouthCarolina_UnitedStates.AveragePrecipitation.missing|Sumter_SouthCarolina_UnitedStates.AverageWindDirection.data|Sumter_SouthCarolina_UnitedStates.AverageWindDirection.missing|Sumter_SouthCarolina_UnitedStates.AverageWindSpeed.data|Sumter_SouthCarolina_UnitedStates.AverageWindSpeed.missing
0|2021-10-17|0.0|0|0.0|0|76.35416666666667|0|2.5625|0
0|2021-10-18|0.0|0|0.0|0|32.916666666666664|0|0.9375|0
0|2021-10-19|0.0|0|0.0|0|7.1875|0|0.09375|0
0|2021-10-20|0.0|0|0.0|0|21.666666666666668|0|0.7604166666666666|0
0|2021-10-21|0.0|0|0.0|0|69.16666666666667|0|3.0208333333333335|0
0|2021-10-22|0.0|0|0.0|0|135.3125|0|4.760416666666667|0
0|2021-10-23|0.0|0|0.0|0|9.583333333333334|0|0.5104166666666666|0
0|2021-10-24|0.0|0|0.0|0|5.520833333333333|0|0.1875|0
0|2021-10-25|0.0|0|0.0|0|43.541666666666664|0|1.7239583333333333|0
0|2021-10-26|0.0|0|0.0|0|148.38541666666666|0|4.505208333333333|0
0|2021-10-27|0.0|0|0.0|0|46.875|0|1.1770833333333333|0
0|2021-10-28|0.0|0|0.0|0|3.5416666666666665|0|0.5104166666666666|0
0|2021-10-29|0.0|0|0.0|0|75.83333333333333|0|3.8645833333333335|0
0|2021-10-30|0.0|0|0.0|0|81.04166666666667|0|2.71875|0
0|2021-10-31|0.0|0|0.0|0|85.72916666666667|0|2.3229166666666665|0
0|2021-11-01|0.0|0|0.0|0|2.8125|0|0.03125|0
0|2021-11-02|0.0|0|0.0|0|10.416666666666666|0|1.1354166666666667|0
0|2021-11-03|0.0|0|0.0|0|17.1875|0|3.9375|0
0|2021-11-04|0.0|0|0.0|0|104.30208333333333|0|5.416666666666667|0
0|2021-11-05|0.0|0|0.0|0|19.3125|0|5.270833333333333|0
0|2021-11-06|0.0|0|0.0|0|132.39583333333334|0|14.0|0
0|2021-11-07|0.0|0|0.0|0|201.67708333333334|0|8.953125|0
0|2021-11-08|0.0|0|0.0|0|41.770833333333336|0|2.3541666666666665|0
0|2021-11-09|0.0|0|0.0|0|5.0|0|0.20833333333333334|0
0|2021-11-10|0.0|0|0.0|0|6.25|0|0.2916666666666667|0
0|2021-11-11|0.0|0|0.0|0|55.0|0|3.1458333333333335|0
0|2021-11-12|0.0|0|0.0|0|96.25|0|2.9270833333333335|0
0|2021-11-13|0.0|0|0.0|0|72.29166666666667|0|2.2291666666666665|0
0|2021-11-14|0.0|0|0.0|0|16.979166666666668|0|0.4375|0
0|2021-11-15|0.0|0|0.0|0|83.125|0|2.5833333333333335|0
0|2021-11-16|0.0|0|0.0|0|32.5|0|0.96875|0
0|2021-11-17|0.0|0|0.0|0|49.947916666666664|0|1.921875|0
0|2021-11-18|0.0|0|0.0|0|38.020833333333336|0|1.7708333333333333|0
0|2021-11-19|0.0|0|0.0|0|77.08333333333333|0|5.739583333333333|0
0|2021-11-20|0.0|0|0.0|0|8.020833333333334|0|1.375|0
0|2021-11-21|0.0|0|0.0|0|0.0|0|0.0|0
0|2021-11-22|0.0|0|0.0|0|35.15625|0|1.125|0
0|2021-11-23|0.0|0|0.0|0|94.66666666666667|0|2.578125|0
0|2021-11-24|0.0|0|0.0|0|0.0|0|0.0|0
0|2021-11-25|0.0|0|0.0|0|59.166666666666664|0|2.28125|0
0|2021-11-26|0.0|0|0.0|0|131.5625|0|4.197916666666667|0
0|2021-11-27|0.0|0|0.0|0|0.0|0|0.0|0
0|2021-11-28|0.0|0|0.0|0|16.666666666666668|0|0.3333333333333333|0
0|2021-11-29|0.0|0|0.0|0|63.125|0|2.6041666666666665|0
0|2021-11-30|0.0|0|0.0|0|53.645833333333336|0|2.59375|0
0|2021-12-01|0.0|0|0.0|0|33.75|0|1.375|0
0|2021-12-02|0.0|0|0.0|0|65.41666666666667|0|1.9895833333333333|0
0|2021-12-03|0.0|0|0.0|0|1.7708333333333333|0|0.0625|0
0|2021-12-04|0.0|0|0.0|0|0.0|0|0.0|0
0|2021-12-05|0.0|0|0.0|0|0.0|0|0.0|0
0|2021-12-06|0.0|0|0.0|0|77.1875|0|3.2395833333333335|0
0|2021-12-07|0.0|0|0.0|0|12.916666666666666|0|3.4375|0
0|2021-12-08|0.0|0|0.0|0|18.4375|0|0.5416666666666666|0
0|2021-12-09|0.0|0|0.0|0|1.9791666666666667|0|0.5625|0
0|2021-12-10|0.0|0|0.0|0|0.625|0|0.125|0
0|2021-12-11|0.0|0|0.0|0|98.64583333333333|0|4.333333333333333|0
0|2021-12-12|0.0|0|0.0|0|89.89583333333333|0|5.177083333333333|0
0|2021-12-13|0.0|0|0.0|0|0.0|0|0.0|0
0|2021-12-14|0.0|0|0.0|0|0.0|0|0.0|0
0|2021-12-15|0.0|0|0.0|0|0.625|0|0.14583333333333334|0
0|2021-12-16|0.0|0|0.0|0|15.9375|0|0.4479166666666667|0
0|2021-12-17|0.0|0|0.0|0|14.0625|0|0.4583333333333333|0
0|2021-12-18|0.0|0|0.0|0|52.1875|0|2.40625|0
0|2021-12-19|0.0|0|0.0|0|24.583333333333332|0|5.802083333333333|0
0|2021-12-20|0.0|0|0.0|0|17.8125|0|5.0625|0
0|2021-12-21|0.0|0|0.0|0|138.85416666666666|0|4.34375|0
0|2021-12-22|0.0|0|0.0|0|118.22916666666667|0|3.0|0
0|2021-12-23|0.0|0|0.0|0|1.3541666666666667|0|0.625|0
0|2021-12-24|0.0|0|0.0|0|58.28125|0|2.1302083333333335|0
0|2021-12-25|0.0|0|0.0|0|179.16666666666666|0|8.822916666666666|0
0|2021-12-26|0.0|0|0.0|0|77.5|0|2.1666666666666665|0
0|2021-12-27|0.0|0|0.0|0|115.9375|0|4.53125|0
0|2021-12-28|0.0|0|0.0|0|190.9375|0|8.5|0
0|2021-12-29|0.0|0|0.0|0|110.41666666666667|0|4.666666666666667|0
0|2021-12-30|0.0|0|0.0|0|149.58333333333334|0|5.854166666666667|0
0|2021-12-31|0.0|0|0.0|0|55.625|0|1.6979166666666667|0
0|2022-01-01|0.0|0|0.0|0|186.5625|0|10.53125|0
0|2022-01-02|0.0|0|0.0|0|126.14583333333333|0|7.8125|0
0|2022-01-03|0.0|0|0.0|0|176.25|0|11.708333333333334|0
0|2022-01-04|0.0|0|0.0|0|4.791666666666667|0|0.9479166666666666|0
0|2022-01-05|0.0|0|0.0|0|53.854166666666664|0|1.6145833333333333|0
0|2022-01-06|0.0|0|0.0|0|53.072916666666664|0|2.7864583333333335|0
0|2022-01-07|0.0|0|0.0|0|147.91666666666666|0|4.958333333333333|0
0|2022-01-08|0.0|0|0.0|0|3.5416666666666665|0|1.1145833333333333|0
0|2022-01-09|0.0|0|0.0|0|46.25|0|2.4479166666666665|0
0|2022-01-10|0.0|0|0.0|0|148.54166666666666|0|5.848958333333333|0
0|2022-01-11|0.0|0|0.0|0|18.541666666666668|0|1.4791666666666667|0
0|2022-01-12|0.0|0|0.0|0|11.666666666666666|0|0.25|0
0|2022-01-13|0.0|0|0.0|0|36.145833333333336|0|1.1041666666666667|0
0|2022-01-14|0.0|0|0.0|0|76.35416666666667|0|2.4583333333333335|0
0|2022-01-15|0.0|0|0.0|0|7.8125|0|2.6145833333333335|0
0|2022-01-16|0.0|0|0.0|0|68.85416666666667|0|6.583333333333333|0
0|2022-01-17|0.0|0|0.0|0|237.39583333333334|0|10.864583333333334|0
