|dates|Camp_Texas_UnitedStates.JHU_ConfirmedCases.data|Camp_Texas_UnitedStates.JHU_ConfirmedCases.missing|Camp_Texas_UnitedStates.NYT_ConfirmedCases.data|Camp_Texas_UnitedStates.NYT_ConfirmedCases.missing|Camp_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Camp_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Camp_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Camp_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-16|2036.0|0|2036.0|0|67.0|0|0.0|100
0|2021-11-17|2036.0|0|2036.0|0|67.0|0|0.0|100
0|2021-11-18|2036.0|0|2036.0|0|67.0|0|0.0|100
0|2021-11-19|2036.0|0|2036.0|0|67.0|0|0.0|100
0|2021-11-20|2038.0|0|2038.0|0|67.0|0|0.0|100
0|2021-11-21|2038.0|0|2038.0|0|67.0|0|0.0|100
0|2021-11-22|2038.0|0|2038.0|0|67.0|0|0.0|100
0|2021-11-23|2041.0|0|2041.0|0|67.0|0|0.0|100
0|2021-11-24|2043.0|0|2043.0|0|67.0|0|0.0|100
0|2021-11-25|2043.0|0|2043.0|0|67.0|0|0.0|100
0|2021-11-26|2043.0|0|2043.0|0|67.0|0|0.0|100
0|2021-11-27|2043.0|0|2043.0|0|67.0|0|0.0|100
0|2021-11-28|2043.0|0|2043.0|0|67.0|0|0.0|100
0|2021-11-29|2047.0|0|2047.0|0|67.0|0|0.0|100
0|2021-11-30|2054.0|0|2054.0|0|67.0|0|0.0|100
0|2021-12-01|2057.0|0|2057.0|0|67.0|0|0.0|100
0|2021-12-02|2060.0|0|2060.0|0|67.0|0|0.0|100
0|2021-12-03|2065.0|0|2065.0|0|67.0|0|0.0|100
0|2021-12-04|2066.0|0|2066.0|0|67.0|0|0.0|100
0|2021-12-05|2069.0|0|2069.0|0|67.0|0|0.0|100
0|2021-12-06|2070.0|0|2070.0|0|67.0|0|0.0|100
0|2021-12-07|2072.0|0|2072.0|0|67.0|0|0.0|100
0|2021-12-08|2076.0|0|2076.0|0|67.0|0|0.0|100
0|2021-12-09|2090.0|0|2090.0|0|67.0|0|0.0|100
0|2021-12-10|2097.0|0|2097.0|0|67.0|0|0.0|100
0|2021-12-11|2106.0|0|2106.0|0|67.0|0|0.0|100
0|2021-12-12|2106.0|0|2106.0|0|67.0|0|0.0|100
0|2021-12-13|2107.0|0|2107.0|0|67.0|0|0.0|100
0|2021-12-14|2107.0|0|2112.0|0|67.0|0|0.0|100
0|2021-12-15|2122.0|0|2122.0|0|67.0|0|0.0|100
0|2021-12-16|2131.0|0|2131.0|0|67.0|0|0.0|100
0|2021-12-17|2142.0|0|2142.0|0|67.0|0|0.0|100
0|2021-12-18|2150.0|0|2150.0|0|67.0|0|0.0|100
0|2021-12-19|2154.0|0|2154.0|0|67.0|0|0.0|100
0|2021-12-20|2155.0|0|2155.0|0|67.0|0|0.0|100
0|2021-12-21|2158.0|0|2158.0|0|67.0|0|0.0|100
0|2021-12-22|2160.0|0|2160.0|0|67.0|0|0.0|100
0|2021-12-23|2168.0|0|2168.0|0|68.0|0|0.0|100
0|2021-12-24|2168.0|0|2168.0|0|68.0|0|0.0|100
0|2021-12-25|2168.0|0|2168.0|0|68.0|0|0.0|100
0|2021-12-26|2168.0|0|2168.0|0|68.0|0|0.0|100
0|2021-12-27|2181.0|0|2181.0|0|68.0|0|0.0|100
0|2021-12-28|2193.0|0|2193.0|0|68.0|0|0.0|100
0|2021-12-29|2197.0|0|2197.0|0|68.0|0|0.0|100
0|2021-12-30|2204.0|0|2204.0|0|68.0|0|0.0|100
0|2021-12-31|2204.0|0|2204.0|0|68.0|0|0.0|100
0|2022-01-01|2204.0|0|2204.0|0|68.0|0|0.0|100
0|2022-01-02|2204.0|0|2204.0|0|68.0|0|0.0|100
0|2022-01-03|2243.0|0|2243.0|0|68.0|0|0.0|100
0|2022-01-04|2250.0|0|2250.0|0|68.0|0|0.0|100
0|2022-01-05|2271.0|0|2271.0|0|69.0|0|0.0|100
0|2022-01-06|2275.0|0|2275.0|0|69.0|0|0.0|100
0|2022-01-07|2292.0|0|2292.0|0|69.0|0|0.0|100
0|2022-01-08|2303.0|0|2303.0|0|69.0|0|0.0|100
0|2022-01-09|2317.0|0|2317.0|0|69.0|0|0.0|100
0|2022-01-10|2331.0|0|2331.0|0|69.0|0|0.0|100
0|2022-01-11|2348.0|0|2348.0|0|69.0|0|0.0|100
0|2022-01-12|2367.0|0|2367.0|0|69.0|0|0.0|100
0|2022-01-13|2367.0|0|2391.0|0|69.0|0|0.0|100
0|2022-01-14|2391.0|0|2421.0|0|69.0|0|0.0|100
0|2022-01-15|2439.0|0|2439.0|0|69.0|0|0.0|100
0|2022-01-16|2443.0|0|2443.0|0|69.0|0|0.0|100
0|2022-01-17|2451.0|0|0.0|100|69.0|0|0.0|100
