|dates|Pittsburg_Oklahoma_UnitedStates.BLS_EmployedPopulation.data|Pittsburg_Oklahoma_UnitedStates.BLS_EmployedPopulation.missing|Pittsburg_Oklahoma_UnitedStates.BLS_UnemployedPopulation.data|Pittsburg_Oklahoma_UnitedStates.BLS_UnemployedPopulation.missing|Pittsburg_Oklahoma_UnitedStates.BLS_UnemploymentRate.data|Pittsburg_Oklahoma_UnitedStates.BLS_UnemploymentRate.missing|Pittsburg_Oklahoma_UnitedStates.BLS_LaborForcePopulation.data|Pittsburg_Oklahoma_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-10-17|15661.0|0|814.0|0|4.94081942336874|0|16475.0|0
0|2021-10-18|15661.0|0|814.0|0|4.94081942336874|0|16475.0|0
0|2021-10-19|15661.0|0|814.0|0|4.94081942336874|0|16475.0|0
0|2021-10-20|15661.0|0|814.0|0|4.94081942336874|0|16475.0|0
0|2021-10-21|15661.0|0|814.0|0|4.94081942336874|0|16475.0|0
0|2021-10-22|15661.0|0|814.0|0|4.94081942336874|0|16475.0|0
0|2021-10-23|15661.0|0|814.0|0|4.94081942336874|0|16475.0|0
0|2021-10-24|15661.0|0|814.0|0|4.94081942336874|0|16475.0|0
0|2021-10-25|15661.0|0|814.0|0|4.94081942336874|0|16475.0|0
0|2021-10-26|15661.0|0|814.0|0|4.94081942336874|0|16475.0|0
0|2021-10-27|15661.0|0|814.0|0|4.94081942336874|0|16475.0|0
0|2021-10-28|15661.0|0|814.0|0|4.94081942336874|0|16475.0|0
0|2021-10-29|15661.0|0|814.0|0|4.94081942336874|0|16475.0|0
0|2021-10-30|15661.0|0|814.0|0|4.94081942336874|0|16475.0|0
0|2021-10-31|15661.0|0|814.0|0|4.94081942336874|0|16475.0|0
0|2021-11-01|15661.0|0|814.0|0|4.94081942336874|0|16475.0|0
0|2021-11-02|15661.0|0|814.0|0|4.94081942336874|0|16475.0|0
0|2021-11-03|15661.0|0|814.0|0|4.94081942336874|0|16475.0|0
0|2021-11-04|15661.0|0|814.0|0|4.94081942336874|0|16475.0|0
0|2021-11-05|15661.0|0|814.0|0|4.94081942336874|0|16475.0|0
0|2021-11-06|15661.0|0|814.0|0|4.94081942336874|0|16475.0|0
0|2021-11-07|15661.0|0|814.0|0|4.94081942336874|0|16475.0|0
0|2021-11-08|15661.0|0|814.0|0|4.94081942336874|0|16475.0|0
0|2021-11-09|15661.0|0|814.0|0|4.94081942336874|0|16475.0|0
0|2021-11-10|15661.0|0|814.0|0|4.94081942336874|0|16475.0|0
0|2021-11-11|15661.0|0|814.0|0|4.94081942336874|0|16475.0|0
0|2021-11-12|15661.0|0|814.0|0|4.94081942336874|0|16475.0|0
0|2021-11-13|15661.0|0|814.0|0|4.94081942336874|0|16475.0|0
0|2021-11-14|15661.0|0|814.0|0|4.94081942336874|0|16475.0|0
0|2021-11-15|15661.0|0|814.0|0|4.94081942336874|0|16475.0|0
0|2021-11-16|15661.0|0|814.0|0|4.94081942336874|0|16475.0|0
0|2021-11-17|15661.0|0|814.0|0|4.94081942336874|0|16475.0|0
0|2021-11-18|15661.0|0|814.0|0|4.94081942336874|0|16475.0|0
0|2021-11-19|15661.0|0|814.0|0|4.94081942336874|0|16475.0|0
0|2021-11-20|15661.0|0|814.0|0|4.94081942336874|0|16475.0|0
0|2021-11-21|15661.0|0|814.0|0|4.94081942336874|0|16475.0|0
0|2021-11-22|15661.0|0|814.0|0|4.94081942336874|0|16475.0|0
0|2021-11-23|15661.0|0|814.0|0|4.94081942336874|0|16475.0|0
0|2021-11-24|15661.0|0|814.0|0|4.94081942336874|0|16475.0|0
0|2021-11-25|15661.0|0|814.0|0|4.94081942336874|0|16475.0|0
