|dates|Kalkaska_Michigan_UnitedStates.JHU_ConfirmedCases.data|Kalkaska_Michigan_UnitedStates.JHU_ConfirmedCases.missing|Kalkaska_Michigan_UnitedStates.NYT_ConfirmedCases.data|Kalkaska_Michigan_UnitedStates.NYT_ConfirmedCases.missing|Kalkaska_Michigan_UnitedStates.JHU_ConfirmedDeaths.data|Kalkaska_Michigan_UnitedStates.JHU_ConfirmedDeaths.missing|Kalkaska_Michigan_UnitedStates.JHU_ConfirmedRecoveries.data|Kalkaska_Michigan_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|1684.0|0|1684.0|0|35.0|0|0.0|100
0|2021-10-18|1710.0|0|1710.0|0|35.0|0|0.0|100
0|2021-10-19|1710.0|0|1710.0|0|35.0|0|0.0|100
0|2021-10-20|1730.0|0|1730.0|0|37.0|0|0.0|100
0|2021-10-21|1730.0|0|1730.0|0|37.0|0|0.0|100
0|2021-10-22|1749.0|0|1749.0|0|37.0|0|0.0|100
0|2021-10-23|1749.0|0|1749.0|0|37.0|0|0.0|100
0|2021-10-24|1749.0|0|1749.0|0|37.0|0|0.0|100
0|2021-10-25|1759.0|0|1759.0|0|37.0|0|0.0|100
0|2021-10-26|1759.0|0|1759.0|0|37.0|0|0.0|100
0|2021-10-27|1782.0|0|1782.0|0|37.0|0|0.0|100
0|2021-10-28|1782.0|0|1782.0|0|37.0|0|0.0|100
0|2021-10-29|1799.0|0|1799.0|0|38.0|0|0.0|100
0|2021-10-30|1799.0|0|1799.0|0|38.0|0|0.0|100
0|2021-10-31|1799.0|0|1799.0|0|38.0|0|0.0|100
0|2021-11-01|1828.0|0|1828.0|0|38.0|0|0.0|100
0|2021-11-02|1828.0|0|1828.0|0|38.0|0|0.0|100
0|2021-11-03|1844.0|0|1844.0|0|40.0|0|0.0|100
0|2021-11-04|1844.0|0|1844.0|0|40.0|0|0.0|100
0|2021-11-05|1860.0|0|1860.0|0|40.0|0|0.0|100
0|2021-11-06|1860.0|0|1860.0|0|40.0|0|0.0|100
0|2021-11-07|1860.0|0|1860.0|0|40.0|0|0.0|100
0|2021-11-08|1879.0|0|1879.0|0|40.0|0|0.0|100
0|2021-11-09|1879.0|0|1879.0|0|40.0|0|0.0|100
0|2021-11-10|1879.0|0|1888.0|0|40.0|0|0.0|100
0|2021-11-11|1888.0|0|1888.0|0|40.0|0|0.0|100
0|2021-11-12|1913.0|0|1913.0|0|40.0|0|0.0|100
0|2021-11-13|1913.0|0|1913.0|0|40.0|0|0.0|100
0|2021-11-14|1913.0|0|1913.0|0|40.0|0|0.0|100
0|2021-11-15|1948.0|0|1948.0|0|40.0|0|0.0|100
0|2021-11-16|1948.0|0|1948.0|0|40.0|0|0.0|100
0|2021-11-17|1972.0|0|1972.0|0|40.0|0|0.0|100
0|2021-11-18|1972.0|0|1972.0|0|40.0|0|0.0|100
0|2021-11-19|2021.0|0|2021.0|0|40.0|0|0.0|100
0|2021-11-20|2021.0|0|2021.0|0|40.0|0|0.0|100
0|2021-11-21|2021.0|0|2021.0|0|40.0|0|0.0|100
0|2021-11-22|2053.0|0|2053.0|0|40.0|0|0.0|100
0|2021-11-23|2053.0|0|2053.0|0|40.0|0|0.0|100
0|2021-11-24|2090.0|0|2090.0|0|40.0|0|0.0|100
0|2021-11-25|2090.0|0|2090.0|0|40.0|0|0.0|100
0|2021-11-26|2090.0|0|2090.0|0|40.0|0|0.0|100
0|2021-11-27|2090.0|0|2090.0|0|40.0|0|0.0|100
0|2021-11-28|2090.0|0|2090.0|0|40.0|0|0.0|100
0|2021-11-29|2124.0|0|2124.0|0|40.0|0|0.0|100
0|2021-11-30|2124.0|0|2124.0|0|40.0|0|0.0|100
0|2021-12-01|2168.0|0|2168.0|0|41.0|0|0.0|100
0|2021-12-02|2168.0|0|2168.0|0|41.0|0|0.0|100
0|2021-12-03|2224.0|0|2224.0|0|41.0|0|0.0|100
0|2021-12-04|2224.0|0|2224.0|0|41.0|0|0.0|100
0|2021-12-05|2224.0|0|2224.0|0|41.0|0|0.0|100
0|2021-12-06|2257.0|0|2257.0|0|42.0|0|0.0|100
0|2021-12-07|2257.0|0|2257.0|0|42.0|0|0.0|100
0|2021-12-08|2298.0|0|2298.0|0|43.0|0|0.0|100
0|2021-12-09|2298.0|0|2298.0|0|43.0|0|0.0|100
0|2021-12-10|2311.0|0|2311.0|0|44.0|0|0.0|100
0|2021-12-11|2311.0|0|2311.0|0|44.0|0|0.0|100
0|2021-12-12|2311.0|0|2311.0|0|44.0|0|0.0|100
0|2021-12-13|2347.0|0|2347.0|0|44.0|0|0.0|100
0|2021-12-14|2347.0|0|2347.0|0|44.0|0|0.0|100
0|2021-12-15|2372.0|0|2372.0|0|44.0|0|0.0|100
0|2021-12-16|2372.0|0|2372.0|0|44.0|0|0.0|100
0|2021-12-17|2398.0|0|2398.0|0|44.0|0|0.0|100
0|2021-12-18|2398.0|0|2398.0|0|44.0|0|0.0|100
0|2021-12-19|2398.0|0|2398.0|0|44.0|0|0.0|100
0|2021-12-20|2421.0|0|2421.0|0|46.0|0|0.0|100
0|2021-12-21|2421.0|0|2421.0|0|46.0|0|0.0|100
0|2021-12-22|2449.0|0|2449.0|0|46.0|0|0.0|100
0|2021-12-23|2449.0|0|2449.0|0|46.0|0|0.0|100
0|2021-12-24|2449.0|0|2449.0|0|46.0|0|0.0|100
0|2021-12-25|2449.0|0|2449.0|0|46.0|0|0.0|100
0|2021-12-26|2449.0|0|2449.0|0|46.0|0|0.0|100
0|2021-12-27|2498.0|0|2498.0|0|47.0|0|0.0|100
0|2021-12-28|2498.0|0|2498.0|0|47.0|0|0.0|100
0|2021-12-29|2527.0|0|2527.0|0|48.0|0|0.0|100
0|2021-12-30|2527.0|0|2527.0|0|48.0|0|0.0|100
0|2021-12-31|2527.0|0|2527.0|0|48.0|0|0.0|100
0|2022-01-01|2527.0|0|2527.0|0|48.0|0|0.0|100
0|2022-01-02|2527.0|0|2527.0|0|48.0|0|0.0|100
0|2022-01-03|2585.0|0|2585.0|0|48.0|0|0.0|100
0|2022-01-04|2585.0|0|2585.0|0|48.0|0|0.0|100
0|2022-01-05|2616.0|0|2616.0|0|48.0|0|0.0|100
0|2022-01-06|2616.0|0|2616.0|0|48.0|0|0.0|100
0|2022-01-07|2659.0|0|2659.0|0|48.0|0|0.0|100
0|2022-01-08|2659.0|0|2659.0|0|48.0|0|0.0|100
0|2022-01-09|2659.0|0|2659.0|0|48.0|0|0.0|100
0|2022-01-10|2712.0|0|2712.0|0|48.0|0|0.0|100
0|2022-01-11|2712.0|0|2712.0|0|48.0|0|0.0|100
0|2022-01-12|2750.0|0|2750.0|0|48.0|0|0.0|100
0|2022-01-13|2750.0|0|2750.0|0|48.0|0|0.0|100
0|2022-01-14|2793.0|0|2793.0|0|48.0|0|0.0|100
0|2022-01-15|2793.0|0|2793.0|0|48.0|0|0.0|100
0|2022-01-16|2793.0|0|2793.0|0|48.0|0|0.0|100
0|2022-01-17|2793.0|0|0.0|100|48.0|0|0.0|100
