|dates|Somerset_Pennsylvania_UnitedStates.JHU_ConfirmedCases.data|Somerset_Pennsylvania_UnitedStates.JHU_ConfirmedCases.missing|Somerset_Pennsylvania_UnitedStates.NYT_ConfirmedCases.data|Somerset_Pennsylvania_UnitedStates.NYT_ConfirmedCases.missing|Somerset_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.data|Somerset_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.missing|Somerset_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.data|Somerset_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-14|11387.0|0|11387.0|0|267.0|0|0.0|100
0|2021-11-15|11398.0|0|11398.0|0|267.0|0|0.0|100
0|2021-11-16|11469.0|0|11469.0|0|269.0|0|0.0|100
0|2021-11-17|11509.0|0|11509.0|0|269.0|0|0.0|100
0|2021-11-18|11583.0|0|11583.0|0|271.0|0|0.0|100
0|2021-11-19|11646.0|0|11646.0|0|271.0|0|0.0|100
0|2021-11-20|11707.0|0|11707.0|0|271.0|0|0.0|100
0|2021-11-21|11750.0|0|11750.0|0|271.0|0|0.0|100
0|2021-11-22|11794.0|0|11794.0|0|271.0|0|0.0|100
0|2021-11-23|11835.0|0|11835.0|0|272.0|0|0.0|100
0|2021-11-24|11913.0|0|11913.0|0|272.0|0|0.0|100
0|2021-11-25|11970.0|0|11970.0|0|274.0|0|0.0|100
0|2021-11-26|12028.0|0|12028.0|0|274.0|0|0.0|100
0|2021-11-27|12069.0|0|12069.0|0|274.0|0|0.0|100
0|2021-11-28|12100.0|0|12100.0|0|276.0|0|0.0|100
0|2021-11-29|12164.0|0|12164.0|0|276.0|0|0.0|100
0|2021-11-30|12211.0|0|12211.0|0|277.0|0|0.0|100
0|2021-12-01|12277.0|0|12277.0|0|278.0|0|0.0|100
0|2021-12-02|12368.0|0|12368.0|0|279.0|0|0.0|100
0|2021-12-03|12485.0|0|12485.0|0|280.0|0|0.0|100
0|2021-12-04|12579.0|0|12579.0|0|280.0|0|0.0|100
0|2021-12-05|12646.0|0|12646.0|0|280.0|0|0.0|100
0|2021-12-06|12677.0|0|12677.0|0|281.0|0|0.0|100
0|2021-12-07|12768.0|0|12768.0|0|284.0|0|0.0|100
0|2021-12-08|12817.0|0|12817.0|0|286.0|0|0.0|100
0|2021-12-09|12882.0|0|12882.0|0|289.0|0|0.0|100
0|2021-12-10|12947.0|0|12947.0|0|291.0|0|0.0|100
0|2021-12-11|13001.0|0|13001.0|0|293.0|0|0.0|100
0|2021-12-12|13047.0|0|13047.0|0|293.0|0|0.0|100
0|2021-12-13|13079.0|0|13079.0|0|293.0|0|0.0|100
0|2021-12-14|13079.0|0|13170.0|0|293.0|0|0.0|100
0|2021-12-15|13211.0|0|13211.0|0|299.0|0|0.0|100
0|2021-12-16|13251.0|0|13251.0|0|300.0|0|0.0|100
0|2021-12-17|13317.0|0|13317.0|0|300.0|0|0.0|100
0|2021-12-18|13385.0|0|13385.0|0|303.0|0|0.0|100
0|2021-12-19|13426.0|0|13426.0|0|303.0|0|0.0|100
0|2021-12-20|13446.0|0|13446.0|0|303.0|0|0.0|100
0|2021-12-21|13511.0|0|13511.0|0|308.0|0|0.0|100
0|2021-12-22|13556.0|0|13556.0|0|311.0|0|0.0|100
0|2021-12-23|13602.0|0|13602.0|0|315.0|0|0.0|100
0|2021-12-24|13672.0|0|13672.0|0|317.0|0|0.0|100
0|2021-12-25|13747.0|0|13747.0|0|317.0|0|0.0|100
0|2021-12-26|13765.0|0|13765.0|0|317.0|0|0.0|100
0|2021-12-27|13783.0|0|13783.0|0|317.0|0|0.0|100
0|2021-12-28|13823.0|0|13823.0|0|318.0|0|0.0|100
0|2021-12-29|13894.0|0|13894.0|0|323.0|0|0.0|100
0|2021-12-30|13975.0|0|13975.0|0|328.0|0|0.0|100
0|2021-12-31|14042.0|0|14042.0|0|330.0|0|0.0|100
0|2022-01-01|14142.0|0|14142.0|0|330.0|0|0.0|100
0|2022-01-02|14188.0|0|14188.0|0|330.0|0|0.0|100
0|2022-01-03|14222.0|0|14222.0|0|331.0|0|0.0|100
0|2022-01-04|14308.0|0|14308.0|0|333.0|0|0.0|100
0|2022-01-05|14455.0|0|14455.0|0|334.0|0|0.0|100
0|2022-01-06|14528.0|0|14528.0|0|337.0|0|0.0|100
0|2022-01-07|14655.0|0|14655.0|0|343.0|0|0.0|100
0|2022-01-08|14747.0|0|14747.0|0|345.0|0|0.0|100
0|2022-01-09|14870.0|0|14870.0|0|345.0|0|0.0|100
0|2022-01-10|14943.0|0|14943.0|0|345.0|0|0.0|100
0|2022-01-11|15029.0|0|15029.0|0|349.0|0|0.0|100
0|2022-01-12|15239.0|0|15239.0|0|349.0|0|0.0|100
0|2022-01-13|15239.0|0|15382.0|0|349.0|0|0.0|100
0|2022-01-14|15547.0|0|15547.0|0|355.0|0|0.0|100
0|2022-01-15|15676.0|0|15676.0|0|356.0|0|0.0|100
0|2022-01-16|15894.0|0|15894.0|0|356.0|0|0.0|100
0|2022-01-17|16083.0|0|0.0|100|356.0|0|0.0|100
