|dates|Costilla_Colorado_UnitedStates.JHU_ConfirmedCases.data|Costilla_Colorado_UnitedStates.JHU_ConfirmedCases.missing|Costilla_Colorado_UnitedStates.NYT_ConfirmedCases.data|Costilla_Colorado_UnitedStates.NYT_ConfirmedCases.missing|Costilla_Colorado_UnitedStates.JHU_ConfirmedDeaths.data|Costilla_Colorado_UnitedStates.JHU_ConfirmedDeaths.missing|Costilla_Colorado_UnitedStates.JHU_ConfirmedRecoveries.data|Costilla_Colorado_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-09|435.0|0|435.0|0|13.0|0|0.0|100
0|2021-12-10|436.0|0|436.0|0|13.0|0|0.0|100
0|2021-12-11|436.0|0|436.0|0|13.0|0|0.0|100
0|2021-12-12|436.0|0|436.0|0|13.0|0|0.0|100
0|2021-12-13|436.0|0|436.0|0|13.0|0|0.0|100
0|2021-12-14|436.0|0|436.0|0|13.0|0|0.0|100
0|2021-12-15|436.0|0|436.0|0|13.0|0|0.0|100
0|2021-12-16|437.0|0|437.0|0|13.0|0|0.0|100
0|2021-12-17|438.0|0|438.0|0|13.0|0|0.0|100
0|2021-12-18|438.0|0|438.0|0|13.0|0|0.0|100
0|2021-12-19|438.0|0|438.0|0|13.0|0|0.0|100
0|2021-12-20|438.0|0|438.0|0|13.0|0|0.0|100
0|2021-12-21|438.0|0|438.0|0|13.0|0|0.0|100
0|2021-12-22|438.0|0|438.0|0|13.0|0|0.0|100
0|2021-12-23|438.0|0|438.0|0|13.0|0|0.0|100
0|2021-12-24|438.0|0|438.0|0|13.0|0|0.0|100
0|2021-12-25|438.0|0|438.0|0|13.0|0|0.0|100
0|2021-12-26|438.0|0|438.0|0|13.0|0|0.0|100
0|2021-12-27|438.0|0|438.0|0|13.0|0|0.0|100
0|2021-12-28|438.0|0|438.0|0|13.0|0|0.0|100
0|2021-12-29|438.0|0|438.0|0|13.0|0|0.0|100
0|2021-12-30|439.0|0|439.0|0|13.0|0|0.0|100
0|2021-12-31|440.0|0|440.0|0|13.0|0|0.0|100
0|2022-01-01|440.0|0|440.0|0|13.0|0|0.0|100
0|2022-01-02|440.0|0|440.0|0|13.0|0|0.0|100
0|2022-01-03|440.0|0|440.0|0|13.0|0|0.0|100
0|2022-01-04|450.0|0|450.0|0|13.0|0|0.0|100
0|2022-01-05|452.0|0|452.0|0|14.0|0|0.0|100
0|2022-01-06|456.0|0|456.0|0|14.0|0|0.0|100
0|2022-01-07|456.0|0|456.0|0|14.0|0|0.0|100
0|2022-01-08|456.0|0|456.0|0|14.0|0|0.0|100
0|2022-01-09|456.0|0|456.0|0|14.0|0|0.0|100
0|2022-01-10|472.0|0|472.0|0|14.0|0|0.0|100
0|2022-01-11|481.0|0|481.0|0|14.0|0|0.0|100
0|2022-01-12|494.0|0|494.0|0|14.0|0|0.0|100
0|2022-01-13|494.0|0|508.0|0|14.0|0|0.0|100
0|2022-01-14|513.0|0|511.0|0|14.0|0|0.0|100
0|2022-01-15|513.0|0|513.0|0|14.0|0|0.0|100
0|2022-01-16|513.0|0|513.0|0|14.0|0|0.0|100
0|2022-01-17|531.0|0|0.0|100|14.0|0|0.0|100
