|dates|NewYorkCity_NewYork_UnitedStates.NYT_AllCausesDeathsWeekly_Expected_Deaths_AllCauses.data|NewYorkCity_NewYork_UnitedStates.NYT_AllCausesDeathsWeekly_Expected_Deaths_AllCauses.missing|NewYorkCity_NewYork_UnitedStates.NYT_ConfirmedDeaths.data|NewYorkCity_NewYork_UnitedStates.NYT_ConfirmedDeaths.missing|NewYorkCity_NewYork_UnitedStates.NYT_AllCausesDeathsWeekly_Excess_Deaths.data|NewYorkCity_NewYork_UnitedStates.NYT_AllCausesDeathsWeekly_Excess_Deaths.missing|NewYorkCity_NewYork_UnitedStates.NYT_AllCausesDeathsWeekly_Deaths_AllCauses.data|NewYorkCity_NewYork_UnitedStates.NYT_AllCausesDeathsWeekly_Deaths_AllCauses.missing
0|2021-10-17|0.0|100|34438.0|0|0.0|100|0.0|100
0|2021-10-18|0.0|100|34460.0|0|0.0|100|0.0|100
0|2021-10-19|0.0|100|34467.0|0|0.0|100|0.0|100
0|2021-10-20|0.0|100|34480.0|0|0.0|100|0.0|100
0|2021-10-21|0.0|100|34483.0|0|0.0|100|0.0|100
0|2021-10-22|0.0|100|34502.0|0|0.0|100|0.0|100
0|2021-10-23|0.0|100|34502.0|0|0.0|100|0.0|100
0|2021-10-24|0.0|100|34502.0|0|0.0|100|0.0|100
0|2021-10-25|0.0|100|34531.0|0|0.0|100|0.0|100
0|2021-10-26|0.0|100|34533.0|0|0.0|100|0.0|100
0|2021-10-27|0.0|100|34544.0|0|0.0|100|0.0|100
0|2021-10-28|0.0|100|34544.0|0|0.0|100|0.0|100
0|2021-10-29|0.0|100|34557.0|0|0.0|100|0.0|100
0|2021-10-30|0.0|100|34557.0|0|0.0|100|0.0|100
0|2021-10-31|0.0|100|34557.0|0|0.0|100|0.0|100
0|2021-11-01|0.0|100|34580.0|0|0.0|100|0.0|100
0|2021-11-02|0.0|100|34589.0|0|0.0|100|0.0|100
0|2021-11-03|0.0|100|34601.0|0|0.0|100|0.0|100
0|2021-11-04|0.0|100|34602.0|0|0.0|100|0.0|100
0|2021-11-05|0.0|100|34621.0|0|0.0|100|0.0|100
0|2021-11-06|0.0|100|34621.0|0|0.0|100|0.0|100
0|2021-11-07|0.0|100|34621.0|0|0.0|100|0.0|100
0|2021-11-08|0.0|100|34634.0|0|0.0|100|0.0|100
0|2021-11-09|0.0|100|34647.0|0|0.0|100|0.0|100
0|2021-11-10|0.0|100|34659.0|0|0.0|100|0.0|100
0|2021-11-11|0.0|100|34665.0|0|0.0|100|0.0|100
0|2021-11-12|0.0|100|34679.0|0|0.0|100|0.0|100
