|dates|Cheboygan_Michigan_UnitedStates.JHU_ConfirmedCases.data|Cheboygan_Michigan_UnitedStates.JHU_ConfirmedCases.missing|Cheboygan_Michigan_UnitedStates.NYT_ConfirmedCases.data|Cheboygan_Michigan_UnitedStates.NYT_ConfirmedCases.missing|Cheboygan_Michigan_UnitedStates.JHU_ConfirmedDeaths.data|Cheboygan_Michigan_UnitedStates.JHU_ConfirmedDeaths.missing|Cheboygan_Michigan_UnitedStates.JHU_ConfirmedRecoveries.data|Cheboygan_Michigan_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|2694.0|0|2694.0|0|63.0|0|0.0|100
0|2021-10-18|2746.0|0|2746.0|0|63.0|0|0.0|100
0|2021-10-19|2746.0|0|2746.0|0|63.0|0|0.0|100
0|2021-10-20|2783.0|0|2783.0|0|63.0|0|0.0|100
0|2021-10-21|2783.0|0|2783.0|0|63.0|0|0.0|100
0|2021-10-22|2822.0|0|2822.0|0|63.0|0|0.0|100
0|2021-10-23|2822.0|0|2822.0|0|63.0|0|0.0|100
0|2021-10-24|2822.0|0|2822.0|0|63.0|0|0.0|100
0|2021-10-25|2841.0|0|2841.0|0|63.0|0|0.0|100
0|2021-10-26|2841.0|0|2841.0|0|63.0|0|0.0|100
0|2021-10-27|2866.0|0|2866.0|0|65.0|0|0.0|100
0|2021-10-28|2866.0|0|2866.0|0|65.0|0|0.0|100
0|2021-10-29|2898.0|0|2898.0|0|66.0|0|0.0|100
0|2021-10-30|2898.0|0|2898.0|0|66.0|0|0.0|100
0|2021-10-31|2898.0|0|2898.0|0|66.0|0|0.0|100
0|2021-11-01|2921.0|0|2921.0|0|66.0|0|0.0|100
0|2021-11-02|2921.0|0|2921.0|0|66.0|0|0.0|100
0|2021-11-03|2962.0|0|2962.0|0|68.0|0|0.0|100
0|2021-11-04|2962.0|0|2962.0|0|68.0|0|0.0|100
0|2021-11-05|2991.0|0|2991.0|0|68.0|0|0.0|100
0|2021-11-06|2991.0|0|2991.0|0|68.0|0|0.0|100
0|2021-11-07|2991.0|0|2991.0|0|68.0|0|0.0|100
0|2021-11-08|3012.0|0|3012.0|0|68.0|0|0.0|100
0|2021-11-09|3012.0|0|3012.0|0|68.0|0|0.0|100
0|2021-11-10|3012.0|0|3040.0|0|68.0|0|0.0|100
0|2021-11-11|3040.0|0|3040.0|0|69.0|0|0.0|100
0|2021-11-12|3062.0|0|3062.0|0|71.0|0|0.0|100
0|2021-11-13|3062.0|0|3062.0|0|71.0|0|0.0|100
0|2021-11-14|3062.0|0|3062.0|0|71.0|0|0.0|100
0|2021-11-15|3098.0|0|3098.0|0|71.0|0|0.0|100
0|2021-11-16|3098.0|0|3098.0|0|71.0|0|0.0|100
0|2021-11-17|3151.0|0|3151.0|0|71.0|0|0.0|100
0|2021-11-18|3151.0|0|3151.0|0|71.0|0|0.0|100
0|2021-11-19|3183.0|0|3183.0|0|71.0|0|0.0|100
0|2021-11-20|3183.0|0|3183.0|0|71.0|0|0.0|100
0|2021-11-21|3183.0|0|3183.0|0|71.0|0|0.0|100
0|2021-11-22|3220.0|0|3220.0|0|72.0|0|0.0|100
0|2021-11-23|3220.0|0|3220.0|0|72.0|0|0.0|100
0|2021-11-24|3248.0|0|3248.0|0|73.0|0|0.0|100
0|2021-11-25|3248.0|0|3248.0|0|73.0|0|0.0|100
0|2021-11-26|3248.0|0|3248.0|0|73.0|0|0.0|100
0|2021-11-27|3248.0|0|3248.0|0|73.0|0|0.0|100
0|2021-11-28|3248.0|0|3248.0|0|73.0|0|0.0|100
0|2021-11-29|3283.0|0|3283.0|0|74.0|0|0.0|100
0|2021-11-30|3283.0|0|3283.0|0|74.0|0|0.0|100
0|2021-12-01|3298.0|0|3298.0|0|78.0|0|0.0|100
0|2021-12-02|3298.0|0|3298.0|0|78.0|0|0.0|100
0|2021-12-03|3333.0|0|3333.0|0|78.0|0|0.0|100
0|2021-12-04|3333.0|0|3333.0|0|78.0|0|0.0|100
0|2021-12-05|3333.0|0|3333.0|0|78.0|0|0.0|100
0|2021-12-06|3368.0|0|3368.0|0|78.0|0|0.0|100
0|2021-12-07|3368.0|0|3368.0|0|78.0|0|0.0|100
0|2021-12-08|3406.0|0|3406.0|0|78.0|0|0.0|100
0|2021-12-09|3406.0|0|3406.0|0|78.0|0|0.0|100
0|2021-12-10|3449.0|0|3449.0|0|78.0|0|0.0|100
0|2021-12-11|3449.0|0|3449.0|0|78.0|0|0.0|100
0|2021-12-12|3449.0|0|3449.0|0|78.0|0|0.0|100
0|2021-12-13|3475.0|0|3475.0|0|78.0|0|0.0|100
0|2021-12-14|3475.0|0|3475.0|0|78.0|0|0.0|100
0|2021-12-15|3503.0|0|3503.0|0|79.0|0|0.0|100
0|2021-12-16|3503.0|0|3503.0|0|79.0|0|0.0|100
0|2021-12-17|3524.0|0|3524.0|0|79.0|0|0.0|100
0|2021-12-18|3524.0|0|3524.0|0|79.0|0|0.0|100
0|2021-12-19|3524.0|0|3524.0|0|79.0|0|0.0|100
0|2021-12-20|3556.0|0|3556.0|0|79.0|0|0.0|100
0|2021-12-21|3556.0|0|3556.0|0|79.0|0|0.0|100
0|2021-12-22|3593.0|0|3593.0|0|80.0|0|0.0|100
0|2021-12-23|3593.0|0|3593.0|0|80.0|0|0.0|100
0|2021-12-24|3593.0|0|3593.0|0|80.0|0|0.0|100
0|2021-12-25|3593.0|0|3593.0|0|80.0|0|0.0|100
0|2021-12-26|3593.0|0|3593.0|0|80.0|0|0.0|100
0|2021-12-27|3646.0|0|3646.0|0|80.0|0|0.0|100
0|2021-12-28|3646.0|0|3646.0|0|80.0|0|0.0|100
0|2021-12-29|3676.0|0|3676.0|0|80.0|0|0.0|100
0|2021-12-30|3676.0|0|3676.0|0|80.0|0|0.0|100
0|2021-12-31|3676.0|0|3676.0|0|80.0|0|0.0|100
0|2022-01-01|3676.0|0|3676.0|0|80.0|0|0.0|100
0|2022-01-02|3676.0|0|3676.0|0|80.0|0|0.0|100
0|2022-01-03|3730.0|0|3730.0|0|83.0|0|0.0|100
0|2022-01-04|3730.0|0|3730.0|0|83.0|0|0.0|100
0|2022-01-05|3783.0|0|3783.0|0|84.0|0|0.0|100
0|2022-01-06|3783.0|0|3783.0|0|84.0|0|0.0|100
0|2022-01-07|3824.0|0|3824.0|0|84.0|0|0.0|100
0|2022-01-08|3824.0|0|3824.0|0|84.0|0|0.0|100
0|2022-01-09|3824.0|0|3824.0|0|84.0|0|0.0|100
0|2022-01-10|3892.0|0|3892.0|0|84.0|0|0.0|100
0|2022-01-11|3892.0|0|3892.0|0|84.0|0|0.0|100
0|2022-01-12|3952.0|0|3952.0|0|84.0|0|0.0|100
0|2022-01-13|3952.0|0|3952.0|0|84.0|0|0.0|100
0|2022-01-14|3994.0|0|3994.0|0|85.0|0|0.0|100
0|2022-01-15|3994.0|0|3994.0|0|85.0|0|0.0|100
0|2022-01-16|3994.0|0|3994.0|0|85.0|0|0.0|100
0|2022-01-17|3994.0|0|0.0|100|85.0|0|0.0|100
