|dates|Burlington_NewJersey_UnitedStates.JHU_ConfirmedCases.data|Burlington_NewJersey_UnitedStates.JHU_ConfirmedCases.missing|Burlington_NewJersey_UnitedStates.NYT_ConfirmedCases.data|Burlington_NewJersey_UnitedStates.NYT_ConfirmedCases.missing|Burlington_NewJersey_UnitedStates.JHU_ConfirmedDeaths.data|Burlington_NewJersey_UnitedStates.JHU_ConfirmedDeaths.missing|Burlington_NewJersey_UnitedStates.JHU_ConfirmedRecoveries.data|Burlington_NewJersey_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|53754.0|0|53754.0|0|937.0|0|0.0|100
0|2021-10-18|53820.0|0|53820.0|0|937.0|0|0.0|100
0|2021-10-19|53906.0|0|53906.0|0|939.0|0|0.0|100
0|2021-10-20|54004.0|0|54004.0|0|939.0|0|0.0|100
0|2021-10-21|54104.0|0|54104.0|0|943.0|0|0.0|100
0|2021-10-22|54194.0|0|54194.0|0|944.0|0|0.0|100
0|2021-10-23|54279.0|0|54279.0|0|944.0|0|0.0|100
0|2021-10-24|54339.0|0|54339.0|0|945.0|0|0.0|100
0|2021-10-25|54402.0|0|54402.0|0|945.0|0|0.0|100
0|2021-10-26|54498.0|0|54498.0|0|945.0|0|0.0|100
0|2021-10-27|54570.0|0|54570.0|0|948.0|0|0.0|100
0|2021-10-28|54710.0|0|54710.0|0|948.0|0|0.0|100
0|2021-10-29|54811.0|0|54811.0|0|948.0|0|0.0|100
0|2021-10-30|54903.0|0|54903.0|0|948.0|0|0.0|100
0|2021-10-31|54959.0|0|54959.0|0|948.0|0|0.0|100
0|2021-11-01|55007.0|0|55007.0|0|950.0|0|0.0|100
0|2021-11-02|55080.0|0|55080.0|0|952.0|0|0.0|100
0|2021-11-03|55140.0|0|55140.0|0|952.0|0|0.0|100
0|2021-11-04|55267.0|0|55267.0|0|952.0|0|0.0|100
0|2021-11-05|55354.0|0|55354.0|0|954.0|0|0.0|100
0|2021-11-06|55447.0|0|55447.0|0|955.0|0|0.0|100
0|2021-11-07|55508.0|0|55508.0|0|955.0|0|0.0|100
0|2021-11-08|55552.0|0|55552.0|0|956.0|0|0.0|100
0|2021-11-09|55651.0|0|55651.0|0|957.0|0|0.0|100
0|2021-11-10|55651.0|0|55770.0|0|957.0|0|0.0|100
0|2021-11-11|55911.0|0|55911.0|0|961.0|0|0.0|100
0|2021-11-12|56055.0|0|56055.0|0|961.0|0|0.0|100
0|2021-11-13|56173.0|0|56173.0|0|962.0|0|0.0|100
0|2021-11-14|56290.0|0|56290.0|0|963.0|0|0.0|100
0|2021-11-15|56388.0|0|56388.0|0|964.0|0|0.0|100
0|2021-11-16|56531.0|0|56531.0|0|965.0|0|0.0|100
0|2021-11-17|56665.0|0|56665.0|0|967.0|0|0.0|100
0|2021-11-18|56877.0|0|56877.0|0|967.0|0|0.0|100
0|2021-11-19|57029.0|0|57029.0|0|968.0|0|0.0|100
0|2021-11-20|57181.0|0|57181.0|0|968.0|0|0.0|100
0|2021-11-21|57299.0|0|57299.0|0|968.0|0|0.0|100
0|2021-11-22|57401.0|0|57401.0|0|969.0|0|0.0|100
0|2021-11-23|57590.0|0|57590.0|0|970.0|0|0.0|100
0|2021-11-24|57728.0|0|57728.0|0|972.0|0|0.0|100
0|2021-11-25|57916.0|0|57916.0|0|972.0|0|0.0|100
0|2021-11-26|58084.0|0|58084.0|0|973.0|0|0.0|100
0|2021-11-27|58182.0|0|58182.0|0|973.0|0|0.0|100
0|2021-11-28|58253.0|0|58253.0|0|974.0|0|0.0|100
0|2021-11-29|58417.0|0|58417.0|0|974.0|0|0.0|100
0|2021-11-30|58592.0|0|58592.0|0|977.0|0|0.0|100
0|2021-12-01|58836.0|0|58836.0|0|977.0|0|0.0|100
0|2021-12-02|59119.0|0|59119.0|0|979.0|0|0.0|100
0|2021-12-03|59119.0|0|59416.0|0|979.0|0|0.0|100
0|2021-12-04|59682.0|0|59682.0|0|981.0|0|0.0|100
0|2021-12-05|59967.0|0|59967.0|0|981.0|0|0.0|100
0|2021-12-06|60136.0|0|60136.0|0|982.0|0|0.0|100
0|2021-12-07|60328.0|0|60328.0|0|985.0|0|0.0|100
0|2021-12-08|60563.0|0|60563.0|0|986.0|0|0.0|100
0|2021-12-09|60822.0|0|60822.0|0|984.0|0|0.0|100
0|2021-12-10|61127.0|0|61127.0|0|986.0|0|0.0|100
0|2021-12-11|61365.0|0|61365.0|0|989.0|0|0.0|100
0|2021-12-12|61532.0|0|61532.0|0|989.0|0|0.0|100
0|2021-12-13|61679.0|0|61679.0|0|990.0|0|0.0|100
0|2021-12-14|61679.0|0|61875.0|0|990.0|0|0.0|100
0|2021-12-15|62115.0|0|62115.0|0|993.0|0|0.0|100
0|2021-12-16|62452.0|0|62452.0|0|993.0|0|0.0|100
0|2021-12-17|62774.0|0|62774.0|0|993.0|0|0.0|100
0|2021-12-18|63030.0|0|63030.0|0|993.0|0|0.0|100
0|2021-12-19|63333.0|0|63333.0|0|993.0|0|0.0|100
0|2021-12-20|63688.0|0|63688.0|0|994.0|0|0.0|100
0|2021-12-21|64002.0|0|64002.0|0|995.0|0|0.0|100
0|2021-12-22|64426.0|0|64426.0|0|997.0|0|0.0|100
0|2021-12-23|65001.0|0|65001.0|0|997.0|0|0.0|100
0|2021-12-24|65590.0|0|65590.0|0|1000.0|0|0.0|100
0|2021-12-25|66261.0|0|66261.0|0|1001.0|0|0.0|100
0|2021-12-26|66822.0|0|66822.0|0|1001.0|0|0.0|100
0|2021-12-27|67221.0|0|67221.0|0|1001.0|0|0.0|100
0|2021-12-28|67769.0|0|67769.0|0|1004.0|0|0.0|100
0|2021-12-29|68592.0|0|68592.0|0|1011.0|0|0.0|100
0|2021-12-30|74723.0|0|69842.0|0|1012.0|0|0.0|100
0|2021-12-31|71326.0|0|71326.0|0|1014.0|0|0.0|100
0|2022-01-01|72492.0|0|72492.0|0|1014.0|0|0.0|100
0|2022-01-02|73576.0|0|73576.0|0|1014.0|0|0.0|100
0|2022-01-03|74424.0|0|74424.0|0|1014.0|0|0.0|100
0|2022-01-04|75768.0|0|75768.0|0|1019.0|0|0.0|100
0|2022-01-05|77167.0|0|77167.0|0|1022.0|0|0.0|100
0|2022-01-06|78653.0|0|78653.0|0|1024.0|0|0.0|100
0|2022-01-07|80490.0|0|80490.0|0|1029.0|0|0.0|100
0|2022-01-08|82084.0|0|82084.0|0|1030.0|0|0.0|100
0|2022-01-09|83530.0|0|83530.0|0|1030.0|0|0.0|100
0|2022-01-10|84509.0|0|84509.0|0|1031.0|0|0.0|100
0|2022-01-11|85573.0|0|85573.0|0|1036.0|0|0.0|100
0|2022-01-12|86601.0|0|86601.0|0|1036.0|0|0.0|100
0|2022-01-13|86601.0|0|87775.0|0|1036.0|0|0.0|100
0|2022-01-14|88911.0|0|88911.0|0|1043.0|0|0.0|100
0|2022-01-15|89854.0|0|89854.0|0|1045.0|0|0.0|100
0|2022-01-16|90658.0|0|90658.0|0|1045.0|0|0.0|100
0|2022-01-17|91123.0|0|0.0|100|1046.0|0|0.0|100
