|dates|Strafford_NewHampshire_UnitedStates.JHU_ConfirmedCases.data|Strafford_NewHampshire_UnitedStates.JHU_ConfirmedCases.missing|Strafford_NewHampshire_UnitedStates.NYT_ConfirmedCases.data|Strafford_NewHampshire_UnitedStates.NYT_ConfirmedCases.missing|Strafford_NewHampshire_UnitedStates.JHU_ConfirmedDeaths.data|Strafford_NewHampshire_UnitedStates.JHU_ConfirmedDeaths.missing|Strafford_NewHampshire_UnitedStates.JHU_ConfirmedRecoveries.data|Strafford_NewHampshire_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|12807.0|0|12807.0|0|117.0|0|0.0|100
0|2021-10-18|12969.0|0|12969.0|0|117.0|0|0.0|100
0|2021-10-19|13000.0|0|13000.0|0|118.0|0|0.0|100
0|2021-10-20|13054.0|0|13054.0|0|118.0|0|0.0|100
0|2021-10-21|13102.0|0|13102.0|0|118.0|0|0.0|100
0|2021-10-22|13163.0|0|13163.0|0|121.0|0|0.0|100
0|2021-10-23|13163.0|0|13163.0|0|121.0|0|0.0|100
0|2021-10-24|13163.0|0|13163.0|0|121.0|0|0.0|100
0|2021-10-25|13163.0|0|13218.0|0|121.0|0|0.0|100
0|2021-10-26|13163.0|0|13218.0|0|121.0|0|0.0|100
0|2021-10-27|13220.0|0|13220.0|0|121.0|0|0.0|100
0|2021-10-28|13220.0|0|13220.0|0|121.0|0|0.0|100
0|2021-10-29|13220.0|0|13220.0|0|121.0|0|0.0|100
0|2021-10-30|13220.0|0|13220.0|0|121.0|0|0.0|100
0|2021-10-31|13220.0|0|13220.0|0|121.0|0|0.0|100
0|2021-11-01|13220.0|0|13653.0|0|121.0|0|0.0|100
0|2021-11-02|13679.0|0|13679.0|0|123.0|0|0.0|100
0|2021-11-03|13729.0|0|13729.0|0|123.0|0|0.0|100
0|2021-11-04|13787.0|0|13787.0|0|124.0|0|0.0|100
0|2021-11-05|13890.0|0|13890.0|0|126.0|0|0.0|100
0|2021-11-06|13890.0|0|13890.0|0|126.0|0|0.0|100
0|2021-11-07|13890.0|0|13890.0|0|126.0|0|0.0|100
0|2021-11-08|14134.0|0|14134.0|0|126.0|0|0.0|100
0|2021-11-09|14161.0|0|14161.0|0|127.0|0|0.0|100
0|2021-11-10|14229.0|0|14229.0|0|127.0|0|0.0|100
0|2021-11-11|14229.0|0|14229.0|0|127.0|0|0.0|100
0|2021-11-12|14457.0|0|14457.0|0|128.0|0|0.0|100
0|2021-11-13|14457.0|0|14457.0|0|128.0|0|0.0|100
0|2021-11-14|14457.0|0|14457.0|0|128.0|0|0.0|100
0|2021-11-15|14661.0|0|14661.0|0|129.0|0|0.0|100
0|2021-11-16|14732.0|0|14732.0|0|130.0|0|0.0|100
0|2021-11-17|14834.0|0|14834.0|0|131.0|0|0.0|100
0|2021-11-18|14933.0|0|14933.0|0|131.0|0|0.0|100
0|2021-11-19|15020.0|0|15020.0|0|131.0|0|0.0|100
0|2021-11-20|15020.0|0|15020.0|0|131.0|0|0.0|100
0|2021-11-21|15020.0|0|15020.0|0|131.0|0|0.0|100
0|2021-11-22|15280.0|0|15280.0|0|132.0|0|0.0|100
0|2021-11-23|15342.0|0|15342.0|0|133.0|0|0.0|100
0|2021-11-24|15462.0|0|15462.0|0|133.0|0|0.0|100
0|2021-11-25|15462.0|0|15462.0|0|133.0|0|0.0|100
0|2021-11-26|15462.0|0|15462.0|0|133.0|0|0.0|100
0|2021-11-27|15462.0|0|15462.0|0|133.0|0|0.0|100
0|2021-11-28|15462.0|0|15462.0|0|133.0|0|0.0|100
0|2021-11-29|15870.0|0|15870.0|0|133.0|0|0.0|100
0|2021-11-30|15938.0|0|15938.0|0|137.0|0|0.0|100
0|2021-12-01|16072.0|0|16072.0|0|141.0|0|0.0|100
0|2021-12-02|16215.0|0|16215.0|0|142.0|0|0.0|100
0|2021-12-03|16351.0|0|16351.0|0|143.0|0|0.0|100
0|2021-12-04|16351.0|0|16351.0|0|143.0|0|0.0|100
0|2021-12-05|16351.0|0|16351.0|0|143.0|0|0.0|100
0|2021-12-06|16351.0|0|16728.0|0|143.0|0|0.0|100
0|2021-12-07|16816.0|0|16816.0|0|144.0|0|0.0|100
0|2021-12-08|16948.0|0|16948.0|0|146.0|0|0.0|100
0|2021-12-09|17084.0|0|17084.0|0|147.0|0|0.0|100
0|2021-12-10|17195.0|0|17195.0|0|149.0|0|0.0|100
0|2021-12-11|17195.0|0|17195.0|0|149.0|0|0.0|100
0|2021-12-12|17195.0|0|17195.0|0|149.0|0|0.0|100
0|2021-12-13|17544.0|0|17544.0|0|150.0|0|0.0|100
0|2021-12-14|17544.0|0|17605.0|0|150.0|0|0.0|100
0|2021-12-15|17720.0|0|17720.0|0|151.0|0|0.0|100
0|2021-12-16|17840.0|0|17840.0|0|153.0|0|0.0|100
0|2021-12-17|17922.0|0|17922.0|0|155.0|0|0.0|100
0|2021-12-18|17922.0|0|17922.0|0|155.0|0|0.0|100
0|2021-12-19|17922.0|0|17922.0|0|155.0|0|0.0|100
0|2021-12-20|18248.0|0|18248.0|0|156.0|0|0.0|100
0|2021-12-21|18311.0|0|18311.0|0|157.0|0|0.0|100
0|2021-12-22|18432.0|0|18432.0|0|159.0|0|0.0|100
0|2021-12-23|18544.0|0|18544.0|0|159.0|0|0.0|100
0|2021-12-24|18544.0|0|18544.0|0|159.0|0|0.0|100
0|2021-12-25|18544.0|0|18544.0|0|159.0|0|0.0|100
0|2021-12-26|18544.0|0|18544.0|0|159.0|0|0.0|100
0|2021-12-27|18856.0|0|18856.0|0|161.0|0|0.0|100
0|2021-12-28|18901.0|0|18901.0|0|162.0|0|0.0|100
0|2021-12-29|19047.0|0|19047.0|0|164.0|0|0.0|100
0|2021-12-30|19217.0|0|19217.0|0|165.0|0|0.0|100
0|2021-12-31|19217.0|0|19217.0|0|165.0|0|0.0|100
0|2022-01-01|19217.0|0|19217.0|0|165.0|0|0.0|100
0|2022-01-02|19217.0|0|19217.0|0|165.0|0|0.0|100
0|2022-01-03|19496.0|0|19496.0|0|166.0|0|0.0|100
0|2022-01-04|19574.0|0|19574.0|0|168.0|0|0.0|100
0|2022-01-05|19801.0|0|19801.0|0|168.0|0|0.0|100
0|2022-01-06|20038.0|0|20038.0|0|168.0|0|0.0|100
0|2022-01-07|20234.0|0|20234.0|0|168.0|0|0.0|100
0|2022-01-08|20234.0|0|20234.0|0|168.0|0|0.0|100
0|2022-01-09|20234.0|0|20234.0|0|168.0|0|0.0|100
0|2022-01-10|20931.0|0|20931.0|0|168.0|0|0.0|100
0|2022-01-11|21136.0|0|21136.0|0|169.0|0|0.0|100
0|2022-01-12|21349.0|0|21349.0|0|169.0|0|0.0|100
0|2022-01-13|21349.0|0|21661.0|0|169.0|0|0.0|100
0|2022-01-14|21920.0|0|21920.0|0|172.0|0|0.0|100
0|2022-01-15|21920.0|0|21920.0|0|172.0|0|0.0|100
0|2022-01-16|21920.0|0|21920.0|0|172.0|0|0.0|100
0|2022-01-17|21920.0|0|0.0|100|172.0|0|0.0|100
