|dates|DeSoto_Louisiana_UnitedStates.JHU_ConfirmedCases.data|DeSoto_Louisiana_UnitedStates.JHU_ConfirmedCases.missing|DeSoto_Louisiana_UnitedStates.NYT_ConfirmedCases.data|DeSoto_Louisiana_UnitedStates.NYT_ConfirmedCases.missing|DeSoto_Louisiana_UnitedStates.JHU_ConfirmedDeaths.data|DeSoto_Louisiana_UnitedStates.JHU_ConfirmedDeaths.missing|DeSoto_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.data|DeSoto_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|4701.0|0|4701.0|0|107.0|0|0.0|100
0|2021-10-18|4710.0|0|4710.0|0|107.0|0|0.0|100
0|2021-10-19|4713.0|0|4713.0|0|107.0|0|0.0|100
0|2021-10-20|4715.0|0|4715.0|0|107.0|0|0.0|100
0|2021-10-21|4716.0|0|4716.0|0|107.0|0|0.0|100
0|2021-10-22|4718.0|0|4718.0|0|107.0|0|0.0|100
0|2021-10-23|4718.0|0|4718.0|0|107.0|0|0.0|100
0|2021-10-24|4718.0|0|4718.0|0|107.0|0|0.0|100
0|2021-10-25|4732.0|0|4732.0|0|108.0|0|0.0|100
0|2021-10-26|4734.0|0|4734.0|0|109.0|0|0.0|100
0|2021-10-27|4738.0|0|4738.0|0|109.0|0|0.0|100
0|2021-10-28|4744.0|0|4744.0|0|109.0|0|0.0|100
0|2021-10-29|4746.0|0|4746.0|0|109.0|0|0.0|100
0|2021-10-30|4746.0|0|4746.0|0|109.0|0|0.0|100
0|2021-10-31|4746.0|0|4746.0|0|109.0|0|0.0|100
0|2021-11-01|4750.0|0|4750.0|0|109.0|0|0.0|100
0|2021-11-02|4754.0|0|4754.0|0|110.0|0|0.0|100
0|2021-11-03|4760.0|0|4760.0|0|111.0|0|0.0|100
0|2021-11-04|4763.0|0|4763.0|0|111.0|0|0.0|100
0|2021-11-05|4781.0|0|4781.0|0|111.0|0|0.0|100
0|2021-11-06|4781.0|0|4781.0|0|111.0|0|0.0|100
0|2021-11-07|4781.0|0|4781.0|0|111.0|0|0.0|100
0|2021-11-08|4787.0|0|4787.0|0|112.0|0|0.0|100
0|2021-11-09|4788.0|0|4788.0|0|112.0|0|0.0|100
0|2021-11-10|4791.0|0|4791.0|0|112.0|0|0.0|100
0|2021-11-11|4791.0|0|4791.0|0|112.0|0|0.0|100
0|2021-11-12|4794.0|0|4794.0|0|112.0|0|0.0|100
0|2021-11-13|4794.0|0|4794.0|0|112.0|0|0.0|100
0|2021-11-14|4794.0|0|4794.0|0|112.0|0|0.0|100
0|2021-11-15|4807.0|0|4807.0|0|112.0|0|0.0|100
0|2021-11-16|4810.0|0|4810.0|0|112.0|0|0.0|100
0|2021-11-17|4811.0|0|4811.0|0|112.0|0|0.0|100
0|2021-11-18|4813.0|0|4813.0|0|112.0|0|0.0|100
0|2021-11-19|4817.0|0|4817.0|0|113.0|0|0.0|100
0|2021-11-20|4817.0|0|4817.0|0|113.0|0|0.0|100
0|2021-11-21|4817.0|0|4817.0|0|113.0|0|0.0|100
0|2021-11-22|4820.0|0|4820.0|0|113.0|0|0.0|100
0|2021-11-23|4822.0|0|4822.0|0|113.0|0|0.0|100
0|2021-11-24|4822.0|0|4822.0|0|113.0|0|0.0|100
0|2021-11-25|4822.0|0|4822.0|0|113.0|0|0.0|100
0|2021-11-26|4822.0|0|4822.0|0|113.0|0|0.0|100
0|2021-11-27|4822.0|0|4822.0|0|113.0|0|0.0|100
0|2021-11-28|4822.0|0|4822.0|0|113.0|0|0.0|100
0|2021-11-29|4825.0|0|4825.0|0|113.0|0|0.0|100
0|2021-11-30|4826.0|0|4826.0|0|113.0|0|0.0|100
0|2021-12-01|4827.0|0|4827.0|0|113.0|0|0.0|100
0|2021-12-02|4828.0|0|4828.0|0|113.0|0|0.0|100
0|2021-12-03|4833.0|0|4833.0|0|113.0|0|0.0|100
0|2021-12-04|4833.0|0|4833.0|0|113.0|0|0.0|100
0|2021-12-05|4833.0|0|4833.0|0|113.0|0|0.0|100
0|2021-12-06|4837.0|0|4837.0|0|113.0|0|0.0|100
0|2021-12-07|4838.0|0|4838.0|0|113.0|0|0.0|100
0|2021-12-08|4842.0|0|4842.0|0|113.0|0|0.0|100
0|2021-12-09|4845.0|0|4845.0|0|113.0|0|0.0|100
0|2021-12-10|4848.0|0|4848.0|0|113.0|0|0.0|100
0|2021-12-11|4848.0|0|4848.0|0|113.0|0|0.0|100
0|2021-12-12|4848.0|0|4848.0|0|113.0|0|0.0|100
0|2021-12-13|4856.0|0|4856.0|0|113.0|0|0.0|100
0|2021-12-14|4856.0|0|4859.0|0|113.0|0|0.0|100
0|2021-12-15|4864.0|0|4864.0|0|113.0|0|0.0|100
0|2021-12-16|4868.0|0|4868.0|0|113.0|0|0.0|100
0|2021-12-17|4870.0|0|4870.0|0|113.0|0|0.0|100
0|2021-12-18|4870.0|0|4870.0|0|113.0|0|0.0|100
0|2021-12-19|4870.0|0|4870.0|0|113.0|0|0.0|100
0|2021-12-20|4880.0|0|4880.0|0|114.0|0|0.0|100
