|dates|DeSoto_Louisiana_UnitedStates.JHU_ConfirmedCases.data|DeSoto_Louisiana_UnitedStates.JHU_ConfirmedCases.missing|DeSoto_Louisiana_UnitedStates.NYT_ConfirmedCases.data|DeSoto_Louisiana_UnitedStates.NYT_ConfirmedCases.missing|DeSoto_Louisiana_UnitedStates.JHU_ConfirmedDeaths.data|DeSoto_Louisiana_UnitedStates.JHU_ConfirmedDeaths.missing|DeSoto_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.data|DeSoto_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-21|4888.0|0|4888.0|0|114.0|0|0.0|100
0|2021-12-22|4899.0|0|4899.0|0|114.0|0|0.0|100
0|2021-12-23|4911.0|0|4911.0|0|115.0|0|0.0|100
0|2021-12-24|4911.0|0|4911.0|0|115.0|0|0.0|100
0|2021-12-25|4911.0|0|4911.0|0|115.0|0|0.0|100
0|2021-12-26|4911.0|0|4911.0|0|115.0|0|0.0|100
0|2021-12-27|4969.0|0|4969.0|0|115.0|0|0.0|100
0|2021-12-28|4997.0|0|4997.0|0|115.0|0|0.0|100
0|2021-12-29|5047.0|0|5047.0|0|115.0|0|0.0|100
0|2021-12-30|5107.0|0|5107.0|0|115.0|0|0.0|100
0|2021-12-31|5107.0|0|5107.0|0|115.0|0|0.0|100
0|2022-01-01|5107.0|0|5107.0|0|115.0|0|0.0|100
0|2022-01-02|5107.0|0|5107.0|0|115.0|0|0.0|100
0|2022-01-03|5299.0|0|5299.0|0|115.0|0|0.0|100
0|2022-01-04|5318.0|0|5318.0|0|117.0|0|0.0|100
0|2022-01-05|5395.0|0|5395.0|0|117.0|0|0.0|100
0|2022-01-06|5475.0|0|5475.0|0|117.0|0|0.0|100
0|2022-01-07|5537.0|0|5537.0|0|117.0|0|0.0|100
0|2022-01-08|5537.0|0|5537.0|0|117.0|0|0.0|100
0|2022-01-09|5537.0|0|5537.0|0|117.0|0|0.0|100
0|2022-01-10|5678.0|0|5678.0|0|117.0|0|0.0|100
0|2022-01-11|5735.0|0|5735.0|0|119.0|0|0.0|100
0|2022-01-12|5735.0|0|5735.0|0|119.0|0|0.0|100
0|2022-01-13|5735.0|0|5735.0|0|119.0|0|0.0|100
0|2022-01-14|5978.0|0|5978.0|0|119.0|0|0.0|100
0|2022-01-15|5978.0|0|5978.0|0|119.0|0|0.0|100
0|2022-01-16|5978.0|0|5978.0|0|119.0|0|0.0|100
0|2022-01-17|5978.0|0|0.0|100|119.0|0|0.0|100
