|dates|Davie_NorthCarolina_UnitedStates.JHU_ConfirmedCases.data|Davie_NorthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Davie_NorthCarolina_UnitedStates.NYT_ConfirmedCases.data|Davie_NorthCarolina_UnitedStates.NYT_ConfirmedCases.missing|Davie_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Davie_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Davie_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Davie_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|6286.0|0|6286.0|0|70.0|0|0.0|100
0|2021-10-18|6315.0|0|6315.0|0|71.0|0|0.0|100
0|2021-10-19|6322.0|0|6322.0|0|73.0|0|0.0|100
0|2021-10-20|6335.0|0|6335.0|0|73.0|0|0.0|100
0|2021-10-21|6347.0|0|6347.0|0|73.0|0|0.0|100
0|2021-10-22|6358.0|0|6358.0|0|73.0|0|0.0|100
0|2021-10-23|6358.0|0|6358.0|0|73.0|0|0.0|100
0|2021-10-24|6358.0|0|6358.0|0|73.0|0|0.0|100
0|2021-10-25|6381.0|0|6381.0|0|75.0|0|0.0|100
0|2021-10-26|6392.0|0|6392.0|0|75.0|0|0.0|100
0|2021-10-27|6408.0|0|6408.0|0|76.0|0|0.0|100
0|2021-10-28|6421.0|0|6421.0|0|76.0|0|0.0|100
0|2021-10-29|6435.0|0|6435.0|0|76.0|0|0.0|100
0|2021-10-30|6435.0|0|6435.0|0|76.0|0|0.0|100
0|2021-10-31|6435.0|0|6435.0|0|76.0|0|0.0|100
0|2021-11-01|6464.0|0|6464.0|0|76.0|0|0.0|100
0|2021-11-02|6471.0|0|6471.0|0|76.0|0|0.0|100
0|2021-11-03|6480.0|0|6480.0|0|76.0|0|0.0|100
0|2021-11-04|6494.0|0|6494.0|0|76.0|0|0.0|100
0|2021-11-05|6499.0|0|6499.0|0|76.0|0|0.0|100
0|2021-11-06|6499.0|0|6499.0|0|76.0|0|0.0|100
0|2021-11-07|6499.0|0|6499.0|0|76.0|0|0.0|100
0|2021-11-08|6529.0|0|6529.0|0|80.0|0|0.0|100
0|2021-11-09|6534.0|0|6534.0|0|80.0|0|0.0|100
0|2021-11-10|6538.0|0|6538.0|0|80.0|0|0.0|100
0|2021-11-11|6538.0|0|6538.0|0|80.0|0|0.0|100
0|2021-11-12|6561.0|0|6561.0|0|80.0|0|0.0|100
0|2021-11-13|6561.0|0|6561.0|0|80.0|0|0.0|100
0|2021-11-14|6561.0|0|6561.0|0|80.0|0|0.0|100
0|2021-11-15|6585.0|0|6585.0|0|80.0|0|0.0|100
0|2021-11-16|6590.0|0|6590.0|0|80.0|0|0.0|100
0|2021-11-17|6602.0|0|6602.0|0|80.0|0|0.0|100
0|2021-11-18|6611.0|0|6611.0|0|80.0|0|0.0|100
0|2021-11-19|6630.0|0|6630.0|0|80.0|0|0.0|100
0|2021-11-20|6630.0|0|6630.0|0|80.0|0|0.0|100
0|2021-11-21|6630.0|0|6630.0|0|80.0|0|0.0|100
0|2021-11-22|6660.0|0|6660.0|0|81.0|0|0.0|100
0|2021-11-23|6669.0|0|6669.0|0|81.0|0|0.0|100
0|2021-11-24|6677.0|0|6677.0|0|81.0|0|0.0|100
0|2021-11-25|6677.0|0|6677.0|0|81.0|0|0.0|100
0|2021-11-26|6677.0|0|6677.0|0|81.0|0|0.0|100
0|2021-11-27|6677.0|0|6677.0|0|81.0|0|0.0|100
0|2021-11-28|6677.0|0|6677.0|0|81.0|0|0.0|100
0|2021-11-29|6736.0|0|6736.0|0|81.0|0|0.0|100
0|2021-11-30|6751.0|0|6751.0|0|81.0|0|0.0|100
0|2021-12-01|6769.0|0|6769.0|0|81.0|0|0.0|100
0|2021-12-02|6804.0|0|6804.0|0|81.0|0|0.0|100
0|2021-12-03|6820.0|0|6820.0|0|81.0|0|0.0|100
0|2021-12-04|6820.0|0|6820.0|0|81.0|0|0.0|100
0|2021-12-05|6820.0|0|6820.0|0|81.0|0|0.0|100
0|2021-12-06|6876.0|0|6876.0|0|81.0|0|0.0|100
0|2021-12-07|6894.0|0|6894.0|0|82.0|0|0.0|100
0|2021-12-08|6920.0|0|6920.0|0|82.0|0|0.0|100
0|2021-12-09|6945.0|0|6945.0|0|82.0|0|0.0|100
0|2021-12-10|6973.0|0|6973.0|0|82.0|0|0.0|100
0|2021-12-11|6973.0|0|6973.0|0|82.0|0|0.0|100
0|2021-12-12|6973.0|0|6973.0|0|82.0|0|0.0|100
0|2021-12-13|7059.0|0|7059.0|0|82.0|0|0.0|100
0|2021-12-14|7059.0|0|7066.0|0|82.0|0|0.0|100
0|2021-12-15|7087.0|0|7087.0|0|82.0|0|0.0|100
0|2021-12-16|7110.0|0|7110.0|0|82.0|0|0.0|100
0|2021-12-17|7152.0|0|7152.0|0|82.0|0|0.0|100
0|2021-12-18|7152.0|0|7152.0|0|82.0|0|0.0|100
0|2021-12-19|7152.0|0|7152.0|0|82.0|0|0.0|100
0|2021-12-20|7246.0|0|7246.0|0|82.0|0|0.0|100
0|2021-12-21|7265.0|0|7265.0|0|82.0|0|0.0|100
0|2021-12-22|7289.0|0|7289.0|0|82.0|0|0.0|100
0|2021-12-23|7289.0|0|7289.0|0|82.0|0|0.0|100
0|2021-12-24|7289.0|0|7289.0|0|82.0|0|0.0|100
0|2021-12-25|7289.0|0|7289.0|0|82.0|0|0.0|100
0|2021-12-26|7289.0|0|7289.0|0|82.0|0|0.0|100
0|2021-12-27|7289.0|0|7289.0|0|82.0|0|0.0|100
0|2021-12-28|7445.0|0|7445.0|0|82.0|0|0.0|100
0|2021-12-29|7466.0|0|7466.0|0|82.0|0|0.0|100
0|2021-12-30|7550.0|0|7550.0|0|82.0|0|0.0|100
0|2021-12-31|7550.0|0|7602.0|0|82.0|0|0.0|100
0|2022-01-01|7550.0|0|7602.0|0|82.0|0|0.0|100
0|2022-01-02|7550.0|0|7602.0|0|82.0|0|0.0|100
0|2022-01-03|7727.0|0|7727.0|0|82.0|0|0.0|100
0|2022-01-04|7764.0|0|7764.0|0|82.0|0|0.0|100
0|2022-01-05|7821.0|0|7821.0|0|82.0|0|0.0|100
0|2022-01-06|7888.0|0|7888.0|0|82.0|0|0.0|100
0|2022-01-07|7984.0|0|7984.0|0|82.0|0|0.0|100
0|2022-01-08|7984.0|0|7984.0|0|82.0|0|0.0|100
0|2022-01-09|7984.0|0|7984.0|0|82.0|0|0.0|100
0|2022-01-10|8155.0|0|8155.0|0|82.0|0|0.0|100
0|2022-01-11|8189.0|0|8189.0|0|82.0|0|0.0|100
0|2022-01-12|8259.0|0|8259.0|0|82.0|0|0.0|100
0|2022-01-13|8259.0|0|8417.0|0|82.0|0|0.0|100
0|2022-01-14|8544.0|0|8544.0|0|82.0|0|0.0|100
0|2022-01-15|8544.0|0|8544.0|0|82.0|0|0.0|100
0|2022-01-16|8544.0|0|8544.0|0|82.0|0|0.0|100
0|2022-01-17|8544.0|0|0.0|100|82.0|0|0.0|100
