|dates|Andrews_Texas_UnitedStates.JHU_ConfirmedCases.data|Andrews_Texas_UnitedStates.JHU_ConfirmedCases.missing|Andrews_Texas_UnitedStates.NYT_ConfirmedCases.data|Andrews_Texas_UnitedStates.NYT_ConfirmedCases.missing|Andrews_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Andrews_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Andrews_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Andrews_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-05|2931.0|0|2931.0|0|65.0|0|0.0|100
0|2021-12-06|2932.0|0|2932.0|0|65.0|0|0.0|100
0|2021-12-07|2941.0|0|2941.0|0|65.0|0|0.0|100
0|2021-12-08|2947.0|0|2947.0|0|65.0|0|0.0|100
0|2021-12-09|2947.0|0|2947.0|0|65.0|0|0.0|100
0|2021-12-10|2954.0|0|2954.0|0|65.0|0|0.0|100
0|2021-12-11|2963.0|0|2963.0|0|65.0|0|0.0|100
0|2021-12-12|2965.0|0|2965.0|0|65.0|0|0.0|100
0|2021-12-13|2965.0|0|2965.0|0|65.0|0|0.0|100
0|2021-12-14|2965.0|0|2973.0|0|65.0|0|0.0|100
0|2021-12-15|2977.0|0|2977.0|0|65.0|0|0.0|100
0|2021-12-16|2991.0|0|2991.0|0|65.0|0|0.0|100
0|2021-12-17|2993.0|0|2993.0|0|65.0|0|0.0|100
0|2021-12-18|2995.0|0|2995.0|0|65.0|0|0.0|100
0|2021-12-19|2996.0|0|2996.0|0|65.0|0|0.0|100
0|2021-12-20|2996.0|0|2996.0|0|65.0|0|0.0|100
0|2021-12-21|3001.0|0|3001.0|0|65.0|0|0.0|100
0|2021-12-22|3004.0|0|3004.0|0|65.0|0|0.0|100
0|2021-12-23|3014.0|0|3014.0|0|65.0|0|0.0|100
0|2021-12-24|3014.0|0|3014.0|0|65.0|0|0.0|100
0|2021-12-25|3014.0|0|3014.0|0|65.0|0|0.0|100
0|2021-12-26|3014.0|0|3014.0|0|65.0|0|0.0|100
0|2021-12-27|3020.0|0|3020.0|0|65.0|0|0.0|100
0|2021-12-28|3020.0|0|3020.0|0|65.0|0|0.0|100
0|2021-12-29|3037.0|0|3037.0|0|65.0|0|0.0|100
0|2021-12-30|3067.0|0|3067.0|0|65.0|0|0.0|100
0|2021-12-31|3067.0|0|3067.0|0|65.0|0|0.0|100
0|2022-01-01|3067.0|0|3067.0|0|65.0|0|0.0|100
0|2022-01-02|3067.0|0|3067.0|0|65.0|0|0.0|100
0|2022-01-03|3095.0|0|3095.0|0|66.0|0|0.0|100
0|2022-01-04|3107.0|0|3107.0|0|67.0|0|0.0|100
0|2022-01-05|3151.0|0|3151.0|0|67.0|0|0.0|100
0|2022-01-06|3191.0|0|3191.0|0|67.0|0|0.0|100
0|2022-01-07|3226.0|0|3226.0|0|67.0|0|0.0|100
0|2022-01-08|3265.0|0|3265.0|0|67.0|0|0.0|100
0|2022-01-09|3272.0|0|3272.0|0|67.0|0|0.0|100
0|2022-01-10|3273.0|0|3273.0|0|67.0|0|0.0|100
0|2022-01-11|3288.0|0|3288.0|0|67.0|0|0.0|100
0|2022-01-12|3328.0|0|3328.0|0|67.0|0|0.0|100
0|2022-01-13|3328.0|0|3467.0|0|67.0|0|0.0|100
0|2022-01-14|3467.0|0|3222.0|0|67.0|0|0.0|100
0|2022-01-15|3467.0|0|3288.0|0|67.0|0|0.0|100
0|2022-01-16|3366.0|0|3366.0|0|67.0|0|0.0|100
0|2022-01-17|3378.0|0|0.0|100|67.0|0|0.0|100
