|dates|Putnam_Georgia_UnitedStates.JHU_ConfirmedCases.data|Putnam_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Putnam_Georgia_UnitedStates.NYT_ConfirmedCases.data|Putnam_Georgia_UnitedStates.NYT_ConfirmedCases.missing|Putnam_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Putnam_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Putnam_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Putnam_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|3193.0|0|3197.0|0|80.0|0|0.0|100
0|2021-10-18|3201.0|0|3206.0|0|80.0|0|0.0|100
0|2021-10-19|3200.0|0|3205.0|0|80.0|0|0.0|100
0|2021-10-20|3200.0|0|3205.0|0|80.0|0|0.0|100
0|2021-10-21|3203.0|0|3208.0|0|80.0|0|0.0|100
0|2021-10-22|3208.0|0|3213.0|0|80.0|0|0.0|100
0|2021-10-23|3208.0|0|3213.0|0|80.0|0|0.0|100
0|2021-10-24|3208.0|0|3213.0|0|80.0|0|0.0|100
0|2021-10-25|3216.0|0|3221.0|0|80.0|0|0.0|100
0|2021-10-26|3216.0|0|3221.0|0|81.0|0|0.0|100
0|2021-10-27|3220.0|0|3225.0|0|81.0|0|0.0|100
0|2021-10-28|3222.0|0|3227.0|0|81.0|0|0.0|100
0|2021-10-29|3222.0|0|3227.0|0|81.0|0|0.0|100
0|2021-10-30|3222.0|0|3227.0|0|81.0|0|0.0|100
0|2021-10-31|3222.0|0|3227.0|0|81.0|0|0.0|100
0|2021-11-01|3225.0|0|3231.0|0|81.0|0|0.0|100
0|2021-11-02|3227.0|0|3233.0|0|81.0|0|0.0|100
0|2021-11-03|3229.0|0|3235.0|0|81.0|0|0.0|100
0|2021-11-04|3231.0|0|3237.0|0|81.0|0|0.0|100
0|2021-11-05|3235.0|0|3241.0|0|82.0|0|0.0|100
0|2021-11-06|3235.0|0|3241.0|0|82.0|0|0.0|100
0|2021-11-07|3235.0|0|3241.0|0|82.0|0|0.0|100
0|2021-11-08|3235.0|0|3241.0|0|82.0|0|0.0|100
0|2021-11-09|3247.0|0|3253.0|0|83.0|0|0.0|100
0|2021-11-10|3247.0|0|3251.0|0|83.0|0|0.0|100
0|2021-11-11|3245.0|0|3251.0|0|83.0|0|0.0|100
0|2021-11-12|3251.0|0|3257.0|0|84.0|0|0.0|100
0|2021-11-13|3251.0|0|3257.0|0|84.0|0|0.0|100
0|2021-11-14|3251.0|0|3257.0|0|84.0|0|0.0|100
0|2021-11-15|3253.0|0|3256.0|0|84.0|0|0.0|100
0|2021-11-16|3254.0|0|3257.0|0|84.0|0|0.0|100
0|2021-11-17|3258.0|0|3261.0|0|84.0|0|0.0|100
0|2021-11-18|3262.0|0|3265.0|0|84.0|0|0.0|100
0|2021-11-19|3265.0|0|3268.0|0|84.0|0|0.0|100
0|2021-11-20|3265.0|0|3268.0|0|84.0|0|0.0|100
0|2021-11-21|3265.0|0|3268.0|0|84.0|0|0.0|100
0|2021-11-22|3272.0|0|3273.0|0|84.0|0|0.0|100
0|2021-11-23|3270.0|0|3271.0|0|84.0|0|0.0|100
0|2021-11-24|3271.0|0|3272.0|0|84.0|0|0.0|100
0|2021-11-25|3271.0|0|3272.0|0|84.0|0|0.0|100
0|2021-11-26|3271.0|0|3272.0|0|84.0|0|0.0|100
0|2021-11-27|3271.0|0|3272.0|0|84.0|0|0.0|100
0|2021-11-28|3271.0|0|3272.0|0|84.0|0|0.0|100
0|2021-11-29|3279.0|0|3280.0|0|84.0|0|0.0|100
0|2021-11-30|3283.0|0|3284.0|0|85.0|0|0.0|100
0|2021-12-01|3283.0|0|3284.0|0|85.0|0|0.0|100
0|2021-12-02|3283.0|0|3285.0|0|85.0|0|0.0|100
0|2021-12-03|3284.0|0|3285.0|0|86.0|0|0.0|100
0|2021-12-04|3284.0|0|3285.0|0|86.0|0|0.0|100
0|2021-12-05|3284.0|0|3285.0|0|86.0|0|0.0|100
0|2021-12-06|3291.0|0|3292.0|0|87.0|0|0.0|100
0|2021-12-07|3300.0|0|3301.0|0|87.0|0|0.0|100
0|2021-12-08|3310.0|0|3311.0|0|88.0|0|0.0|100
0|2021-12-09|3312.0|0|3313.0|0|88.0|0|0.0|100
0|2021-12-10|3317.0|0|3318.0|0|88.0|0|0.0|100
0|2021-12-11|3317.0|0|3318.0|0|88.0|0|0.0|100
0|2021-12-12|3317.0|0|3318.0|0|88.0|0|0.0|100
0|2021-12-13|3323.0|0|3324.0|0|88.0|0|0.0|100
0|2021-12-14|3323.0|0|3330.0|0|88.0|0|0.0|100
0|2021-12-15|3334.0|0|3335.0|0|88.0|0|0.0|100
0|2021-12-16|3335.0|0|3336.0|0|88.0|0|0.0|100
0|2021-12-17|3338.0|0|3339.0|0|88.0|0|0.0|100
0|2021-12-18|3338.0|0|3339.0|0|88.0|0|0.0|100
0|2021-12-19|3338.0|0|3339.0|0|88.0|0|0.0|100
0|2021-12-20|3344.0|0|3345.0|0|88.0|0|0.0|100
0|2021-12-21|3347.0|0|3348.0|0|88.0|0|0.0|100
0|2021-12-22|3356.0|0|3357.0|0|88.0|0|0.0|100
0|2021-12-23|3362.0|0|3363.0|0|88.0|0|0.0|100
0|2021-12-24|3374.0|0|3375.0|0|89.0|0|0.0|100
0|2021-12-25|3374.0|0|3375.0|0|89.0|0|0.0|100
0|2021-12-26|3374.0|0|3375.0|0|89.0|0|0.0|100
0|2021-12-27|3398.0|0|3399.0|0|89.0|0|0.0|100
0|2021-12-28|3414.0|0|3415.0|0|89.0|0|0.0|100
0|2021-12-29|3449.0|0|3450.0|0|89.0|0|0.0|100
0|2021-12-30|3496.0|0|3497.0|0|89.0|0|0.0|100
0|2021-12-31|3537.0|0|3538.0|0|89.0|0|0.0|100
0|2022-01-01|3537.0|0|3538.0|0|89.0|0|0.0|100
0|2022-01-02|3537.0|0|3538.0|0|89.0|0|0.0|100
0|2022-01-03|3537.0|0|3538.0|0|89.0|0|0.0|100
0|2022-01-04|3622.0|0|3623.0|0|90.0|0|0.0|100
0|2022-01-05|3669.0|0|3670.0|0|90.0|0|0.0|100
0|2022-01-06|3669.0|0|3670.0|0|90.0|0|0.0|100
0|2022-01-07|3669.0|0|3670.0|0|90.0|0|0.0|100
0|2022-01-08|3669.0|0|3670.0|0|90.0|0|0.0|100
0|2022-01-09|3669.0|0|3670.0|0|90.0|0|0.0|100
0|2022-01-10|3775.0|0|3775.0|0|90.0|0|0.0|100
0|2022-01-11|3800.0|0|3800.0|0|90.0|0|0.0|100
0|2022-01-12|3843.0|0|3843.0|0|90.0|0|0.0|100
0|2022-01-13|3843.0|0|3873.0|0|90.0|0|0.0|100
0|2022-01-14|3908.0|0|3908.0|0|91.0|0|0.0|100
0|2022-01-15|3908.0|0|3908.0|0|91.0|0|0.0|100
0|2022-01-16|3908.0|0|3908.0|0|91.0|0|0.0|100
0|2022-01-17|3963.0|0|0.0|100|91.0|0|0.0|100
