|dates|Sunflower_Mississippi_UnitedStates.JHU_ConfirmedCases.data|Sunflower_Mississippi_UnitedStates.JHU_ConfirmedCases.missing|Sunflower_Mississippi_UnitedStates.NYT_ConfirmedCases.data|Sunflower_Mississippi_UnitedStates.NYT_ConfirmedCases.missing|Sunflower_Mississippi_UnitedStates.JHU_ConfirmedDeaths.data|Sunflower_Mississippi_UnitedStates.JHU_ConfirmedDeaths.missing|Sunflower_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.data|Sunflower_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-04|4319.0|0|4319.0|0|106.0|0|0.0|100
0|2021-12-05|4319.0|0|4319.0|0|106.0|0|0.0|100
0|2021-12-06|4331.0|0|4331.0|0|106.0|0|0.0|100
0|2021-12-07|4338.0|0|4338.0|0|106.0|0|0.0|100
0|2021-12-08|4342.0|0|4342.0|0|106.0|0|0.0|100
0|2021-12-09|4348.0|0|4348.0|0|106.0|0|0.0|100
0|2021-12-10|4352.0|0|4352.0|0|106.0|0|0.0|100
0|2021-12-11|4352.0|0|4352.0|0|106.0|0|0.0|100
0|2021-12-12|4352.0|0|4352.0|0|106.0|0|0.0|100
0|2021-12-13|4356.0|0|4356.0|0|106.0|0|0.0|100
0|2021-12-14|4356.0|0|4358.0|0|106.0|0|0.0|100
0|2021-12-15|4365.0|0|4365.0|0|106.0|0|0.0|100
0|2021-12-16|4373.0|0|4373.0|0|106.0|0|0.0|100
0|2021-12-17|4380.0|0|4380.0|0|106.0|0|0.0|100
0|2021-12-18|4380.0|0|4380.0|0|106.0|0|0.0|100
0|2021-12-19|4380.0|0|4380.0|0|106.0|0|0.0|100
0|2021-12-20|4383.0|0|4383.0|0|106.0|0|0.0|100
0|2021-12-21|4391.0|0|4391.0|0|107.0|0|0.0|100
0|2021-12-22|4394.0|0|4394.0|0|107.0|0|0.0|100
0|2021-12-23|4394.0|0|4394.0|0|107.0|0|0.0|100
0|2021-12-24|4394.0|0|4394.0|0|107.0|0|0.0|100
0|2021-12-25|4394.0|0|4394.0|0|107.0|0|0.0|100
0|2021-12-26|4394.0|0|4394.0|0|107.0|0|0.0|100
0|2021-12-27|4429.0|0|4429.0|0|107.0|0|0.0|100
0|2021-12-28|4450.0|0|4450.0|0|107.0|0|0.0|100
0|2021-12-29|4484.0|0|4484.0|0|108.0|0|0.0|100
0|2021-12-30|4519.0|0|4519.0|0|109.0|0|0.0|100
0|2021-12-31|4519.0|0|4519.0|0|109.0|0|0.0|100
0|2022-01-01|4519.0|0|4519.0|0|109.0|0|0.0|100
0|2022-01-02|4519.0|0|4519.0|0|109.0|0|0.0|100
0|2022-01-03|4674.0|0|4674.0|0|109.0|0|0.0|100
0|2022-01-04|4731.0|0|4731.0|0|110.0|0|0.0|100
0|2022-01-05|4763.0|0|4763.0|0|110.0|0|0.0|100
0|2022-01-06|4801.0|0|4801.0|0|110.0|0|0.0|100
0|2022-01-07|4839.0|0|4839.0|0|110.0|0|0.0|100
0|2022-01-08|4839.0|0|4839.0|0|110.0|0|0.0|100
0|2022-01-09|4839.0|0|4839.0|0|110.0|0|0.0|100
0|2022-01-10|4839.0|0|4909.0|0|110.0|0|0.0|100
0|2022-01-11|4991.0|0|4991.0|0|110.0|0|0.0|100
0|2022-01-12|4991.0|0|5006.0|0|110.0|0|0.0|100
0|2022-01-13|4991.0|0|5042.0|0|110.0|0|0.0|100
0|2022-01-14|5118.0|0|5118.0|0|111.0|0|0.0|100
0|2022-01-15|5118.0|0|5118.0|0|111.0|0|0.0|100
0|2022-01-16|5118.0|0|5118.0|0|111.0|0|0.0|100
0|2022-01-17|5118.0|0|0.0|100|111.0|0|0.0|100
