|dates|Decatur_Tennessee_UnitedStates.JHU_ConfirmedCases.data|Decatur_Tennessee_UnitedStates.JHU_ConfirmedCases.missing|Decatur_Tennessee_UnitedStates.NYT_ConfirmedCases.data|Decatur_Tennessee_UnitedStates.NYT_ConfirmedCases.missing|Decatur_Tennessee_UnitedStates.JHU_ConfirmedDeaths.data|Decatur_Tennessee_UnitedStates.JHU_ConfirmedDeaths.missing|Decatur_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.data|Decatur_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|2400.0|0|2400.0|0|44.0|0|0.0|100
0|2021-10-18|2406.0|0|2406.0|0|44.0|0|0.0|100
0|2021-10-19|2409.0|0|2409.0|0|44.0|0|0.0|100
0|2021-10-20|2412.0|0|2412.0|0|44.0|0|0.0|100
0|2021-10-21|2415.0|0|2415.0|0|44.0|0|0.0|100
0|2021-10-22|2419.0|0|2419.0|0|44.0|0|0.0|100
0|2021-10-23|2419.0|0|2419.0|0|44.0|0|0.0|100
0|2021-10-24|2419.0|0|2419.0|0|44.0|0|0.0|100
0|2021-10-25|2419.0|0|2419.0|0|44.0|0|0.0|100
0|2021-10-26|2422.0|0|2422.0|0|44.0|0|0.0|100
0|2021-10-27|2427.0|0|2427.0|0|44.0|0|0.0|100
0|2021-10-28|2429.0|0|2429.0|0|44.0|0|0.0|100
0|2021-10-29|2433.0|0|2433.0|0|44.0|0|0.0|100
0|2021-10-30|2433.0|0|2433.0|0|44.0|0|0.0|100
0|2021-10-31|2433.0|0|2433.0|0|44.0|0|0.0|100
0|2021-11-01|2433.0|0|2433.0|0|44.0|0|0.0|100
0|2021-11-02|2444.0|0|2444.0|0|44.0|0|0.0|100
0|2021-11-03|2445.0|0|2445.0|0|44.0|0|0.0|100
0|2021-11-04|2450.0|0|2450.0|0|44.0|0|0.0|100
0|2021-11-05|2451.0|0|2451.0|0|44.0|0|0.0|100
0|2021-11-06|2451.0|0|2451.0|0|44.0|0|0.0|100
0|2021-11-07|2451.0|0|2451.0|0|44.0|0|0.0|100
0|2021-11-08|2451.0|0|2451.0|0|44.0|0|0.0|100
0|2021-11-09|2456.0|0|2456.0|0|44.0|0|0.0|100
0|2021-11-10|2456.0|0|2459.0|0|44.0|0|0.0|100
0|2021-11-11|2459.0|0|2459.0|0|44.0|0|0.0|100
0|2021-11-12|2459.0|0|2459.0|0|44.0|0|0.0|100
0|2021-11-13|2459.0|0|2459.0|0|44.0|0|0.0|100
0|2021-11-14|2459.0|0|2459.0|0|44.0|0|0.0|100
0|2021-11-15|2461.0|0|2461.0|0|44.0|0|0.0|100
0|2021-11-16|2462.0|0|2462.0|0|44.0|0|0.0|100
0|2021-11-17|2465.0|0|2465.0|0|44.0|0|0.0|100
0|2021-11-18|2466.0|0|2466.0|0|44.0|0|0.0|100
0|2021-11-19|2468.0|0|2468.0|0|44.0|0|0.0|100
0|2021-11-20|2468.0|0|2468.0|0|44.0|0|0.0|100
0|2021-11-21|2468.0|0|2468.0|0|44.0|0|0.0|100
0|2021-11-22|2471.0|0|2471.0|0|44.0|0|0.0|100
0|2021-11-23|2472.0|0|2472.0|0|44.0|0|0.0|100
0|2021-11-24|2472.0|0|2472.0|0|44.0|0|0.0|100
0|2021-11-25|2472.0|0|2472.0|0|44.0|0|0.0|100
0|2021-11-26|2472.0|0|2472.0|0|44.0|0|0.0|100
0|2021-11-27|2472.0|0|2472.0|0|44.0|0|0.0|100
0|2021-11-28|2472.0|0|2472.0|0|44.0|0|0.0|100
0|2021-11-29|2478.0|0|2478.0|0|44.0|0|0.0|100
0|2021-11-30|2480.0|0|2480.0|0|44.0|0|0.0|100
0|2021-12-01|2482.0|0|2482.0|0|44.0|0|0.0|100
0|2021-12-02|2493.0|0|2493.0|0|44.0|0|0.0|100
0|2021-12-03|2496.0|0|2496.0|0|44.0|0|0.0|100
0|2021-12-04|2496.0|0|2496.0|0|44.0|0|0.0|100
0|2021-12-05|2496.0|0|2496.0|0|44.0|0|0.0|100
0|2021-12-06|2505.0|0|2505.0|0|44.0|0|0.0|100
0|2021-12-07|2508.0|0|2508.0|0|44.0|0|0.0|100
0|2021-12-08|2514.0|0|2514.0|0|44.0|0|0.0|100
0|2021-12-09|2514.0|0|2514.0|0|44.0|0|0.0|100
0|2021-12-10|2520.0|0|2520.0|0|44.0|0|0.0|100
0|2021-12-11|2520.0|0|2520.0|0|44.0|0|0.0|100
0|2021-12-12|2520.0|0|2520.0|0|44.0|0|0.0|100
0|2021-12-13|2520.0|0|2520.0|0|44.0|0|0.0|100
0|2021-12-14|2520.0|0|2520.0|0|44.0|0|0.0|100
0|2021-12-15|2521.0|0|2521.0|0|44.0|0|0.0|100
0|2021-12-16|2524.0|0|2524.0|0|44.0|0|0.0|100
0|2021-12-17|2526.0|0|2526.0|0|44.0|0|0.0|100
0|2021-12-18|2526.0|0|2526.0|0|44.0|0|0.0|100
0|2021-12-19|2526.0|0|2526.0|0|44.0|0|0.0|100
0|2021-12-20|2530.0|0|2530.0|0|44.0|0|0.0|100
0|2021-12-21|2531.0|0|2531.0|0|44.0|0|0.0|100
0|2021-12-22|2535.0|0|2535.0|0|45.0|0|0.0|100
0|2021-12-23|2535.0|0|2535.0|0|49.0|0|0.0|100
0|2021-12-24|2535.0|0|2535.0|0|49.0|0|0.0|100
0|2021-12-25|2535.0|0|2535.0|0|49.0|0|0.0|100
0|2021-12-26|2535.0|0|2535.0|0|49.0|0|0.0|100
0|2021-12-27|2544.0|0|2544.0|0|49.0|0|0.0|100
0|2021-12-28|2551.0|0|2551.0|0|49.0|0|0.0|100
0|2021-12-29|2557.0|0|2557.0|0|49.0|0|0.0|100
0|2021-12-30|2567.0|0|2567.0|0|49.0|0|0.0|100
0|2021-12-31|2567.0|0|2567.0|0|49.0|0|0.0|100
0|2022-01-01|2567.0|0|2567.0|0|49.0|0|0.0|100
0|2022-01-02|2567.0|0|2567.0|0|49.0|0|0.0|100
0|2022-01-03|2595.0|0|2595.0|0|49.0|0|0.0|100
0|2022-01-04|2605.0|0|2605.0|0|49.0|0|0.0|100
0|2022-01-05|2605.0|0|2605.0|0|49.0|0|0.0|100
0|2022-01-06|2605.0|0|2605.0|0|49.0|0|0.0|100
0|2022-01-07|2605.0|0|2605.0|0|49.0|0|0.0|100
0|2022-01-08|2605.0|0|2605.0|0|49.0|0|0.0|100
0|2022-01-09|2605.0|0|2605.0|0|49.0|0|0.0|100
0|2022-01-10|2605.0|0|2605.0|0|49.0|0|0.0|100
0|2022-01-11|2605.0|0|2605.0|0|49.0|0|0.0|100
0|2022-01-12|2715.0|0|2715.0|0|49.0|0|0.0|100
0|2022-01-13|2715.0|0|2715.0|0|49.0|0|0.0|100
0|2022-01-14|2715.0|0|2715.0|0|49.0|0|0.0|100
0|2022-01-15|2715.0|0|2715.0|0|49.0|0|0.0|100
0|2022-01-16|2715.0|0|2715.0|0|49.0|0|0.0|100
0|2022-01-17|2715.0|0|0.0|100|49.0|0|0.0|100
