|dates|Hennepin_Minnesota_UnitedStates.NYT_AllCausesDeathsWeekly_Expected_Deaths_AllCauses.data|Hennepin_Minnesota_UnitedStates.NYT_AllCausesDeathsWeekly_Expected_Deaths_AllCauses.missing|Hennepin_Minnesota_UnitedStates.NYT_ConfirmedDeaths.data|Hennepin_Minnesota_UnitedStates.NYT_ConfirmedDeaths.missing|Hennepin_Minnesota_UnitedStates.NYT_AllCausesDeathsWeekly_Excess_Deaths.data|Hennepin_Minnesota_UnitedStates.NYT_AllCausesDeathsWeekly_Excess_Deaths.missing|Hennepin_Minnesota_UnitedStates.NYT_AllCausesDeathsWeekly_Deaths_AllCauses.data|Hennepin_Minnesota_UnitedStates.NYT_AllCausesDeathsWeekly_Deaths_AllCauses.missing
0|2021-10-17|0.0|100|1905.0|0|0.0|100|0.0|100
0|2021-10-18|0.0|100|1909.0|0|0.0|100|0.0|100
0|2021-10-19|0.0|100|1914.0|0|0.0|100|0.0|100
0|2021-10-20|0.0|100|1919.0|0|0.0|100|0.0|100
0|2021-10-21|0.0|100|1923.0|0|0.0|100|0.0|100
0|2021-10-22|0.0|100|1923.0|0|0.0|100|0.0|100
0|2021-10-23|0.0|100|1923.0|0|0.0|100|0.0|100
0|2021-10-24|0.0|100|1923.0|0|0.0|100|0.0|100
0|2021-10-25|0.0|100|1929.0|0|0.0|100|0.0|100
0|2021-10-26|0.0|100|1932.0|0|0.0|100|0.0|100
0|2021-10-27|0.0|100|1935.0|0|0.0|100|0.0|100
0|2021-10-28|0.0|100|1940.0|0|0.0|100|0.0|100
0|2021-10-29|0.0|100|1941.0|0|0.0|100|0.0|100
0|2021-10-30|0.0|100|1941.0|0|0.0|100|0.0|100
0|2021-10-31|0.0|100|1941.0|0|0.0|100|0.0|100
0|2021-11-01|0.0|100|1944.0|0|0.0|100|0.0|100
0|2021-11-02|0.0|100|1948.0|0|0.0|100|0.0|100
0|2021-11-03|0.0|100|1954.0|0|0.0|100|0.0|100
0|2021-11-04|0.0|100|1958.0|0|0.0|100|0.0|100
0|2021-11-05|0.0|100|1964.0|0|0.0|100|0.0|100
0|2021-11-06|0.0|100|1964.0|0|0.0|100|0.0|100
0|2021-11-07|0.0|100|1964.0|0|0.0|100|0.0|100
0|2021-11-08|0.0|100|1968.0|0|0.0|100|0.0|100
0|2021-11-09|0.0|100|1971.0|0|0.0|100|0.0|100
0|2021-11-10|0.0|100|1974.0|0|0.0|100|0.0|100
0|2021-11-11|0.0|100|1977.0|0|0.0|100|0.0|100
0|2021-11-12|0.0|100|1980.0|0|0.0|100|0.0|100
0|2021-11-13|0.0|100|1980.0|0|0.0|100|0.0|100
0|2021-11-14|0.0|100|1980.0|0|0.0|100|0.0|100
0|2021-11-15|0.0|100|1980.0|0|0.0|100|0.0|100
0|2021-11-16|0.0|100|1984.0|0|0.0|100|0.0|100
0|2021-11-17|0.0|100|1989.0|0|0.0|100|0.0|100
0|2021-11-18|0.0|100|1995.0|0|0.0|100|0.0|100
0|2021-11-19|0.0|100|2000.0|0|0.0|100|0.0|100
0|2021-11-20|0.0|100|2000.0|0|0.0|100|0.0|100
0|2021-11-21|0.0|100|2000.0|0|0.0|100|0.0|100
0|2021-11-22|0.0|100|2004.0|0|0.0|100|0.0|100
0|2021-11-23|0.0|100|2008.0|0|0.0|100|0.0|100
0|2021-11-24|0.0|100|2015.0|0|0.0|100|0.0|100
0|2021-11-25|0.0|100|2015.0|0|0.0|100|0.0|100
0|2021-11-26|0.0|100|2017.0|0|0.0|100|0.0|100
0|2021-11-27|0.0|100|2017.0|0|0.0|100|0.0|100
0|2021-11-28|0.0|100|2017.0|0|0.0|100|0.0|100
0|2021-11-29|0.0|100|2023.0|0|0.0|100|0.0|100
0|2021-11-30|0.0|100|2023.0|0|0.0|100|0.0|100
0|2021-12-01|0.0|100|2038.0|0|0.0|100|0.0|100
0|2021-12-02|0.0|100|2046.0|0|0.0|100|0.0|100
0|2021-12-03|0.0|100|2056.0|0|0.0|100|0.0|100
0|2021-12-04|0.0|100|2056.0|0|0.0|100|0.0|100
0|2021-12-05|0.0|100|2056.0|0|0.0|100|0.0|100
0|2021-12-06|0.0|100|2058.0|0|0.0|100|0.0|100
0|2021-12-07|0.0|100|2065.0|0|0.0|100|0.0|100
0|2021-12-08|0.0|100|2073.0|0|0.0|100|0.0|100
0|2021-12-09|0.0|100|2077.0|0|0.0|100|0.0|100
0|2021-12-10|0.0|100|2081.0|0|0.0|100|0.0|100
0|2021-12-11|0.0|100|2081.0|0|0.0|100|0.0|100
0|2021-12-12|0.0|100|2081.0|0|0.0|100|0.0|100
