|dates|Conecuh_Alabama_UnitedStates.JHU_ConfirmedCases.data|Conecuh_Alabama_UnitedStates.JHU_ConfirmedCases.missing|Conecuh_Alabama_UnitedStates.NYT_ConfirmedCases.data|Conecuh_Alabama_UnitedStates.NYT_ConfirmedCases.missing|Conecuh_Alabama_UnitedStates.JHU_ConfirmedDeaths.data|Conecuh_Alabama_UnitedStates.JHU_ConfirmedDeaths.missing|Conecuh_Alabama_UnitedStates.JHU_ConfirmedRecoveries.data|Conecuh_Alabama_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|1856.0|0|1856.0|0|52.0|0|0.0|100
0|2021-10-18|1857.0|0|1857.0|0|52.0|0|0.0|100
0|2021-10-19|1857.0|0|1857.0|0|53.0|0|0.0|100
0|2021-10-20|1857.0|0|1857.0|0|53.0|0|0.0|100
0|2021-10-21|1858.0|0|1858.0|0|53.0|0|0.0|100
0|2021-10-22|1859.0|0|1859.0|0|53.0|0|0.0|100
0|2021-10-23|1861.0|0|1861.0|0|53.0|0|0.0|100
0|2021-10-24|1862.0|0|1862.0|0|53.0|0|0.0|100
0|2021-10-25|1863.0|0|1863.0|0|53.0|0|0.0|100
0|2021-10-26|1866.0|0|1866.0|0|54.0|0|0.0|100
0|2021-10-27|1883.0|0|1883.0|0|54.0|0|0.0|100
0|2021-10-28|1884.0|0|1884.0|0|54.0|0|0.0|100
0|2021-10-29|1886.0|0|1886.0|0|54.0|0|0.0|100
0|2021-10-30|1890.0|0|1890.0|0|57.0|0|0.0|100
0|2021-10-31|1892.0|0|1892.0|0|57.0|0|0.0|100
0|2021-11-01|1892.0|0|1892.0|0|57.0|0|0.0|100
0|2021-11-02|1893.0|0|1893.0|0|59.0|0|0.0|100
0|2021-11-03|1893.0|0|1893.0|0|60.0|0|0.0|100
0|2021-11-04|1892.0|0|1892.0|0|60.0|0|0.0|100
0|2021-11-05|1896.0|0|1896.0|0|60.0|0|0.0|100
0|2021-11-06|1898.0|0|1898.0|0|60.0|0|0.0|100
0|2021-11-07|1899.0|0|1899.0|0|60.0|0|0.0|100
0|2021-11-08|1900.0|0|1900.0|0|60.0|0|0.0|100
0|2021-11-09|1904.0|0|1904.0|0|60.0|0|0.0|100
0|2021-11-10|1904.0|0|1906.0|0|60.0|0|0.0|100
0|2021-11-11|1909.0|0|1909.0|0|60.0|0|0.0|100
0|2021-11-12|1911.0|0|1911.0|0|60.0|0|0.0|100
0|2021-11-13|1912.0|0|1912.0|0|60.0|0|0.0|100
0|2021-11-14|1912.0|0|1912.0|0|60.0|0|0.0|100
0|2021-11-15|1913.0|0|1913.0|0|60.0|0|0.0|100
0|2021-11-16|1914.0|0|1914.0|0|60.0|0|0.0|100
0|2021-11-17|1917.0|0|1917.0|0|61.0|0|0.0|100
0|2021-11-18|1920.0|0|1920.0|0|62.0|0|0.0|100
0|2021-11-19|1921.0|0|1921.0|0|62.0|0|0.0|100
0|2021-11-20|1923.0|0|1923.0|0|62.0|0|0.0|100
0|2021-11-21|1923.0|0|1923.0|0|62.0|0|0.0|100
0|2021-11-22|1924.0|0|1924.0|0|62.0|0|0.0|100
0|2021-11-23|1925.0|0|1925.0|0|62.0|0|0.0|100
0|2021-11-24|1926.0|0|1926.0|0|62.0|0|0.0|100
0|2021-11-25|1927.0|0|1927.0|0|62.0|0|0.0|100
0|2021-11-26|1927.0|0|1927.0|0|62.0|0|0.0|100
0|2021-11-27|1927.0|0|1927.0|0|62.0|0|0.0|100
0|2021-11-28|1928.0|0|1928.0|0|62.0|0|0.0|100
0|2021-11-29|1928.0|0|1928.0|0|62.0|0|0.0|100
0|2021-11-30|1928.0|0|1931.0|0|62.0|0|0.0|100
0|2021-12-01|1931.0|0|1931.0|0|62.0|0|0.0|100
0|2021-12-02|1932.0|0|1932.0|0|62.0|0|0.0|100
0|2021-12-03|1935.0|0|1935.0|0|62.0|0|0.0|100
0|2021-12-04|1935.0|0|1935.0|0|62.0|0|0.0|100
0|2021-12-05|1935.0|0|1935.0|0|62.0|0|0.0|100
0|2021-12-06|1935.0|0|1935.0|0|62.0|0|0.0|100
0|2021-12-07|1939.0|0|1939.0|0|62.0|0|0.0|100
0|2021-12-08|1941.0|0|1941.0|0|62.0|0|0.0|100
0|2021-12-09|1941.0|0|1941.0|0|62.0|0|0.0|100
0|2021-12-10|1942.0|0|1942.0|0|62.0|0|0.0|100
0|2021-12-11|1942.0|0|1942.0|0|62.0|0|0.0|100
0|2021-12-12|1942.0|0|1942.0|0|62.0|0|0.0|100
0|2021-12-13|1942.0|0|1942.0|0|62.0|0|0.0|100
0|2021-12-14|1942.0|0|1945.0|0|62.0|0|0.0|100
0|2021-12-15|1946.0|0|1946.0|0|62.0|0|0.0|100
0|2021-12-16|1947.0|0|1947.0|0|62.0|0|0.0|100
0|2021-12-17|1948.0|0|1948.0|0|62.0|0|0.0|100
0|2021-12-18|1948.0|0|1948.0|0|62.0|0|0.0|100
0|2021-12-19|1948.0|0|1948.0|0|62.0|0|0.0|100
0|2021-12-20|1948.0|0|1948.0|0|62.0|0|0.0|100
0|2021-12-21|1948.0|0|1948.0|0|62.0|0|0.0|100
0|2021-12-22|1948.0|0|1948.0|0|62.0|0|0.0|100
0|2021-12-23|1949.0|0|1949.0|0|62.0|0|0.0|100
0|2021-12-24|1951.0|0|1951.0|0|62.0|0|0.0|100
0|2021-12-25|1953.0|0|1953.0|0|62.0|0|0.0|100
