|dates|Conecuh_Alabama_UnitedStates.JHU_ConfirmedCases.data|Conecuh_Alabama_UnitedStates.JHU_ConfirmedCases.missing|Conecuh_Alabama_UnitedStates.NYT_ConfirmedCases.data|Conecuh_Alabama_UnitedStates.NYT_ConfirmedCases.missing|Conecuh_Alabama_UnitedStates.JHU_ConfirmedDeaths.data|Conecuh_Alabama_UnitedStates.JHU_ConfirmedDeaths.missing|Conecuh_Alabama_UnitedStates.JHU_ConfirmedRecoveries.data|Conecuh_Alabama_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-26|1953.0|0|1953.0|0|62.0|0|0.0|100
0|2021-12-27|1954.0|0|1954.0|0|62.0|0|0.0|100
0|2021-12-28|1960.0|0|1960.0|0|62.0|0|0.0|100
0|2021-12-29|1963.0|0|1963.0|0|62.0|0|0.0|100
0|2021-12-30|1975.0|0|1975.0|0|62.0|0|0.0|100
0|2021-12-31|1983.0|0|1983.0|0|62.0|0|0.0|100
0|2022-01-01|1983.0|0|1983.0|0|62.0|0|0.0|100
0|2022-01-02|1998.0|0|1998.0|0|62.0|0|0.0|100
0|2022-01-03|2007.0|0|2007.0|0|62.0|0|0.0|100
0|2022-01-04|2038.0|0|2038.0|0|62.0|0|0.0|100
0|2022-01-05|2052.0|0|2052.0|0|62.0|0|0.0|100
0|2022-01-06|2115.0|0|2115.0|0|62.0|0|0.0|100
0|2022-01-07|2154.0|0|2154.0|0|62.0|0|0.0|100
0|2022-01-08|2169.0|0|2169.0|0|62.0|0|0.0|100
0|2022-01-09|2195.0|0|2195.0|0|62.0|0|0.0|100
0|2022-01-10|2216.0|0|2216.0|0|62.0|0|0.0|100
0|2022-01-11|2224.0|0|2224.0|0|62.0|0|0.0|100
0|2022-01-12|2246.0|0|2246.0|0|62.0|0|0.0|100
0|2022-01-13|2246.0|0|2246.0|0|62.0|0|0.0|100
0|2022-01-14|2246.0|0|2246.0|0|62.0|0|0.0|100
0|2022-01-15|2246.0|0|2246.0|0|62.0|0|0.0|100
0|2022-01-16|2373.0|0|2373.0|0|63.0|0|0.0|100
0|2022-01-17|2408.0|0|0.0|100|63.0|0|0.0|100
