|dates|Dade_Missouri_UnitedStates.JHU_ConfirmedCases.data|Dade_Missouri_UnitedStates.JHU_ConfirmedCases.missing|Dade_Missouri_UnitedStates.NYT_ConfirmedCases.data|Dade_Missouri_UnitedStates.NYT_ConfirmedCases.missing|Dade_Missouri_UnitedStates.JHU_ConfirmedDeaths.data|Dade_Missouri_UnitedStates.JHU_ConfirmedDeaths.missing|Dade_Missouri_UnitedStates.JHU_ConfirmedRecoveries.data|Dade_Missouri_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-16|954.0|0|954.0|0|38.0|0|0.0|100
0|2021-12-17|957.0|0|957.0|0|38.0|0|0.0|100
0|2021-12-18|960.0|0|960.0|0|38.0|0|0.0|100
0|2021-12-19|961.0|0|961.0|0|38.0|0|0.0|100
0|2021-12-20|962.0|0|962.0|0|38.0|0|0.0|100
0|2021-12-21|968.0|0|968.0|0|38.0|0|0.0|100
0|2021-12-22|970.0|0|970.0|0|38.0|0|0.0|100
0|2021-12-23|988.0|0|988.0|0|38.0|0|0.0|100
0|2021-12-24|988.0|0|988.0|0|38.0|0|0.0|100
0|2021-12-25|988.0|0|988.0|0|38.0|0|0.0|100
0|2021-12-26|988.0|0|988.0|0|38.0|0|0.0|100
0|2021-12-27|995.0|0|995.0|0|38.0|0|0.0|100
0|2021-12-28|996.0|0|996.0|0|38.0|0|0.0|100
0|2021-12-29|1004.0|0|1004.0|0|38.0|0|0.0|100
0|2021-12-30|1005.0|0|1005.0|0|38.0|0|0.0|100
0|2021-12-31|1005.0|0|1005.0|0|38.0|0|0.0|100
0|2022-01-01|1005.0|0|1005.0|0|38.0|0|0.0|100
0|2022-01-02|1005.0|0|1005.0|0|38.0|0|0.0|100
0|2022-01-03|1005.0|0|1018.0|0|38.0|0|0.0|100
0|2022-01-04|1030.0|0|1030.0|0|38.0|0|0.0|100
0|2022-01-05|1036.0|0|1036.0|0|38.0|0|0.0|100
0|2022-01-06|1047.0|0|1047.0|0|38.0|0|0.0|100
0|2022-01-07|1051.0|0|1051.0|0|38.0|0|0.0|100
0|2022-01-08|1059.0|0|1059.0|0|38.0|0|0.0|100
0|2022-01-09|1059.0|0|1059.0|0|38.0|0|0.0|100
0|2022-01-10|1060.0|0|1060.0|0|38.0|0|0.0|100
0|2022-01-11|1072.0|0|1072.0|0|38.0|0|0.0|100
0|2022-01-12|1083.0|0|1083.0|0|38.0|0|0.0|100
0|2022-01-13|1083.0|0|1092.0|0|38.0|0|0.0|100
0|2022-01-14|1101.0|0|1101.0|0|38.0|0|0.0|100
0|2022-01-15|1119.0|0|1119.0|0|38.0|0|0.0|100
0|2022-01-16|1119.0|0|1119.0|0|38.0|0|0.0|100
0|2022-01-17|1119.0|0|0.0|100|38.0|0|0.0|100
