|dates|Benton_Mississippi_UnitedStates.JHU_ConfirmedCases.data|Benton_Mississippi_UnitedStates.JHU_ConfirmedCases.missing|Benton_Mississippi_UnitedStates.NYT_ConfirmedCases.data|Benton_Mississippi_UnitedStates.NYT_ConfirmedCases.missing|Benton_Mississippi_UnitedStates.JHU_ConfirmedDeaths.data|Benton_Mississippi_UnitedStates.JHU_ConfirmedDeaths.missing|Benton_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.data|Benton_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-09|1508.0|0|1508.0|0|39.0|0|0.0|100
0|2021-11-10|1508.0|0|1508.0|0|39.0|0|0.0|100
0|2021-11-11|1508.0|0|1508.0|0|39.0|0|0.0|100
0|2021-11-12|1512.0|0|1512.0|0|39.0|0|0.0|100
0|2021-11-13|1512.0|0|1512.0|0|39.0|0|0.0|100
0|2021-11-14|1512.0|0|1512.0|0|39.0|0|0.0|100
0|2021-11-15|1515.0|0|1515.0|0|39.0|0|0.0|100
0|2021-11-16|1515.0|0|1515.0|0|39.0|0|0.0|100
0|2021-11-17|1514.0|0|1514.0|0|39.0|0|0.0|100
0|2021-11-18|1517.0|0|1517.0|0|39.0|0|0.0|100
0|2021-11-19|1519.0|0|1519.0|0|39.0|0|0.0|100
0|2021-11-20|1519.0|0|1519.0|0|39.0|0|0.0|100
0|2021-11-21|1519.0|0|1519.0|0|39.0|0|0.0|100
0|2021-11-22|1524.0|0|1524.0|0|39.0|0|0.0|100
0|2021-11-23|1525.0|0|1525.0|0|39.0|0|0.0|100
0|2021-11-24|1526.0|0|1526.0|0|39.0|0|0.0|100
0|2021-11-25|1526.0|0|1526.0|0|39.0|0|0.0|100
0|2021-11-26|1526.0|0|1526.0|0|39.0|0|0.0|100
0|2021-11-27|1526.0|0|1526.0|0|39.0|0|0.0|100
0|2021-11-28|1526.0|0|1526.0|0|39.0|0|0.0|100
0|2021-11-29|1529.0|0|1529.0|0|39.0|0|0.0|100
0|2021-11-30|1531.0|0|1531.0|0|39.0|0|0.0|100
0|2021-12-01|1532.0|0|1532.0|0|39.0|0|0.0|100
0|2021-12-02|1532.0|0|1532.0|0|39.0|0|0.0|100
0|2021-12-03|1531.0|0|1531.0|0|39.0|0|0.0|100
0|2021-12-04|1531.0|0|1531.0|0|39.0|0|0.0|100
0|2021-12-05|1531.0|0|1531.0|0|39.0|0|0.0|100
0|2021-12-06|1534.0|0|1534.0|0|39.0|0|0.0|100
0|2021-12-07|1535.0|0|1535.0|0|39.0|0|0.0|100
0|2021-12-08|1536.0|0|1536.0|0|39.0|0|0.0|100
0|2021-12-09|1540.0|0|1540.0|0|39.0|0|0.0|100
0|2021-12-10|1541.0|0|1541.0|0|39.0|0|0.0|100
0|2021-12-11|1541.0|0|1541.0|0|39.0|0|0.0|100
0|2021-12-12|1541.0|0|1541.0|0|39.0|0|0.0|100
0|2021-12-13|1543.0|0|1543.0|0|40.0|0|0.0|100
0|2021-12-14|1543.0|0|1545.0|0|40.0|0|0.0|100
0|2021-12-15|1549.0|0|1549.0|0|40.0|0|0.0|100
0|2021-12-16|1554.0|0|1554.0|0|40.0|0|0.0|100
0|2021-12-17|1556.0|0|1556.0|0|40.0|0|0.0|100
0|2021-12-18|1556.0|0|1556.0|0|40.0|0|0.0|100
0|2021-12-19|1556.0|0|1556.0|0|40.0|0|0.0|100
0|2021-12-20|1564.0|0|1564.0|0|40.0|0|0.0|100
0|2021-12-21|1566.0|0|1566.0|0|40.0|0|0.0|100
0|2021-12-22|1567.0|0|1567.0|0|40.0|0|0.0|100
0|2021-12-23|1567.0|0|1567.0|0|40.0|0|0.0|100
0|2021-12-24|1567.0|0|1567.0|0|40.0|0|0.0|100
0|2021-12-25|1567.0|0|1567.0|0|40.0|0|0.0|100
0|2021-12-26|1567.0|0|1567.0|0|40.0|0|0.0|100
0|2021-12-27|1580.0|0|1580.0|0|40.0|0|0.0|100
0|2021-12-28|1588.0|0|1588.0|0|40.0|0|0.0|100
0|2021-12-29|1594.0|0|1594.0|0|40.0|0|0.0|100
0|2021-12-30|1633.0|0|1633.0|0|40.0|0|0.0|100
0|2021-12-31|1633.0|0|1633.0|0|40.0|0|0.0|100
0|2022-01-01|1633.0|0|1633.0|0|40.0|0|0.0|100
0|2022-01-02|1633.0|0|1633.0|0|40.0|0|0.0|100
0|2022-01-03|1677.0|0|1677.0|0|40.0|0|0.0|100
0|2022-01-04|1691.0|0|1691.0|0|41.0|0|0.0|100
0|2022-01-05|1703.0|0|1703.0|0|41.0|0|0.0|100
0|2022-01-06|1747.0|0|1747.0|0|42.0|0|0.0|100
0|2022-01-07|1753.0|0|1753.0|0|42.0|0|0.0|100
0|2022-01-08|1753.0|0|1753.0|0|42.0|0|0.0|100
0|2022-01-09|1753.0|0|1753.0|0|42.0|0|0.0|100
0|2022-01-10|1753.0|0|1768.0|0|42.0|0|0.0|100
0|2022-01-11|1789.0|0|1789.0|0|42.0|0|0.0|100
0|2022-01-12|1789.0|0|1800.0|0|42.0|0|0.0|100
0|2022-01-13|1789.0|0|1827.0|0|42.0|0|0.0|100
0|2022-01-14|1856.0|0|1856.0|0|42.0|0|0.0|100
0|2022-01-15|1856.0|0|1856.0|0|42.0|0|0.0|100
0|2022-01-16|1856.0|0|1856.0|0|42.0|0|0.0|100
0|2022-01-17|1856.0|0|0.0|100|42.0|0|0.0|100
