|dates|Hinds_Mississippi_UnitedStates.JHU_ConfirmedCases.data|Hinds_Mississippi_UnitedStates.JHU_ConfirmedCases.missing|Hinds_Mississippi_UnitedStates.NYT_ConfirmedCases.data|Hinds_Mississippi_UnitedStates.NYT_ConfirmedCases.missing|Hinds_Mississippi_UnitedStates.JHU_ConfirmedDeaths.data|Hinds_Mississippi_UnitedStates.JHU_ConfirmedDeaths.missing|Hinds_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.data|Hinds_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|31837.0|0|31837.0|0|622.0|0|0.0|100
0|2021-10-18|31878.0|0|31878.0|0|624.0|0|0.0|100
0|2021-10-19|31898.0|0|31898.0|0|625.0|0|0.0|100
0|2021-10-20|31911.0|0|31911.0|0|626.0|0|0.0|100
0|2021-10-21|31924.0|0|31924.0|0|627.0|0|0.0|100
0|2021-10-22|31939.0|0|31939.0|0|628.0|0|0.0|100
0|2021-10-23|31939.0|0|31939.0|0|628.0|0|0.0|100
0|2021-10-24|31939.0|0|31939.0|0|628.0|0|0.0|100
0|2021-10-25|31977.0|0|31977.0|0|631.0|0|0.0|100
0|2021-10-26|32074.0|0|32074.0|0|631.0|0|0.0|100
0|2021-10-27|32087.0|0|32087.0|0|631.0|0|0.0|100
0|2021-10-28|32114.0|0|32114.0|0|632.0|0|0.0|100
0|2021-10-29|32131.0|0|32131.0|0|632.0|0|0.0|100
0|2021-10-30|32131.0|0|32131.0|0|632.0|0|0.0|100
0|2021-10-31|32131.0|0|32131.0|0|632.0|0|0.0|100
0|2021-11-01|32155.0|0|32155.0|0|633.0|0|0.0|100
0|2021-11-02|32171.0|0|32171.0|0|637.0|0|0.0|100
0|2021-11-03|32201.0|0|32201.0|0|637.0|0|0.0|100
0|2021-11-04|32226.0|0|32226.0|0|637.0|0|0.0|100
0|2021-11-05|32255.0|0|32255.0|0|637.0|0|0.0|100
0|2021-11-06|32255.0|0|32255.0|0|637.0|0|0.0|100
0|2021-11-07|32255.0|0|32255.0|0|637.0|0|0.0|100
0|2021-11-08|32293.0|0|32293.0|0|637.0|0|0.0|100
0|2021-11-09|32308.0|0|32308.0|0|638.0|0|0.0|100
0|2021-11-10|32336.0|0|32336.0|0|638.0|0|0.0|100
0|2021-11-11|32336.0|0|32336.0|0|638.0|0|0.0|100
0|2021-11-12|32355.0|0|32355.0|0|638.0|0|0.0|100
0|2021-11-13|32355.0|0|32355.0|0|638.0|0|0.0|100
0|2021-11-14|32355.0|0|32355.0|0|638.0|0|0.0|100
0|2021-11-15|32411.0|0|32411.0|0|639.0|0|0.0|100
0|2021-11-16|32433.0|0|32433.0|0|639.0|0|0.0|100
0|2021-11-17|32454.0|0|32454.0|0|639.0|0|0.0|100
0|2021-11-18|32470.0|0|32470.0|0|639.0|0|0.0|100
0|2021-11-19|32489.0|0|32489.0|0|639.0|0|0.0|100
0|2021-11-20|32489.0|0|32489.0|0|639.0|0|0.0|100
0|2021-11-21|32489.0|0|32489.0|0|639.0|0|0.0|100
0|2021-11-22|32527.0|0|32527.0|0|639.0|0|0.0|100
0|2021-11-23|32537.0|0|32537.0|0|639.0|0|0.0|100
0|2021-11-24|32556.0|0|32556.0|0|641.0|0|0.0|100
0|2021-11-25|32556.0|0|32556.0|0|641.0|0|0.0|100
0|2021-11-26|32556.0|0|32556.0|0|641.0|0|0.0|100
0|2021-11-27|32556.0|0|32556.0|0|641.0|0|0.0|100
0|2021-11-28|32556.0|0|32556.0|0|641.0|0|0.0|100
0|2021-11-29|32638.0|0|32638.0|0|641.0|0|0.0|100
0|2021-11-30|32652.0|0|32652.0|0|642.0|0|0.0|100
0|2021-12-01|32678.0|0|32678.0|0|643.0|0|0.0|100
0|2021-12-02|32718.0|0|32718.0|0|643.0|0|0.0|100
0|2021-12-03|32743.0|0|32743.0|0|643.0|0|0.0|100
0|2021-12-04|32743.0|0|32743.0|0|643.0|0|0.0|100
0|2021-12-05|32743.0|0|32743.0|0|643.0|0|0.0|100
0|2021-12-06|32797.0|0|32797.0|0|643.0|0|0.0|100
0|2021-12-07|32826.0|0|32826.0|0|644.0|0|0.0|100
0|2021-12-08|32859.0|0|32859.0|0|645.0|0|0.0|100
0|2021-12-09|32918.0|0|32918.0|0|646.0|0|0.0|100
0|2021-12-10|32943.0|0|32943.0|0|646.0|0|0.0|100
0|2021-12-11|32943.0|0|32943.0|0|646.0|0|0.0|100
0|2021-12-12|32943.0|0|32943.0|0|646.0|0|0.0|100
0|2021-12-13|32998.0|0|32998.0|0|647.0|0|0.0|100
0|2021-12-14|32998.0|0|33007.0|0|647.0|0|0.0|100
0|2021-12-15|33044.0|0|33044.0|0|649.0|0|0.0|100
0|2021-12-16|33100.0|0|33100.0|0|649.0|0|0.0|100
0|2021-12-17|33208.0|0|33208.0|0|649.0|0|0.0|100
0|2021-12-18|33208.0|0|33208.0|0|649.0|0|0.0|100
0|2021-12-19|33208.0|0|33208.0|0|649.0|0|0.0|100
0|2021-12-20|33421.0|0|33421.0|0|649.0|0|0.0|100
0|2021-12-21|33488.0|0|33488.0|0|651.0|0|0.0|100
0|2021-12-22|33686.0|0|33686.0|0|652.0|0|0.0|100
0|2021-12-23|33686.0|0|33686.0|0|652.0|0|0.0|100
0|2021-12-24|33686.0|0|33686.0|0|652.0|0|0.0|100
0|2021-12-25|33686.0|0|33686.0|0|652.0|0|0.0|100
0|2021-12-26|33686.0|0|33686.0|0|652.0|0|0.0|100
0|2021-12-27|34832.0|0|34832.0|0|653.0|0|0.0|100
0|2021-12-28|35081.0|0|35081.0|0|654.0|0|0.0|100
0|2021-12-29|35615.0|0|35615.0|0|654.0|0|0.0|100
0|2021-12-30|36307.0|0|36307.0|0|654.0|0|0.0|100
0|2021-12-31|36307.0|0|36307.0|0|654.0|0|0.0|100
0|2022-01-01|36307.0|0|36307.0|0|654.0|0|0.0|100
0|2022-01-02|36307.0|0|36307.0|0|654.0|0|0.0|100
0|2022-01-03|39015.0|0|39015.0|0|654.0|0|0.0|100
0|2022-01-04|39306.0|0|39306.0|0|656.0|0|0.0|100
0|2022-01-05|39829.0|0|39829.0|0|656.0|0|0.0|100
0|2022-01-06|40368.0|0|40368.0|0|657.0|0|0.0|100
0|2022-01-07|40899.0|0|40899.0|0|658.0|0|0.0|100
0|2022-01-08|40899.0|0|40899.0|0|658.0|0|0.0|100
0|2022-01-09|40899.0|0|40899.0|0|658.0|0|0.0|100
0|2022-01-10|40899.0|0|41768.0|0|658.0|0|0.0|100
0|2022-01-11|42974.0|0|42974.0|0|660.0|0|0.0|100
0|2022-01-12|42974.0|0|43239.0|0|660.0|0|0.0|100
0|2022-01-13|42974.0|0|43895.0|0|660.0|0|0.0|100
0|2022-01-14|44333.0|0|44333.0|0|665.0|0|0.0|100
0|2022-01-15|44333.0|0|44333.0|0|665.0|0|0.0|100
0|2022-01-16|44333.0|0|44333.0|0|665.0|0|0.0|100
0|2022-01-17|44333.0|0|0.0|100|665.0|0|0.0|100
