|dates|Freestone_Texas_UnitedStates.JHU_ConfirmedCases.data|Freestone_Texas_UnitedStates.JHU_ConfirmedCases.missing|Freestone_Texas_UnitedStates.NYT_ConfirmedCases.data|Freestone_Texas_UnitedStates.NYT_ConfirmedCases.missing|Freestone_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Freestone_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Freestone_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Freestone_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-13|2768.0|0|2768.0|0|69.0|0|0.0|100
0|2021-11-14|2768.0|0|2768.0|0|70.0|0|0.0|100
0|2021-11-15|2768.0|0|2768.0|0|70.0|0|0.0|100
0|2021-11-16|2772.0|0|2772.0|0|70.0|0|0.0|100
0|2021-11-17|2776.0|0|2776.0|0|71.0|0|0.0|100
0|2021-11-18|2778.0|0|2778.0|0|71.0|0|0.0|100
0|2021-11-19|2778.0|0|2778.0|0|71.0|0|0.0|100
0|2021-11-20|2779.0|0|2779.0|0|71.0|0|0.0|100
0|2021-11-21|2779.0|0|2779.0|0|71.0|0|0.0|100
0|2021-11-22|2779.0|0|2779.0|0|71.0|0|0.0|100
0|2021-11-23|2779.0|0|2779.0|0|71.0|0|0.0|100
0|2021-11-24|2782.0|0|2782.0|0|72.0|0|0.0|100
0|2021-11-25|2782.0|0|2782.0|0|72.0|0|0.0|100
0|2021-11-26|2782.0|0|2782.0|0|72.0|0|0.0|100
0|2021-11-27|2782.0|0|2782.0|0|72.0|0|0.0|100
0|2021-11-28|2782.0|0|2782.0|0|72.0|0|0.0|100
0|2021-11-29|2783.0|0|2783.0|0|72.0|0|0.0|100
0|2021-11-30|2783.0|0|2783.0|0|73.0|0|0.0|100
0|2021-12-01|2784.0|0|2784.0|0|73.0|0|0.0|100
0|2021-12-02|2785.0|0|2785.0|0|73.0|0|0.0|100
0|2021-12-03|2786.0|0|2786.0|0|73.0|0|0.0|100
0|2021-12-04|2786.0|0|2786.0|0|73.0|0|0.0|100
0|2021-12-05|2786.0|0|2787.0|0|73.0|0|0.0|100
0|2021-12-06|2788.0|0|2788.0|0|73.0|0|0.0|100
0|2021-12-07|2791.0|0|2791.0|0|73.0|0|0.0|100
0|2021-12-08|2791.0|0|2791.0|0|73.0|0|0.0|100
0|2021-12-09|2792.0|0|2792.0|0|73.0|0|0.0|100
0|2021-12-10|2798.0|0|2798.0|0|73.0|0|0.0|100
0|2021-12-11|2803.0|0|2803.0|0|73.0|0|0.0|100
0|2021-12-12|2804.0|0|2804.0|0|73.0|0|0.0|100
0|2021-12-13|2805.0|0|2805.0|0|73.0|0|0.0|100
0|2021-12-14|2805.0|0|2806.0|0|73.0|0|0.0|100
0|2021-12-15|2807.0|0|2807.0|0|73.0|0|0.0|100
0|2021-12-16|2807.0|0|2807.0|0|73.0|0|0.0|100
0|2021-12-17|2808.0|0|2808.0|0|73.0|0|0.0|100
0|2021-12-18|2810.0|0|2810.0|0|73.0|0|0.0|100
0|2021-12-19|2810.0|0|2810.0|0|73.0|0|0.0|100
0|2021-12-20|2811.0|0|2811.0|0|73.0|0|0.0|100
0|2021-12-21|2814.0|0|2814.0|0|73.0|0|0.0|100
0|2021-12-22|2816.0|0|2816.0|0|73.0|0|0.0|100
0|2021-12-23|2820.0|0|2820.0|0|73.0|0|0.0|100
0|2021-12-24|2820.0|0|2820.0|0|73.0|0|0.0|100
0|2021-12-25|2820.0|0|2820.0|0|73.0|0|0.0|100
0|2021-12-26|2820.0|0|2820.0|0|73.0|0|0.0|100
0|2021-12-27|2834.0|0|2834.0|0|73.0|0|0.0|100
0|2021-12-28|2837.0|0|2837.0|0|73.0|0|0.0|100
0|2021-12-29|2842.0|0|2842.0|0|73.0|0|0.0|100
0|2021-12-30|2846.0|0|2846.0|0|73.0|0|0.0|100
0|2021-12-31|2846.0|0|2846.0|0|73.0|0|0.0|100
0|2022-01-01|2846.0|0|2846.0|0|73.0|0|0.0|100
0|2022-01-02|2846.0|0|2846.0|0|73.0|0|0.0|100
0|2022-01-03|2915.0|0|2915.0|0|74.0|0|0.0|100
0|2022-01-04|2936.0|0|2936.0|0|74.0|0|0.0|100
0|2022-01-05|2953.0|0|2953.0|0|74.0|0|0.0|100
0|2022-01-06|2967.0|0|2967.0|0|74.0|0|0.0|100
0|2022-01-07|2967.0|0|2982.0|0|75.0|0|0.0|100
0|2022-01-08|2992.0|0|2992.0|0|75.0|0|0.0|100
0|2022-01-09|3003.0|0|3003.0|0|75.0|0|0.0|100
0|2022-01-10|3036.0|0|3036.0|0|75.0|0|0.0|100
0|2022-01-11|3056.0|0|3056.0|0|75.0|0|0.0|100
0|2022-01-12|3082.0|0|3082.0|0|75.0|0|0.0|100
0|2022-01-13|3082.0|0|3110.0|0|75.0|0|0.0|100
0|2022-01-14|3110.0|0|3379.0|0|75.0|0|0.0|100
0|2022-01-15|3399.0|0|3399.0|0|76.0|0|0.0|100
0|2022-01-16|3414.0|0|3414.0|0|76.0|0|0.0|100
0|2022-01-17|3432.0|0|0.0|100|76.0|0|0.0|100
