|dates|Union_Georgia_UnitedStates.JHU_ConfirmedCases.data|Union_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Union_Georgia_UnitedStates.NYT_ConfirmedCases.data|Union_Georgia_UnitedStates.NYT_ConfirmedCases.missing|Union_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Union_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Union_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Union_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|3495.0|0|3510.0|0|120.0|0|0.0|100
0|2021-10-18|3500.0|0|3514.0|0|120.0|0|0.0|100
0|2021-10-19|3501.0|0|3515.0|0|120.0|0|0.0|100
0|2021-10-20|3509.0|0|3523.0|0|122.0|0|0.0|100
0|2021-10-21|3513.0|0|3527.0|0|122.0|0|0.0|100
0|2021-10-22|3518.0|0|3532.0|0|122.0|0|0.0|100
0|2021-10-23|3518.0|0|3532.0|0|122.0|0|0.0|100
0|2021-10-24|3518.0|0|3532.0|0|122.0|0|0.0|100
0|2021-10-25|3523.0|0|3538.0|0|123.0|0|0.0|100
0|2021-10-26|3522.0|0|3537.0|0|123.0|0|0.0|100
0|2021-10-27|3522.0|0|3537.0|0|123.0|0|0.0|100
0|2021-10-28|3522.0|0|3537.0|0|124.0|0|0.0|100
0|2021-10-29|3522.0|0|3537.0|0|124.0|0|0.0|100
0|2021-10-30|3522.0|0|3537.0|0|124.0|0|0.0|100
0|2021-10-31|3522.0|0|3537.0|0|124.0|0|0.0|100
0|2021-11-01|3524.0|0|3539.0|0|126.0|0|0.0|100
0|2021-11-02|3528.0|0|3543.0|0|126.0|0|0.0|100
0|2021-11-03|3529.0|0|3544.0|0|127.0|0|0.0|100
0|2021-11-04|3531.0|0|3546.0|0|127.0|0|0.0|100
0|2021-11-05|3539.0|0|3554.0|0|127.0|0|0.0|100
0|2021-11-06|3539.0|0|3554.0|0|127.0|0|0.0|100
0|2021-11-07|3539.0|0|3554.0|0|127.0|0|0.0|100
0|2021-11-08|3539.0|0|3555.0|0|127.0|0|0.0|100
0|2021-11-09|3548.0|0|3564.0|0|128.0|0|0.0|100
0|2021-11-10|3548.0|0|3565.0|0|128.0|0|0.0|100
0|2021-11-11|3549.0|0|3565.0|0|129.0|0|0.0|100
0|2021-11-12|3555.0|0|3571.0|0|129.0|0|0.0|100
0|2021-11-13|3555.0|0|3571.0|0|129.0|0|0.0|100
0|2021-11-14|3555.0|0|3571.0|0|129.0|0|0.0|100
0|2021-11-15|3555.0|0|3571.0|0|129.0|0|0.0|100
0|2021-11-16|3558.0|0|3574.0|0|129.0|0|0.0|100
0|2021-11-17|3561.0|0|3577.0|0|129.0|0|0.0|100
0|2021-11-18|3561.0|0|3577.0|0|129.0|0|0.0|100
0|2021-11-19|3564.0|0|3580.0|0|129.0|0|0.0|100
0|2021-11-20|3564.0|0|3580.0|0|129.0|0|0.0|100
0|2021-11-21|3564.0|0|3580.0|0|129.0|0|0.0|100
0|2021-11-22|3565.0|0|3581.0|0|129.0|0|0.0|100
0|2021-11-23|3573.0|0|3589.0|0|129.0|0|0.0|100
0|2021-11-24|3577.0|0|3593.0|0|129.0|0|0.0|100
0|2021-11-25|3577.0|0|3593.0|0|129.0|0|0.0|100
0|2021-11-26|3577.0|0|3593.0|0|129.0|0|0.0|100
0|2021-11-27|3577.0|0|3593.0|0|129.0|0|0.0|100
0|2021-11-28|3577.0|0|3593.0|0|129.0|0|0.0|100
0|2021-11-29|3586.0|0|3602.0|0|129.0|0|0.0|100
0|2021-11-30|3588.0|0|3603.0|0|129.0|0|0.0|100
0|2021-12-01|3596.0|0|3611.0|0|129.0|0|0.0|100
0|2021-12-02|3596.0|0|3618.0|0|129.0|0|0.0|100
0|2021-12-03|3607.0|0|3622.0|0|130.0|0|0.0|100
0|2021-12-04|3607.0|0|3622.0|0|130.0|0|0.0|100
0|2021-12-05|3607.0|0|3622.0|0|130.0|0|0.0|100
0|2021-12-06|3618.0|0|3633.0|0|130.0|0|0.0|100
0|2021-12-07|3623.0|0|3638.0|0|130.0|0|0.0|100
0|2021-12-08|3635.0|0|3650.0|0|130.0|0|0.0|100
0|2021-12-09|3638.0|0|3653.0|0|130.0|0|0.0|100
0|2021-12-10|3641.0|0|3656.0|0|130.0|0|0.0|100
0|2021-12-11|3641.0|0|3656.0|0|130.0|0|0.0|100
0|2021-12-12|3641.0|0|3656.0|0|130.0|0|0.0|100
0|2021-12-13|3664.0|0|3679.0|0|130.0|0|0.0|100
0|2021-12-14|3664.0|0|3683.0|0|130.0|0|0.0|100
0|2021-12-15|3669.0|0|3684.0|0|130.0|0|0.0|100
0|2021-12-16|3677.0|0|3692.0|0|130.0|0|0.0|100
0|2021-12-17|3681.0|0|3696.0|0|130.0|0|0.0|100
0|2021-12-18|3681.0|0|3696.0|0|130.0|0|0.0|100
0|2021-12-19|3681.0|0|3696.0|0|130.0|0|0.0|100
0|2021-12-20|3703.0|0|3718.0|0|130.0|0|0.0|100
0|2021-12-21|3703.0|0|3718.0|0|131.0|0|0.0|100
0|2021-12-22|3708.0|0|3723.0|0|131.0|0|0.0|100
0|2021-12-23|3716.0|0|3731.0|0|131.0|0|0.0|100
0|2021-12-24|3725.0|0|3740.0|0|131.0|0|0.0|100
0|2021-12-25|3725.0|0|3740.0|0|131.0|0|0.0|100
0|2021-12-26|3725.0|0|3740.0|0|131.0|0|0.0|100
0|2021-12-27|3745.0|0|3761.0|0|131.0|0|0.0|100
0|2021-12-28|3750.0|0|3766.0|0|132.0|0|0.0|100
0|2021-12-29|3753.0|0|3769.0|0|132.0|0|0.0|100
0|2021-12-30|3768.0|0|3784.0|0|132.0|0|0.0|100
0|2021-12-31|3781.0|0|3797.0|0|132.0|0|0.0|100
0|2022-01-01|3781.0|0|3797.0|0|132.0|0|0.0|100
0|2022-01-02|3781.0|0|3797.0|0|132.0|0|0.0|100
0|2022-01-03|3781.0|0|3797.0|0|132.0|0|0.0|100
0|2022-01-04|3829.0|0|3845.0|0|132.0|0|0.0|100
0|2022-01-05|3858.0|0|3874.0|0|132.0|0|0.0|100
0|2022-01-06|3858.0|0|3874.0|0|132.0|0|0.0|100
0|2022-01-07|3858.0|0|3874.0|0|132.0|0|0.0|100
0|2022-01-08|3858.0|0|3874.0|0|132.0|0|0.0|100
0|2022-01-09|3858.0|0|3874.0|0|132.0|0|0.0|100
0|2022-01-10|3930.0|0|3947.0|0|132.0|0|0.0|100
0|2022-01-11|3959.0|0|3976.0|0|132.0|0|0.0|100
0|2022-01-12|3990.0|0|4007.0|0|133.0|0|0.0|100
0|2022-01-13|3990.0|0|4053.0|0|133.0|0|0.0|100
0|2022-01-14|4055.0|0|4072.0|0|133.0|0|0.0|100
0|2022-01-15|4055.0|0|4072.0|0|133.0|0|0.0|100
0|2022-01-16|4055.0|0|4072.0|0|133.0|0|0.0|100
0|2022-01-17|4099.0|0|0.0|100|133.0|0|0.0|100
