|dates|Pittsylvania_Virginia_UnitedStates.BLS_EmployedPopulation.data|Pittsylvania_Virginia_UnitedStates.BLS_EmployedPopulation.missing|Pittsylvania_Virginia_UnitedStates.BLS_UnemployedPopulation.data|Pittsylvania_Virginia_UnitedStates.BLS_UnemployedPopulation.missing|Pittsylvania_Virginia_UnitedStates.BLS_UnemploymentRate.data|Pittsylvania_Virginia_UnitedStates.BLS_UnemploymentRate.missing|Pittsylvania_Virginia_UnitedStates.BLS_LaborForcePopulation.data|Pittsylvania_Virginia_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-10-17|28463.0|0|1206.0|0|4.064848832114328|0|29669.0|0
0|2021-10-18|28463.0|0|1206.0|0|4.064848832114328|0|29669.0|0
0|2021-10-19|28463.0|0|1206.0|0|4.064848832114328|0|29669.0|0
0|2021-10-20|28463.0|0|1206.0|0|4.064848832114328|0|29669.0|0
0|2021-10-21|28463.0|0|1206.0|0|4.064848832114328|0|29669.0|0
0|2021-10-22|28463.0|0|1206.0|0|4.064848832114328|0|29669.0|0
0|2021-10-23|28463.0|0|1206.0|0|4.064848832114328|0|29669.0|0
0|2021-10-24|28463.0|0|1206.0|0|4.064848832114328|0|29669.0|0
0|2021-10-25|28463.0|0|1206.0|0|4.064848832114328|0|29669.0|0
0|2021-10-26|28463.0|0|1206.0|0|4.064848832114328|0|29669.0|0
0|2021-10-27|28463.0|0|1206.0|0|4.064848832114328|0|29669.0|0
0|2021-10-28|28463.0|0|1206.0|0|4.064848832114328|0|29669.0|0
0|2021-10-29|28463.0|0|1206.0|0|4.064848832114328|0|29669.0|0
0|2021-10-30|28463.0|0|1206.0|0|4.064848832114328|0|29669.0|0
0|2021-10-31|28463.0|0|1206.0|0|4.064848832114328|0|29669.0|0
0|2021-11-01|28463.0|0|1206.0|0|4.064848832114328|0|29669.0|0
0|2021-11-02|28463.0|0|1206.0|0|4.064848832114328|0|29669.0|0
0|2021-11-03|28463.0|0|1206.0|0|4.064848832114328|0|29669.0|0
0|2021-11-04|28463.0|0|1206.0|0|4.064848832114328|0|29669.0|0
0|2021-11-05|28463.0|0|1206.0|0|4.064848832114328|0|29669.0|0
0|2021-11-06|28463.0|0|1206.0|0|4.064848832114328|0|29669.0|0
0|2021-11-07|28463.0|0|1206.0|0|4.064848832114328|0|29669.0|0
0|2021-11-08|28463.0|0|1206.0|0|4.064848832114328|0|29669.0|0
0|2021-11-09|28463.0|0|1206.0|0|4.064848832114328|0|29669.0|0
0|2021-11-10|28463.0|0|1206.0|0|4.064848832114328|0|29669.0|0
0|2021-11-11|28463.0|0|1206.0|0|4.064848832114328|0|29669.0|0
0|2021-11-12|28463.0|0|1206.0|0|4.064848832114328|0|29669.0|0
0|2021-11-13|28463.0|0|1206.0|0|4.064848832114328|0|29669.0|0
0|2021-11-14|28463.0|0|1206.0|0|4.064848832114328|0|29669.0|0
0|2021-11-15|28463.0|0|1206.0|0|4.064848832114328|0|29669.0|0
0|2021-11-16|28463.0|0|1206.0|0|4.064848832114328|0|29669.0|0
0|2021-11-17|28463.0|0|1206.0|0|4.064848832114328|0|29669.0|0
0|2021-11-18|28463.0|0|1206.0|0|4.064848832114328|0|29669.0|0
0|2021-11-19|28463.0|0|1206.0|0|4.064848832114328|0|29669.0|0
0|2021-11-20|28463.0|0|1206.0|0|4.064848832114328|0|29669.0|0
0|2021-11-21|28463.0|0|1206.0|0|4.064848832114328|0|29669.0|0
0|2021-11-22|28463.0|0|1206.0|0|4.064848832114328|0|29669.0|0
0|2021-11-23|28463.0|0|1206.0|0|4.064848832114328|0|29669.0|0
0|2021-11-24|28463.0|0|1206.0|0|4.064848832114328|0|29669.0|0
0|2021-11-25|28463.0|0|1206.0|0|4.064848832114328|0|29669.0|0
0|2021-11-26|28463.0|0|1206.0|0|4.064848832114328|0|29669.0|0
0|2021-11-27|28463.0|0|1206.0|0|4.064848832114328|0|29669.0|0
0|2021-11-28|28463.0|0|1206.0|0|4.064848832114328|0|29669.0|0
0|2021-11-29|28463.0|0|1206.0|0|4.064848832114328|0|29669.0|0
0|2021-11-30|28463.0|0|1206.0|0|4.064848832114328|0|29669.0|0
0|2021-12-01|28463.0|0|1206.0|0|4.064848832114328|0|29669.0|0
0|2021-12-02|28463.0|0|1206.0|0|4.064848832114328|0|29669.0|0
0|2021-12-03|28463.0|0|1206.0|0|4.064848832114328|0|29669.0|0
0|2021-12-04|28463.0|0|1206.0|0|4.064848832114328|0|29669.0|0
0|2021-12-05|28463.0|0|1206.0|0|4.064848832114328|0|29669.0|0
0|2021-12-06|28463.0|0|1206.0|0|4.064848832114328|0|29669.0|0
0|2021-12-07|28463.0|0|1206.0|0|4.064848832114328|0|29669.0|0
0|2021-12-08|28463.0|0|1206.0|0|4.064848832114328|0|29669.0|0
0|2021-12-09|28463.0|0|1206.0|0|4.064848832114328|0|29669.0|0
0|2021-12-10|28463.0|0|1206.0|0|4.064848832114328|0|29669.0|0
0|2021-12-11|28463.0|0|1206.0|0|4.064848832114328|0|29669.0|0
0|2021-12-12|28463.0|0|1206.0|0|4.064848832114328|0|29669.0|0
