|dates|Pittsylvania_Virginia_UnitedStates.BLS_EmployedPopulation.data|Pittsylvania_Virginia_UnitedStates.BLS_EmployedPopulation.missing|Pittsylvania_Virginia_UnitedStates.BLS_UnemployedPopulation.data|Pittsylvania_Virginia_UnitedStates.BLS_UnemployedPopulation.missing|Pittsylvania_Virginia_UnitedStates.BLS_UnemploymentRate.data|Pittsylvania_Virginia_UnitedStates.BLS_UnemploymentRate.missing|Pittsylvania_Virginia_UnitedStates.BLS_LaborForcePopulation.data|Pittsylvania_Virginia_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-12-13|28463.0|0|1206.0|0|4.064848832114328|0|29669.0|0
0|2021-12-14|28463.0|0|1206.0|0|4.064848832114328|0|29669.0|0
0|2021-12-15|28463.0|0|1206.0|0|4.064848832114328|0|29669.0|0
0|2021-12-16|28463.0|0|1206.0|0|4.064848832114328|0|29669.0|0
0|2021-12-17|28463.0|0|1206.0|0|4.064848832114328|0|29669.0|0
0|2021-12-18|28463.0|0|1206.0|0|4.064848832114328|0|29669.0|0
0|2021-12-19|28463.0|0|1206.0|0|4.064848832114328|0|29669.0|0
0|2021-12-20|28463.0|0|1206.0|0|4.064848832114328|0|29669.0|0
0|2021-12-21|28463.0|0|1206.0|0|4.064848832114328|0|29669.0|0
0|2021-12-22|28463.0|0|1206.0|0|4.064848832114328|0|29669.0|0
0|2021-12-23|28463.0|0|1206.0|0|4.064848832114328|0|29669.0|0
0|2021-12-24|28463.0|0|1206.0|0|4.064848832114328|0|29669.0|0
0|2021-12-25|28463.0|0|1206.0|0|4.064848832114328|0|29669.0|0
0|2021-12-26|28463.0|0|1206.0|0|4.064848832114328|0|29669.0|0
0|2021-12-27|28463.0|0|1206.0|0|4.064848832114328|0|29669.0|0
0|2021-12-28|28463.0|0|1206.0|0|4.064848832114328|0|29669.0|0
0|2021-12-29|28463.0|0|1206.0|0|4.064848832114328|0|29669.0|0
0|2021-12-30|28463.0|0|1206.0|0|4.064848832114328|0|29669.0|0
0|2021-12-31|28463.0|0|1206.0|0|4.064848832114328|0|29669.0|0
0|2022-01-01|28463.0|0|1206.0|0|4.064848832114328|0|29669.0|0
0|2022-01-02|28463.0|0|1206.0|0|4.064848832114328|0|29669.0|0
0|2022-01-03|28463.0|0|1206.0|0|4.064848832114328|0|29669.0|0
0|2022-01-04|28463.0|0|1206.0|0|4.064848832114328|0|29669.0|0
0|2022-01-05|28463.0|0|1206.0|0|4.064848832114328|0|29669.0|0
0|2022-01-06|28463.0|0|1206.0|0|4.064848832114328|0|29669.0|0
0|2022-01-07|28463.0|0|1206.0|0|4.064848832114328|0|29669.0|0
0|2022-01-08|28463.0|0|1206.0|0|4.064848832114328|0|29669.0|0
0|2022-01-09|28463.0|0|1206.0|0|4.064848832114328|0|29669.0|0
0|2022-01-10|28463.0|0|1206.0|0|4.064848832114328|0|29669.0|0
0|2022-01-11|28463.0|0|1206.0|0|4.064848832114328|0|29669.0|0
0|2022-01-12|28463.0|0|1206.0|0|4.064848832114328|0|29669.0|0
0|2022-01-13|28463.0|0|1206.0|0|4.064848832114328|0|29669.0|0
0|2022-01-14|28463.0|0|1206.0|0|4.064848832114328|0|29669.0|0
0|2022-01-15|28463.0|0|1206.0|0|4.064848832114328|0|29669.0|0
0|2022-01-16|28463.0|0|1206.0|0|4.064848832114328|0|29669.0|0
0|2022-01-17|28463.0|0|1206.0|0|4.064848832114328|0|29669.0|0
