|dates|York_Nebraska_UnitedStates.JHU_ConfirmedCases.data|York_Nebraska_UnitedStates.JHU_ConfirmedCases.missing|York_Nebraska_UnitedStates.NYT_ConfirmedCases.data|York_Nebraska_UnitedStates.NYT_ConfirmedCases.missing|York_Nebraska_UnitedStates.JHU_ConfirmedDeaths.data|York_Nebraska_UnitedStates.JHU_ConfirmedDeaths.missing|York_Nebraska_UnitedStates.JHU_ConfirmedRecoveries.data|York_Nebraska_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|2303.0|0|2303.0|0|11.0|0|0.0|100
0|2021-10-18|2312.0|0|2312.0|0|11.0|0|0.0|100
0|2021-10-19|2319.0|0|2319.0|0|11.0|0|0.0|100
0|2021-10-20|2319.0|0|2319.0|0|11.0|0|0.0|100
0|2021-10-21|2325.0|0|2325.0|0|11.0|0|0.0|100
0|2021-10-22|2325.0|0|2325.0|0|11.0|0|0.0|100
0|2021-10-23|2325.0|0|2325.0|0|11.0|0|0.0|100
0|2021-10-24|2325.0|0|2325.0|0|11.0|0|0.0|100
0|2021-10-25|2325.0|0|2325.0|0|11.0|0|0.0|100
0|2021-10-26|2325.0|0|2325.0|0|11.0|0|0.0|100
0|2021-10-27|2341.0|0|2341.0|0|11.0|0|0.0|100
0|2021-10-28|2341.0|0|2341.0|0|11.0|0|0.0|100
0|2021-10-29|2341.0|0|2344.0|0|11.0|0|0.0|100
0|2021-10-30|2341.0|0|2344.0|0|11.0|0|0.0|100
0|2021-10-31|2341.0|0|2344.0|0|11.0|0|0.0|100
0|2021-11-01|2341.0|0|2349.0|0|11.0|0|0.0|100
0|2021-11-02|2341.0|0|2349.0|0|11.0|0|0.0|100
0|2021-11-03|2364.0|0|2364.0|0|11.0|0|0.0|100
0|2021-11-04|2364.0|0|2364.0|0|11.0|0|0.0|100
0|2021-11-05|2364.0|0|2364.0|0|11.0|0|0.0|100
0|2021-11-06|2364.0|0|2364.0|0|11.0|0|0.0|100
0|2021-11-07|2364.0|0|2364.0|0|11.0|0|0.0|100
0|2021-11-08|2379.0|0|2379.0|0|11.0|0|0.0|100
0|2021-11-09|2382.0|0|2382.0|0|11.0|0|0.0|100
0|2021-11-10|2382.0|0|2386.0|0|11.0|0|0.0|100
0|2021-11-11|2391.0|0|2391.0|0|11.0|0|0.0|100
0|2021-11-12|2402.0|0|2402.0|0|11.0|0|0.0|100
0|2021-11-13|2402.0|0|2402.0|0|11.0|0|0.0|100
0|2021-11-14|2402.0|0|2402.0|0|11.0|0|0.0|100
0|2021-11-15|2412.0|0|2412.0|0|11.0|0|0.0|100
0|2021-11-16|2426.0|0|2426.0|0|11.0|0|0.0|100
0|2021-11-17|2438.0|0|2438.0|0|11.0|0|0.0|100
0|2021-11-18|2457.0|0|2457.0|0|11.0|0|0.0|100
0|2021-11-19|2460.0|0|2460.0|0|11.0|0|0.0|100
0|2021-11-20|2460.0|0|2460.0|0|11.0|0|0.0|100
0|2021-11-21|2460.0|0|2460.0|0|11.0|0|0.0|100
0|2021-11-22|2472.0|0|2472.0|0|11.0|0|0.0|100
0|2021-11-23|2481.0|0|2481.0|0|11.0|0|0.0|100
0|2021-11-24|2487.0|0|2487.0|0|11.0|0|0.0|100
0|2021-11-25|2487.0|0|2487.0|0|11.0|0|0.0|100
0|2021-11-26|2487.0|0|2487.0|0|11.0|0|0.0|100
0|2021-11-27|2487.0|0|2487.0|0|11.0|0|0.0|100
0|2021-11-28|2487.0|0|2487.0|0|11.0|0|0.0|100
0|2021-11-29|2505.0|0|2505.0|0|11.0|0|0.0|100
0|2021-11-30|2518.0|0|2518.0|0|11.0|0|0.0|100
0|2021-12-01|2533.0|0|2533.0|0|11.0|0|0.0|100
0|2021-12-02|2550.0|0|2550.0|0|11.0|0|0.0|100
0|2021-12-03|2550.0|0|2549.0|0|11.0|0|0.0|100
0|2021-12-04|2549.0|0|2549.0|0|11.0|0|0.0|100
0|2021-12-05|2549.0|0|2549.0|0|11.0|0|0.0|100
0|2021-12-06|2558.0|0|2558.0|0|11.0|0|0.0|100
0|2021-12-07|2572.0|0|2572.0|0|11.0|0|0.0|100
0|2021-12-08|2577.0|0|2577.0|0|11.0|0|0.0|100
0|2021-12-09|2586.0|0|2586.0|0|11.0|0|0.0|100
0|2021-12-10|2597.0|0|2597.0|0|11.0|0|0.0|100
0|2021-12-11|2597.0|0|2597.0|0|11.0|0|0.0|100
0|2021-12-12|2597.0|0|2597.0|0|11.0|0|0.0|100
0|2021-12-13|2610.0|0|2610.0|0|11.0|0|0.0|100
0|2021-12-14|2610.0|0|2615.0|0|11.0|0|0.0|100
0|2021-12-15|2629.0|0|2629.0|0|11.0|0|0.0|100
0|2021-12-16|2637.0|0|2637.0|0|11.0|0|0.0|100
0|2021-12-17|2643.0|0|2643.0|0|11.0|0|0.0|100
0|2021-12-18|2643.0|0|2643.0|0|11.0|0|0.0|100
0|2021-12-19|2643.0|0|2643.0|0|11.0|0|0.0|100
0|2021-12-20|2655.0|0|2655.0|0|11.0|0|0.0|100
0|2021-12-21|2661.0|0|2661.0|0|11.0|0|0.0|100
0|2021-12-22|2665.0|0|2665.0|0|11.0|0|0.0|100
0|2021-12-23|2676.0|0|2676.0|0|11.0|0|0.0|100
0|2021-12-24|2676.0|0|2676.0|0|11.0|0|0.0|100
0|2021-12-25|2676.0|0|2676.0|0|11.0|0|0.0|100
0|2021-12-26|2676.0|0|2676.0|0|11.0|0|0.0|100
0|2021-12-27|2676.0|0|2676.0|0|11.0|0|0.0|100
0|2021-12-28|2698.0|0|2698.0|0|11.0|0|0.0|100
0|2021-12-29|2709.0|0|2709.0|0|11.0|0|0.0|100
0|2021-12-30|2718.0|0|2718.0|0|11.0|0|0.0|100
0|2021-12-31|2718.0|0|2718.0|0|11.0|0|0.0|100
0|2022-01-01|2718.0|0|2718.0|0|11.0|0|0.0|100
0|2022-01-02|2718.0|0|2718.0|0|11.0|0|0.0|100
0|2022-01-03|2730.0|0|2730.0|0|11.0|0|0.0|100
0|2022-01-04|2745.0|0|2745.0|0|11.0|0|0.0|100
0|2022-01-05|2765.0|0|2765.0|0|11.0|0|0.0|100
0|2022-01-06|2781.0|0|2781.0|0|11.0|0|0.0|100
0|2022-01-07|2794.0|0|2794.0|0|11.0|0|0.0|100
0|2022-01-08|2794.0|0|2794.0|0|11.0|0|0.0|100
0|2022-01-09|2794.0|0|2794.0|0|11.0|0|0.0|100
0|2022-01-10|2817.0|0|2817.0|0|11.0|0|0.0|100
0|2022-01-11|2844.0|0|2844.0|0|11.0|0|0.0|100
0|2022-01-12|2871.0|0|2871.0|0|11.0|0|0.0|100
0|2022-01-13|2871.0|0|2883.0|0|11.0|0|0.0|100
0|2022-01-14|2911.0|0|2911.0|0|11.0|0|0.0|100
0|2022-01-15|2911.0|0|2911.0|0|11.0|0|0.0|100
0|2022-01-16|2911.0|0|2911.0|0|11.0|0|0.0|100
0|2022-01-17|2982.0|0|0.0|100|11.0|0|0.0|100
