|dates|Powell_Kentucky_UnitedStates.JHU_ConfirmedCases.data|Powell_Kentucky_UnitedStates.JHU_ConfirmedCases.missing|Powell_Kentucky_UnitedStates.NYT_ConfirmedCases.data|Powell_Kentucky_UnitedStates.NYT_ConfirmedCases.missing|Powell_Kentucky_UnitedStates.JHU_ConfirmedDeaths.data|Powell_Kentucky_UnitedStates.JHU_ConfirmedDeaths.missing|Powell_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.data|Powell_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2022-01-04|3204.0|0|3204.0|0|28.0|0|0.0|100
0|2022-01-05|3221.0|0|3221.0|0|28.0|0|0.0|100
0|2022-01-06|3257.0|0|3257.0|0|29.0|0|0.0|100
0|2022-01-07|3268.0|0|3268.0|0|29.0|0|0.0|100
0|2022-01-08|3268.0|0|3268.0|0|29.0|0|0.0|100
0|2022-01-09|3268.0|0|3268.0|0|29.0|0|0.0|100
0|2022-01-10|3295.0|0|3295.0|0|29.0|0|0.0|100
0|2022-01-11|3344.0|0|3344.0|0|30.0|0|0.0|100
0|2022-01-12|3369.0|0|3369.0|0|30.0|0|0.0|100
0|2022-01-13|3369.0|0|3403.0|0|30.0|0|0.0|100
0|2022-01-14|3457.0|0|3457.0|0|30.0|0|0.0|100
0|2022-01-15|3457.0|0|3457.0|0|30.0|0|0.0|100
0|2022-01-16|3457.0|0|3457.0|0|30.0|0|0.0|100
0|2022-01-17|3457.0|0|0.0|100|30.0|0|0.0|100
