|dates|Powell_Kentucky_UnitedStates.JHU_ConfirmedCases.data|Powell_Kentucky_UnitedStates.JHU_ConfirmedCases.missing|Powell_Kentucky_UnitedStates.NYT_ConfirmedCases.data|Powell_Kentucky_UnitedStates.NYT_ConfirmedCases.missing|Powell_Kentucky_UnitedStates.JHU_ConfirmedDeaths.data|Powell_Kentucky_UnitedStates.JHU_ConfirmedDeaths.missing|Powell_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.data|Powell_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|2442.0|0|2442.0|0|21.0|0|0.0|100
0|2021-10-18|2463.0|0|2463.0|0|21.0|0|0.0|100
0|2021-10-19|2469.0|0|2469.0|0|21.0|0|0.0|100
0|2021-10-20|2483.0|0|2483.0|0|21.0|0|0.0|100
0|2021-10-21|2490.0|0|2490.0|0|21.0|0|0.0|100
0|2021-10-22|2499.0|0|2499.0|0|21.0|0|0.0|100
0|2021-10-23|2499.0|0|2499.0|0|21.0|0|0.0|100
0|2021-10-24|2499.0|0|2499.0|0|21.0|0|0.0|100
0|2021-10-25|2513.0|0|2513.0|0|22.0|0|0.0|100
0|2021-10-26|2521.0|0|2521.0|0|22.0|0|0.0|100
0|2021-10-27|2521.0|0|2521.0|0|22.0|0|0.0|100
0|2021-10-28|2536.0|0|2536.0|0|22.0|0|0.0|100
0|2021-10-29|2547.0|0|2547.0|0|22.0|0|0.0|100
0|2021-10-30|2547.0|0|2547.0|0|22.0|0|0.0|100
0|2021-10-31|2547.0|0|2547.0|0|22.0|0|0.0|100
0|2021-11-01|2557.0|0|2557.0|0|22.0|0|0.0|100
0|2021-11-02|2567.0|0|2567.0|0|22.0|0|0.0|100
0|2021-11-03|2571.0|0|2571.0|0|22.0|0|0.0|100
0|2021-11-04|2580.0|0|2580.0|0|23.0|0|0.0|100
0|2021-11-05|2594.0|0|2594.0|0|23.0|0|0.0|100
0|2021-11-06|2594.0|0|2594.0|0|23.0|0|0.0|100
0|2021-11-07|2594.0|0|2594.0|0|23.0|0|0.0|100
0|2021-11-08|2601.0|0|2601.0|0|23.0|0|0.0|100
0|2021-11-09|2632.0|0|2632.0|0|23.0|0|0.0|100
0|2021-11-10|2632.0|0|2641.0|0|23.0|0|0.0|100
0|2021-11-11|2641.0|0|2641.0|0|23.0|0|0.0|100
0|2021-11-12|2668.0|0|2668.0|0|23.0|0|0.0|100
0|2021-11-13|2668.0|0|2668.0|0|23.0|0|0.0|100
0|2021-11-14|2668.0|0|2668.0|0|23.0|0|0.0|100
0|2021-11-15|2675.0|0|2675.0|0|23.0|0|0.0|100
0|2021-11-16|2684.0|0|2684.0|0|23.0|0|0.0|100
0|2021-11-17|2692.0|0|2692.0|0|23.0|0|0.0|100
0|2021-11-18|2705.0|0|2705.0|0|23.0|0|0.0|100
0|2021-11-19|2717.0|0|2717.0|0|24.0|0|0.0|100
0|2021-11-20|2717.0|0|2717.0|0|24.0|0|0.0|100
0|2021-11-21|2717.0|0|2717.0|0|24.0|0|0.0|100
0|2021-11-22|2733.0|0|2733.0|0|24.0|0|0.0|100
0|2021-11-23|2751.0|0|2751.0|0|24.0|0|0.0|100
0|2021-11-24|2765.0|0|2765.0|0|24.0|0|0.0|100
0|2021-11-25|2765.0|0|2765.0|0|24.0|0|0.0|100
0|2021-11-26|2765.0|0|2765.0|0|24.0|0|0.0|100
0|2021-11-27|2765.0|0|2765.0|0|24.0|0|0.0|100
0|2021-11-28|2765.0|0|2765.0|0|24.0|0|0.0|100
0|2021-11-29|2798.0|0|2798.0|0|24.0|0|0.0|100
0|2021-11-30|2815.0|0|2815.0|0|24.0|0|0.0|100
0|2021-12-01|2848.0|0|2848.0|0|24.0|0|0.0|100
0|2021-12-02|2848.0|0|2866.0|0|24.0|0|0.0|100
0|2021-12-03|2888.0|0|2888.0|0|24.0|0|0.0|100
0|2021-12-04|2888.0|0|2888.0|0|24.0|0|0.0|100
0|2021-12-05|2888.0|0|2888.0|0|24.0|0|0.0|100
0|2021-12-06|2908.0|0|2908.0|0|25.0|0|0.0|100
0|2021-12-07|2932.0|0|2932.0|0|25.0|0|0.0|100
0|2021-12-08|2938.0|0|2938.0|0|25.0|0|0.0|100
0|2021-12-09|2958.0|0|2958.0|0|25.0|0|0.0|100
0|2021-12-10|2967.0|0|2967.0|0|25.0|0|0.0|100
0|2021-12-11|2967.0|0|2967.0|0|25.0|0|0.0|100
0|2021-12-12|2967.0|0|2967.0|0|25.0|0|0.0|100
0|2021-12-13|2977.0|0|2977.0|0|26.0|0|0.0|100
0|2021-12-14|2977.0|0|2994.0|0|26.0|0|0.0|100
0|2021-12-15|3000.0|0|3000.0|0|27.0|0|0.0|100
0|2021-12-16|3007.0|0|3007.0|0|27.0|0|0.0|100
0|2021-12-17|3017.0|0|3017.0|0|27.0|0|0.0|100
0|2021-12-18|3017.0|0|3017.0|0|27.0|0|0.0|100
0|2021-12-19|3017.0|0|3017.0|0|27.0|0|0.0|100
0|2021-12-20|3031.0|0|3031.0|0|27.0|0|0.0|100
0|2021-12-21|3046.0|0|3046.0|0|28.0|0|0.0|100
0|2021-12-22|3061.0|0|3061.0|0|28.0|0|0.0|100
0|2021-12-23|3061.0|0|3061.0|0|28.0|0|0.0|100
0|2021-12-24|3061.0|0|3061.0|0|28.0|0|0.0|100
0|2021-12-25|3061.0|0|3061.0|0|28.0|0|0.0|100
0|2021-12-26|3061.0|0|3061.0|0|28.0|0|0.0|100
0|2021-12-27|3093.0|0|3093.0|0|28.0|0|0.0|100
0|2021-12-28|3103.0|0|3103.0|0|28.0|0|0.0|100
0|2021-12-29|3131.0|0|3131.0|0|28.0|0|0.0|100
0|2021-12-30|3131.0|0|3131.0|0|28.0|0|0.0|100
0|2021-12-31|3131.0|0|3131.0|0|28.0|0|0.0|100
0|2022-01-01|3131.0|0|3131.0|0|28.0|0|0.0|100
0|2022-01-02|3131.0|0|3131.0|0|28.0|0|0.0|100
0|2022-01-03|3170.0|0|3170.0|0|28.0|0|0.0|100
