|dates|Haskell_Kansas_UnitedStates.BLS_EmployedPopulation.data|Haskell_Kansas_UnitedStates.BLS_EmployedPopulation.missing|Haskell_Kansas_UnitedStates.BLS_UnemployedPopulation.data|Haskell_Kansas_UnitedStates.BLS_UnemployedPopulation.missing|Haskell_Kansas_UnitedStates.BLS_UnemploymentRate.data|Haskell_Kansas_UnitedStates.BLS_UnemploymentRate.missing|Haskell_Kansas_UnitedStates.BLS_LaborForcePopulation.data|Haskell_Kansas_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-10-17|2180.0|0|41.0|0|1.846015308419631|0|2221.0|0
0|2021-10-18|2180.0|0|41.0|0|1.846015308419631|0|2221.0|0
0|2021-10-19|2180.0|0|41.0|0|1.846015308419631|0|2221.0|0
0|2021-10-20|2180.0|0|41.0|0|1.846015308419631|0|2221.0|0
0|2021-10-21|2180.0|0|41.0|0|1.846015308419631|0|2221.0|0
0|2021-10-22|2180.0|0|41.0|0|1.846015308419631|0|2221.0|0
0|2021-10-23|2180.0|0|41.0|0|1.846015308419631|0|2221.0|0
0|2021-10-24|2180.0|0|41.0|0|1.846015308419631|0|2221.0|0
0|2021-10-25|2180.0|0|41.0|0|1.846015308419631|0|2221.0|0
0|2021-10-26|2180.0|0|41.0|0|1.846015308419631|0|2221.0|0
0|2021-10-27|2180.0|0|41.0|0|1.846015308419631|0|2221.0|0
0|2021-10-28|2180.0|0|41.0|0|1.846015308419631|0|2221.0|0
0|2021-10-29|2180.0|0|41.0|0|1.846015308419631|0|2221.0|0
0|2021-10-30|2180.0|0|41.0|0|1.846015308419631|0|2221.0|0
0|2021-10-31|2180.0|0|41.0|0|1.846015308419631|0|2221.0|0
0|2021-11-01|2180.0|0|41.0|0|1.846015308419631|0|2221.0|0
0|2021-11-02|2180.0|0|41.0|0|1.846015308419631|0|2221.0|0
0|2021-11-03|2180.0|0|41.0|0|1.846015308419631|0|2221.0|0
0|2021-11-04|2180.0|0|41.0|0|1.846015308419631|0|2221.0|0
0|2021-11-05|2180.0|0|41.0|0|1.846015308419631|0|2221.0|0
0|2021-11-06|2180.0|0|41.0|0|1.846015308419631|0|2221.0|0
0|2021-11-07|2180.0|0|41.0|0|1.846015308419631|0|2221.0|0
0|2021-11-08|2180.0|0|41.0|0|1.846015308419631|0|2221.0|0
0|2021-11-09|2180.0|0|41.0|0|1.846015308419631|0|2221.0|0
0|2021-11-10|2180.0|0|41.0|0|1.846015308419631|0|2221.0|0
0|2021-11-11|2180.0|0|41.0|0|1.846015308419631|0|2221.0|0
0|2021-11-12|2180.0|0|41.0|0|1.846015308419631|0|2221.0|0
0|2021-11-13|2180.0|0|41.0|0|1.846015308419631|0|2221.0|0
0|2021-11-14|2180.0|0|41.0|0|1.846015308419631|0|2221.0|0
0|2021-11-15|2180.0|0|41.0|0|1.846015308419631|0|2221.0|0
0|2021-11-16|2180.0|0|41.0|0|1.846015308419631|0|2221.0|0
0|2021-11-17|2180.0|0|41.0|0|1.846015308419631|0|2221.0|0
0|2021-11-18|2180.0|0|41.0|0|1.846015308419631|0|2221.0|0
0|2021-11-19|2180.0|0|41.0|0|1.846015308419631|0|2221.0|0
0|2021-11-20|2180.0|0|41.0|0|1.846015308419631|0|2221.0|0
0|2021-11-21|2180.0|0|41.0|0|1.846015308419631|0|2221.0|0
0|2021-11-22|2180.0|0|41.0|0|1.846015308419631|0|2221.0|0
0|2021-11-23|2180.0|0|41.0|0|1.846015308419631|0|2221.0|0
0|2021-11-24|2180.0|0|41.0|0|1.846015308419631|0|2221.0|0
0|2021-11-25|2180.0|0|41.0|0|1.846015308419631|0|2221.0|0
0|2021-11-26|2180.0|0|41.0|0|1.846015308419631|0|2221.0|0
0|2021-11-27|2180.0|0|41.0|0|1.846015308419631|0|2221.0|0
0|2021-11-28|2180.0|0|41.0|0|1.846015308419631|0|2221.0|0
0|2021-11-29|2180.0|0|41.0|0|1.846015308419631|0|2221.0|0
0|2021-11-30|2180.0|0|41.0|0|1.846015308419631|0|2221.0|0
0|2021-12-01|2180.0|0|41.0|0|1.846015308419631|0|2221.0|0
0|2021-12-02|2180.0|0|41.0|0|1.846015308419631|0|2221.0|0
0|2021-12-03|2180.0|0|41.0|0|1.846015308419631|0|2221.0|0
0|2021-12-04|2180.0|0|41.0|0|1.846015308419631|0|2221.0|0
0|2021-12-05|2180.0|0|41.0|0|1.846015308419631|0|2221.0|0
0|2021-12-06|2180.0|0|41.0|0|1.846015308419631|0|2221.0|0
0|2021-12-07|2180.0|0|41.0|0|1.846015308419631|0|2221.0|0
0|2021-12-08|2180.0|0|41.0|0|1.846015308419631|0|2221.0|0
0|2021-12-09|2180.0|0|41.0|0|1.846015308419631|0|2221.0|0
0|2021-12-10|2180.0|0|41.0|0|1.846015308419631|0|2221.0|0
