|dates|Sawyer_Wisconsin_UnitedStates.JHU_ConfirmedCases.data|Sawyer_Wisconsin_UnitedStates.JHU_ConfirmedCases.missing|Sawyer_Wisconsin_UnitedStates.NYT_ConfirmedCases.data|Sawyer_Wisconsin_UnitedStates.NYT_ConfirmedCases.missing|Sawyer_Wisconsin_UnitedStates.JHU_ConfirmedDeaths.data|Sawyer_Wisconsin_UnitedStates.JHU_ConfirmedDeaths.missing|Sawyer_Wisconsin_UnitedStates.JHU_ConfirmedRecoveries.data|Sawyer_Wisconsin_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-12|2853.0|0|2853.0|0|37.0|0|0.0|100
0|2021-11-13|2853.0|0|2853.0|0|37.0|0|0.0|100
0|2021-11-14|2853.0|0|2853.0|0|37.0|0|0.0|100
0|2021-11-15|2895.0|0|2895.0|0|37.0|0|0.0|100
0|2021-11-16|2924.0|0|2924.0|0|37.0|0|0.0|100
0|2021-11-17|2955.0|0|2955.0|0|37.0|0|0.0|100
0|2021-11-18|2977.0|0|2977.0|0|37.0|0|0.0|100
0|2021-11-19|2996.0|0|2996.0|0|37.0|0|0.0|100
0|2021-11-20|2996.0|0|2996.0|0|37.0|0|0.0|100
0|2021-11-21|2996.0|0|2996.0|0|37.0|0|0.0|100
0|2021-11-22|3047.0|0|3047.0|0|37.0|0|0.0|100
0|2021-11-23|3058.0|0|3058.0|0|37.0|0|0.0|100
0|2021-11-24|3083.0|0|3083.0|0|37.0|0|0.0|100
0|2021-11-25|3095.0|0|3095.0|0|37.0|0|0.0|100
0|2021-11-26|3095.0|0|3095.0|0|37.0|0|0.0|100
0|2021-11-27|3095.0|0|3095.0|0|37.0|0|0.0|100
0|2021-11-28|3095.0|0|3095.0|0|37.0|0|0.0|100
0|2021-11-29|3115.0|0|3115.0|0|37.0|0|0.0|100
0|2021-11-30|3158.0|0|3158.0|0|37.0|0|0.0|100
0|2021-12-01|3173.0|0|3173.0|0|39.0|0|0.0|100
0|2021-12-02|3191.0|0|3191.0|0|39.0|0|0.0|100
0|2021-12-03|3206.0|0|3206.0|0|39.0|0|0.0|100
0|2021-12-04|3206.0|0|3206.0|0|39.0|0|0.0|100
0|2021-12-05|3206.0|0|3206.0|0|39.0|0|0.0|100
0|2021-12-06|3206.0|0|3206.0|0|39.0|0|0.0|100
0|2021-12-07|3206.0|0|3206.0|0|39.0|0|0.0|100
0|2021-12-08|3242.0|0|3242.0|0|39.0|0|0.0|100
0|2021-12-09|3271.0|0|3271.0|0|39.0|0|0.0|100
0|2021-12-10|3283.0|0|3283.0|0|40.0|0|0.0|100
0|2021-12-11|3283.0|0|3283.0|0|40.0|0|0.0|100
0|2021-12-12|3283.0|0|3283.0|0|40.0|0|0.0|100
0|2021-12-13|3312.0|0|3312.0|0|40.0|0|0.0|100
0|2021-12-14|3312.0|0|3317.0|0|40.0|0|0.0|100
0|2021-12-15|3328.0|0|3328.0|0|40.0|0|0.0|100
0|2021-12-16|3345.0|0|3345.0|0|41.0|0|0.0|100
0|2021-12-17|3351.0|0|3351.0|0|41.0|0|0.0|100
0|2021-12-18|3351.0|0|3351.0|0|41.0|0|0.0|100
0|2021-12-19|3351.0|0|3351.0|0|41.0|0|0.0|100
0|2021-12-20|3371.0|0|3371.0|0|42.0|0|0.0|100
0|2021-12-21|3389.0|0|3389.0|0|41.0|0|0.0|100
0|2021-12-22|3405.0|0|3405.0|0|41.0|0|0.0|100
0|2021-12-23|3414.0|0|3414.0|0|41.0|0|0.0|100
0|2021-12-24|3421.0|0|3421.0|0|47.0|0|0.0|100
0|2021-12-25|3421.0|0|3421.0|0|47.0|0|0.0|100
0|2021-12-26|3421.0|0|3421.0|0|47.0|0|0.0|100
0|2021-12-27|3432.0|0|3432.0|0|47.0|0|0.0|100
0|2021-12-28|3435.0|0|3435.0|0|47.0|0|0.0|100
0|2021-12-29|3441.0|0|3441.0|0|48.0|0|0.0|100
0|2021-12-30|3480.0|0|3484.0|0|49.0|0|0.0|100
0|2021-12-31|3507.0|0|3513.0|0|49.0|0|0.0|100
0|2022-01-01|3507.0|0|3513.0|0|49.0|0|0.0|100
0|2022-01-02|3507.0|0|3513.0|0|49.0|0|0.0|100
0|2022-01-03|3530.0|0|3536.0|0|50.0|0|0.0|100
0|2022-01-04|3530.0|0|3557.0|0|50.0|0|0.0|100
0|2022-01-05|3588.0|0|3594.0|0|50.0|0|0.0|100
0|2022-01-06|3621.0|0|3627.0|0|50.0|0|0.0|100
0|2022-01-07|3677.0|0|3683.0|0|50.0|0|0.0|100
0|2022-01-08|3677.0|0|3683.0|0|50.0|0|0.0|100
0|2022-01-09|3677.0|0|3683.0|0|50.0|0|0.0|100
0|2022-01-10|3747.0|0|3753.0|0|51.0|0|0.0|100
0|2022-01-11|3795.0|0|3801.0|0|51.0|0|0.0|100
0|2022-01-12|3833.0|0|3839.0|0|51.0|0|0.0|100
0|2022-01-13|3833.0|0|3873.0|0|51.0|0|0.0|100
0|2022-01-14|3943.0|0|3949.0|0|51.0|0|0.0|100
0|2022-01-15|3943.0|0|3949.0|0|51.0|0|0.0|100
0|2022-01-16|3943.0|0|3949.0|0|51.0|0|0.0|100
0|2022-01-17|4021.0|0|0.0|100|52.0|0|0.0|100
