|dates|Carbon_Utah_UnitedStates.JHU_ConfirmedCases.data|Carbon_Utah_UnitedStates.JHU_ConfirmedCases.missing|Carbon_Utah_UnitedStates.NYT_ConfirmedCases.data|Carbon_Utah_UnitedStates.NYT_ConfirmedCases.missing|Carbon_Utah_UnitedStates.JHU_ConfirmedDeaths.data|Carbon_Utah_UnitedStates.JHU_ConfirmedDeaths.missing|Carbon_Utah_UnitedStates.JHU_ConfirmedRecoveries.data|Carbon_Utah_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|2.0|0|2794.0|0|0.0|0|0.0|100
0|2021-10-18|2.0|0|2794.0|0|0.0|0|0.0|100
0|2021-10-19|2.0|0|2823.0|0|0.0|0|0.0|100
0|2021-10-20|2.0|0|2872.0|0|0.0|0|0.0|100
0|2021-10-21|2.0|0|2889.0|0|0.0|0|0.0|100
0|2021-10-22|2.0|0|2919.0|0|0.0|0|0.0|100
0|2021-10-23|2.0|0|2940.0|0|0.0|0|0.0|100
0|2021-10-24|2.0|0|2940.0|0|0.0|0|0.0|100
0|2021-10-25|2.0|0|2950.0|0|0.0|0|0.0|100
0|2021-10-26|2.0|0|3029.0|0|0.0|0|0.0|100
0|2021-10-27|2.0|0|3072.0|0|0.0|0|0.0|100
0|2021-10-28|2.0|0|3104.0|0|0.0|0|0.0|100
0|2021-10-29|2.0|0|3126.0|0|0.0|0|0.0|100
0|2021-10-30|2.0|0|3145.0|0|0.0|0|0.0|100
0|2021-10-31|2.0|0|3145.0|0|0.0|0|0.0|100
0|2021-11-01|2.0|0|3145.0|0|0.0|0|0.0|100
0|2021-11-02|2.0|0|3198.0|0|0.0|0|0.0|100
0|2021-11-03|2.0|0|3235.0|0|0.0|0|0.0|100
0|2021-11-04|2.0|0|3269.0|0|0.0|0|0.0|100
0|2021-11-05|2.0|0|3300.0|0|0.0|0|0.0|100
0|2021-11-06|2.0|0|3352.0|0|0.0|0|0.0|100
0|2021-11-07|2.0|0|3352.0|0|0.0|0|0.0|100
0|2021-11-08|2.0|0|3352.0|0|0.0|0|0.0|100
0|2021-11-09|2.0|0|3413.0|0|0.0|0|0.0|100
0|2021-11-10|2.0|0|3441.0|0|0.0|0|0.0|100
0|2021-11-11|2.0|0|3463.0|0|0.0|0|0.0|100
0|2021-11-12|2.0|0|3465.0|0|0.0|0|0.0|100
0|2021-11-13|2.0|0|3504.0|0|0.0|0|0.0|100
0|2021-11-14|2.0|0|3504.0|0|0.0|0|0.0|100
0|2021-11-15|2.0|0|3504.0|0|0.0|0|0.0|100
0|2021-11-16|2.0|0|3549.0|0|0.0|0|0.0|100
0|2021-11-17|2.0|0|3554.0|0|0.0|0|0.0|100
0|2021-11-18|2.0|0|3562.0|0|0.0|0|0.0|100
0|2021-11-19|2.0|0|3569.0|0|0.0|0|0.0|100
0|2021-11-20|2.0|0|3580.0|0|0.0|0|0.0|100
0|2021-11-21|2.0|0|3580.0|0|0.0|0|0.0|100
0|2021-11-22|2.0|0|3590.0|0|0.0|0|0.0|100
0|2021-11-23|2.0|0|3604.0|0|0.0|0|0.0|100
0|2021-11-24|2.0|0|3617.0|0|0.0|0|0.0|100
0|2021-11-25|2.0|0|3624.0|0|0.0|0|0.0|100
0|2021-11-26|2.0|0|3624.0|0|0.0|0|0.0|100
0|2021-11-27|2.0|0|3624.0|0|0.0|0|0.0|100
0|2021-11-28|2.0|0|3624.0|0|0.0|0|0.0|100
0|2021-11-29|2.0|0|3631.0|0|0.0|0|0.0|100
0|2021-11-30|2.0|0|3634.0|0|0.0|0|0.0|100
0|2021-12-01|2.0|0|3645.0|0|0.0|0|0.0|100
0|2021-12-02|2.0|0|3651.0|0|0.0|0|0.0|100
0|2021-12-03|2.0|0|3651.0|0|0.0|0|0.0|100
0|2021-12-04|2.0|0|3655.0|0|0.0|0|0.0|100
0|2021-12-05|2.0|0|3655.0|0|0.0|0|0.0|100
0|2021-12-06|2.0|0|3655.0|0|0.0|0|0.0|100
0|2021-12-07|2.0|0|3667.0|0|0.0|0|0.0|100
0|2021-12-08|2.0|0|3669.0|0|0.0|0|0.0|100
0|2021-12-09|2.0|0|3669.0|0|0.0|0|0.0|100
0|2021-12-10|2.0|0|3673.0|0|0.0|0|0.0|100
0|2021-12-11|2.0|0|3674.0|0|0.0|0|0.0|100
0|2021-12-12|2.0|0|3674.0|0|0.0|0|0.0|100
0|2021-12-13|2.0|0|3674.0|0|0.0|0|0.0|100
0|2021-12-14|2.0|0|3688.0|0|0.0|0|0.0|100
0|2021-12-15|2.0|0|3692.0|0|0.0|0|0.0|100
0|2021-12-16|2.0|0|3693.0|0|0.0|0|0.0|100
0|2021-12-17|2.0|0|3696.0|0|0.0|0|0.0|100
0|2021-12-18|2.0|0|3697.0|0|0.0|0|0.0|100
0|2021-12-19|2.0|0|3697.0|0|0.0|0|0.0|100
0|2021-12-20|2.0|0|3698.0|0|0.0|0|0.0|100
0|2021-12-21|2.0|0|3700.0|0|0.0|0|0.0|100
0|2021-12-22|2.0|0|3708.0|0|0.0|0|0.0|100
0|2021-12-23|2.0|0|3712.0|0|0.0|0|0.0|100
0|2021-12-24|2.0|0|3713.0|0|0.0|0|0.0|100
0|2021-12-25|2.0|0|3713.0|0|0.0|0|0.0|100
0|2021-12-26|2.0|0|3713.0|0|0.0|0|0.0|100
0|2021-12-27|2.0|0|3713.0|0|0.0|0|0.0|100
0|2021-12-28|2.0|0|3719.0|0|0.0|0|0.0|100
0|2021-12-29|2.0|0|3728.0|0|0.0|0|0.0|100
0|2021-12-30|2.0|0|3735.0|0|0.0|0|0.0|100
0|2021-12-31|2.0|0|3749.0|0|0.0|0|0.0|100
0|2022-01-01|2.0|0|3749.0|0|0.0|0|0.0|100
0|2022-01-02|2.0|0|3749.0|0|0.0|0|0.0|100
0|2022-01-03|2.0|0|3749.0|0|0.0|0|0.0|100
0|2022-01-04|2.0|0|3799.0|0|0.0|0|0.0|100
0|2022-01-05|2.0|0|3814.0|0|0.0|0|0.0|100
0|2022-01-06|2.0|0|3842.0|0|0.0|0|0.0|100
0|2022-01-07|2.0|0|3859.0|0|0.0|0|0.0|100
0|2022-01-08|2.0|0|3883.0|0|0.0|0|0.0|100
0|2022-01-09|2.0|0|3883.0|0|0.0|0|0.0|100
0|2022-01-10|2.0|0|3910.0|0|0.0|0|0.0|100
0|2022-01-11|2.0|0|3964.0|0|0.0|0|0.0|100
0|2022-01-12|2.0|0|4009.0|0|0.0|0|0.0|100
0|2022-01-13|2.0|0|4039.0|0|0.0|0|0.0|100
0|2022-01-14|2.0|0|4090.0|0|0.0|0|0.0|100
0|2022-01-15|2.0|0|4131.0|0|0.0|0|0.0|100
0|2022-01-16|2.0|0|4195.0|0|0.0|0|0.0|100
0|2022-01-17|2.0|0|0.0|100|0.0|0|0.0|100
