|dates|Magoffin_Kentucky_UnitedStates.JHU_ConfirmedCases.data|Magoffin_Kentucky_UnitedStates.JHU_ConfirmedCases.missing|Magoffin_Kentucky_UnitedStates.NYT_ConfirmedCases.data|Magoffin_Kentucky_UnitedStates.NYT_ConfirmedCases.missing|Magoffin_Kentucky_UnitedStates.JHU_ConfirmedDeaths.data|Magoffin_Kentucky_UnitedStates.JHU_ConfirmedDeaths.missing|Magoffin_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.data|Magoffin_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|2152.0|0|2152.0|0|20.0|0|0.0|100
0|2021-10-18|2156.0|0|2156.0|0|20.0|0|0.0|100
0|2021-10-19|2163.0|0|2163.0|0|20.0|0|0.0|100
0|2021-10-20|2169.0|0|2169.0|0|20.0|0|0.0|100
0|2021-10-21|2172.0|0|2172.0|0|20.0|0|0.0|100
0|2021-10-22|2173.0|0|2173.0|0|20.0|0|0.0|100
0|2021-10-23|2173.0|0|2173.0|0|20.0|0|0.0|100
0|2021-10-24|2173.0|0|2173.0|0|20.0|0|0.0|100
0|2021-10-25|2178.0|0|2178.0|0|20.0|0|0.0|100
0|2021-10-26|2184.0|0|2184.0|0|20.0|0|0.0|100
0|2021-10-27|2188.0|0|2188.0|0|20.0|0|0.0|100
0|2021-10-28|2193.0|0|2193.0|0|20.0|0|0.0|100
0|2021-10-29|2194.0|0|2194.0|0|20.0|0|0.0|100
0|2021-10-30|2194.0|0|2194.0|0|20.0|0|0.0|100
0|2021-10-31|2194.0|0|2194.0|0|20.0|0|0.0|100
0|2021-11-01|2197.0|0|2197.0|0|20.0|0|0.0|100
0|2021-11-02|2204.0|0|2204.0|0|20.0|0|0.0|100
0|2021-11-03|2207.0|0|2207.0|0|22.0|0|0.0|100
0|2021-11-04|2223.0|0|2223.0|0|22.0|0|0.0|100
0|2021-11-05|2225.0|0|2225.0|0|23.0|0|0.0|100
0|2021-11-06|2225.0|0|2225.0|0|23.0|0|0.0|100
0|2021-11-07|2225.0|0|2225.0|0|23.0|0|0.0|100
0|2021-11-08|2234.0|0|2234.0|0|23.0|0|0.0|100
0|2021-11-09|2240.0|0|2240.0|0|23.0|0|0.0|100
0|2021-11-10|2240.0|0|2246.0|0|23.0|0|0.0|100
0|2021-11-11|2246.0|0|2246.0|0|23.0|0|0.0|100
0|2021-11-12|2267.0|0|2267.0|0|23.0|0|0.0|100
0|2021-11-13|2267.0|0|2267.0|0|23.0|0|0.0|100
0|2021-11-14|2267.0|0|2267.0|0|23.0|0|0.0|100
0|2021-11-15|2304.0|0|2304.0|0|23.0|0|0.0|100
0|2021-11-16|2319.0|0|2319.0|0|23.0|0|0.0|100
0|2021-11-17|2338.0|0|2338.0|0|23.0|0|0.0|100
0|2021-11-18|2348.0|0|2348.0|0|24.0|0|0.0|100
0|2021-11-19|2358.0|0|2358.0|0|25.0|0|0.0|100
0|2021-11-20|2358.0|0|2358.0|0|25.0|0|0.0|100
0|2021-11-21|2358.0|0|2358.0|0|25.0|0|0.0|100
0|2021-11-22|2386.0|0|2386.0|0|26.0|0|0.0|100
0|2021-11-23|2396.0|0|2396.0|0|26.0|0|0.0|100
0|2021-11-24|2402.0|0|2402.0|0|26.0|0|0.0|100
0|2021-11-25|2402.0|0|2402.0|0|26.0|0|0.0|100
0|2021-11-26|2402.0|0|2402.0|0|26.0|0|0.0|100
0|2021-11-27|2402.0|0|2402.0|0|26.0|0|0.0|100
0|2021-11-28|2402.0|0|2402.0|0|26.0|0|0.0|100
0|2021-11-29|2425.0|0|2425.0|0|26.0|0|0.0|100
0|2021-11-30|2441.0|0|2441.0|0|26.0|0|0.0|100
0|2021-12-01|2458.0|0|2458.0|0|26.0|0|0.0|100
0|2021-12-02|2458.0|0|2472.0|0|26.0|0|0.0|100
0|2021-12-03|2480.0|0|2480.0|0|27.0|0|0.0|100
0|2021-12-04|2480.0|0|2480.0|0|27.0|0|0.0|100
0|2021-12-05|2480.0|0|2480.0|0|27.0|0|0.0|100
0|2021-12-06|2499.0|0|2499.0|0|30.0|0|0.0|100
0|2021-12-07|2512.0|0|2512.0|0|30.0|0|0.0|100
0|2021-12-08|2521.0|0|2521.0|0|31.0|0|0.0|100
0|2021-12-09|2531.0|0|2531.0|0|31.0|0|0.0|100
0|2021-12-10|2541.0|0|2541.0|0|31.0|0|0.0|100
0|2021-12-11|2541.0|0|2541.0|0|31.0|0|0.0|100
0|2021-12-12|2541.0|0|2541.0|0|31.0|0|0.0|100
0|2021-12-13|2547.0|0|2547.0|0|34.0|0|0.0|100
0|2021-12-14|2547.0|0|2554.0|0|34.0|0|0.0|100
0|2021-12-15|2559.0|0|2559.0|0|34.0|0|0.0|100
0|2021-12-16|2566.0|0|2566.0|0|34.0|0|0.0|100
0|2021-12-17|2568.0|0|2568.0|0|34.0|0|0.0|100
0|2021-12-18|2568.0|0|2568.0|0|34.0|0|0.0|100
0|2021-12-19|2568.0|0|2568.0|0|34.0|0|0.0|100
0|2021-12-20|2573.0|0|2573.0|0|34.0|0|0.0|100
0|2021-12-21|2583.0|0|2583.0|0|34.0|0|0.0|100
0|2021-12-22|2588.0|0|2588.0|0|34.0|0|0.0|100
0|2021-12-23|2588.0|0|2588.0|0|34.0|0|0.0|100
0|2021-12-24|2588.0|0|2588.0|0|34.0|0|0.0|100
0|2021-12-25|2588.0|0|2588.0|0|34.0|0|0.0|100
0|2021-12-26|2588.0|0|2588.0|0|34.0|0|0.0|100
0|2021-12-27|2596.0|0|2596.0|0|35.0|0|0.0|100
0|2021-12-28|2610.0|0|2610.0|0|35.0|0|0.0|100
0|2021-12-29|2632.0|0|2632.0|0|35.0|0|0.0|100
