|dates|DeKalb_Indiana_UnitedStates.JHU_ConfirmedCases.data|DeKalb_Indiana_UnitedStates.JHU_ConfirmedCases.missing|DeKalb_Indiana_UnitedStates.NYT_ConfirmedCases.data|DeKalb_Indiana_UnitedStates.NYT_ConfirmedCases.missing|DeKalb_Indiana_UnitedStates.JHU_ConfirmedDeaths.data|DeKalb_Indiana_UnitedStates.JHU_ConfirmedDeaths.missing|DeKalb_Indiana_UnitedStates.JHU_ConfirmedRecoveries.data|DeKalb_Indiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|6237.0|0|6241.0|0|96.0|0|0.0|100
0|2021-10-18|6263.0|0|6267.0|0|97.0|0|0.0|100
0|2021-10-19|6276.0|0|6280.0|0|99.0|0|0.0|100
0|2021-10-20|6286.0|0|6290.0|0|99.0|0|0.0|100
0|2021-10-21|6306.0|0|6310.0|0|99.0|0|0.0|100
0|2021-10-22|6323.0|0|6327.0|0|99.0|0|0.0|100
0|2021-10-23|6323.0|0|6327.0|0|99.0|0|0.0|100
0|2021-10-24|6323.0|0|6327.0|0|99.0|0|0.0|100
0|2021-10-25|6363.0|0|6367.0|0|100.0|0|0.0|100
0|2021-10-26|6375.0|0|6379.0|0|102.0|0|0.0|100
0|2021-10-27|6401.0|0|6405.0|0|102.0|0|0.0|100
0|2021-10-28|6429.0|0|6433.0|0|102.0|0|0.0|100
0|2021-10-29|6459.0|0|6463.0|0|102.0|0|0.0|100
0|2021-10-30|6459.0|0|6463.0|0|102.0|0|0.0|100
0|2021-10-31|6459.0|0|6463.0|0|102.0|0|0.0|100
0|2021-11-01|6508.0|0|6512.0|0|102.0|0|0.0|100
0|2021-11-02|6525.0|0|6529.0|0|102.0|0|0.0|100
0|2021-11-03|6554.0|0|6558.0|0|102.0|0|0.0|100
0|2021-11-04|6582.0|0|6586.0|0|102.0|0|0.0|100
0|2021-11-05|6599.0|0|6603.0|0|102.0|0|0.0|100
0|2021-11-06|6599.0|0|6603.0|0|102.0|0|0.0|100
0|2021-11-07|6599.0|0|6603.0|0|102.0|0|0.0|100
0|2021-11-08|6663.0|0|6667.0|0|102.0|0|0.0|100
0|2021-11-09|6684.0|0|6688.0|0|102.0|0|0.0|100
0|2021-11-10|6684.0|0|6729.0|0|102.0|0|0.0|100
0|2021-11-11|6823.0|0|6827.0|0|102.0|0|0.0|100
0|2021-11-12|6865.0|0|6869.0|0|102.0|0|0.0|100
0|2021-11-13|6865.0|0|6869.0|0|102.0|0|0.0|100
0|2021-11-14|6865.0|0|6869.0|0|102.0|0|0.0|100
0|2021-11-15|6967.0|0|6971.0|0|102.0|0|0.0|100
0|2021-11-16|6999.0|0|7003.0|0|103.0|0|0.0|100
0|2021-11-17|7056.0|0|7060.0|0|105.0|0|0.0|100
0|2021-11-18|7122.0|0|7126.0|0|105.0|0|0.0|100
0|2021-11-19|7170.0|0|7174.0|0|105.0|0|0.0|100
0|2021-11-20|7170.0|0|7174.0|0|105.0|0|0.0|100
0|2021-11-21|7170.0|0|7174.0|0|105.0|0|0.0|100
0|2021-11-22|7314.0|0|7318.0|0|105.0|0|0.0|100
0|2021-11-23|7352.0|0|7356.0|0|106.0|0|0.0|100
0|2021-11-24|7416.0|0|7420.0|0|106.0|0|0.0|100
0|2021-11-25|7416.0|0|7420.0|0|106.0|0|0.0|100
0|2021-11-26|7416.0|0|7420.0|0|106.0|0|0.0|100
0|2021-11-27|7416.0|0|7420.0|0|106.0|0|0.0|100
0|2021-11-28|7416.0|0|7420.0|0|106.0|0|0.0|100
0|2021-11-29|7591.0|0|7595.0|0|106.0|0|0.0|100
0|2021-11-30|7638.0|0|7642.0|0|107.0|0|0.0|100
0|2021-12-01|7693.0|0|7697.0|0|108.0|0|0.0|100
0|2021-12-02|7693.0|0|7765.0|0|108.0|0|0.0|100
0|2021-12-03|7817.0|0|7821.0|0|109.0|0|0.0|100
0|2021-12-04|7817.0|0|7821.0|0|109.0|0|0.0|100
0|2021-12-05|7817.0|0|7821.0|0|109.0|0|0.0|100
0|2021-12-06|7933.0|0|7937.0|0|109.0|0|0.0|100
0|2021-12-07|7964.0|0|7968.0|0|109.0|0|0.0|100
0|2021-12-08|8034.0|0|8038.0|0|112.0|0|0.0|100
0|2021-12-09|8097.0|0|8101.0|0|112.0|0|0.0|100
0|2021-12-10|8137.0|0|8141.0|0|112.0|0|0.0|100
0|2021-12-11|8137.0|0|8141.0|0|112.0|0|0.0|100
0|2021-12-12|8137.0|0|8141.0|0|112.0|0|0.0|100
0|2021-12-13|8266.0|0|8270.0|0|112.0|0|0.0|100
0|2021-12-14|8266.0|0|8291.0|0|112.0|0|0.0|100
0|2021-12-15|8355.0|0|8359.0|0|115.0|0|0.0|100
0|2021-12-16|8395.0|0|8399.0|0|115.0|0|0.0|100
0|2021-12-17|8452.0|0|8456.0|0|115.0|0|0.0|100
0|2021-12-18|8452.0|0|8456.0|0|115.0|0|0.0|100
0|2021-12-19|8452.0|0|8456.0|0|115.0|0|0.0|100
0|2021-12-20|8540.0|0|8544.0|0|116.0|0|0.0|100
0|2021-12-21|8564.0|0|8568.0|0|118.0|0|0.0|100
0|2021-12-22|8608.0|0|8612.0|0|118.0|0|0.0|100
0|2021-12-23|8608.0|0|8612.0|0|118.0|0|0.0|100
0|2021-12-24|8608.0|0|8612.0|0|118.0|0|0.0|100
0|2021-12-25|8608.0|0|8612.0|0|118.0|0|0.0|100
0|2021-12-26|8608.0|0|8612.0|0|118.0|0|0.0|100
0|2021-12-27|8725.0|0|8729.0|0|119.0|0|0.0|100
0|2021-12-28|8753.0|0|8757.0|0|122.0|0|0.0|100
