|dates|Hampden_Massachusetts_UnitedStates.JHU_ConfirmedCases.data|Hampden_Massachusetts_UnitedStates.JHU_ConfirmedCases.missing|Hampden_Massachusetts_UnitedStates.NYT_ConfirmedCases.data|Hampden_Massachusetts_UnitedStates.NYT_ConfirmedCases.missing|Hampden_Massachusetts_UnitedStates.JHU_ConfirmedDeaths.data|Hampden_Massachusetts_UnitedStates.JHU_ConfirmedDeaths.missing|Hampden_Massachusetts_UnitedStates.JHU_ConfirmedRecoveries.data|Hampden_Massachusetts_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|64426.0|0|64426.0|0|1643.0|0|0.0|100
0|2021-10-18|64673.0|0|64673.0|0|1643.0|0|0.0|100
0|2021-10-19|64804.0|0|64804.0|0|1648.0|0|0.0|100
0|2021-10-20|64868.0|0|64868.0|0|1649.0|0|0.0|100
0|2021-10-21|64976.0|0|64976.0|0|1652.0|0|0.0|100
0|2021-10-22|65096.0|0|65096.0|0|1655.0|0|0.0|100
0|2021-10-23|65096.0|0|65096.0|0|1655.0|0|0.0|100
0|2021-10-24|65096.0|0|65096.0|0|1655.0|0|0.0|100
0|2021-10-25|65381.0|0|65381.0|0|1658.0|0|0.0|100
0|2021-10-26|65470.0|0|65470.0|0|1659.0|0|0.0|100
0|2021-10-27|65550.0|0|65550.0|0|1660.0|0|0.0|100
0|2021-10-28|65550.0|0|65640.0|0|1661.0|0|0.0|100
0|2021-10-29|65739.0|0|65739.0|0|1664.0|0|0.0|100
0|2021-10-30|65739.0|0|65739.0|0|1664.0|0|0.0|100
0|2021-10-31|65739.0|0|65739.0|0|1664.0|0|0.0|100
0|2021-11-01|66009.0|0|66009.0|0|1665.0|0|0.0|100
0|2021-11-02|66087.0|0|66087.0|0|1666.0|0|0.0|100
0|2021-11-03|66151.0|0|66151.0|0|1668.0|0|0.0|100
0|2021-11-04|66258.0|0|66258.0|0|1670.0|0|0.0|100
0|2021-11-05|66378.0|0|66378.0|0|1672.0|0|0.0|100
0|2021-11-06|66378.0|0|66378.0|0|1672.0|0|0.0|100
0|2021-11-07|66378.0|0|66378.0|0|1672.0|0|0.0|100
0|2021-11-08|66736.0|0|66736.0|0|1673.0|0|0.0|100
0|2021-11-09|66842.0|0|66842.0|0|1677.0|0|0.0|100
0|2021-11-10|66842.0|0|66936.0|0|1677.0|0|0.0|100
0|2021-11-11|66936.0|0|66936.0|0|1678.0|0|0.0|100
0|2021-11-12|67264.0|0|67264.0|0|1681.0|0|0.0|100
0|2021-11-13|67264.0|0|67264.0|0|1681.0|0|0.0|100
0|2021-11-14|67264.0|0|67264.0|0|1681.0|0|0.0|100
0|2021-11-15|67681.0|0|67681.0|0|1684.0|0|0.0|100
0|2021-11-16|67825.0|0|67825.0|0|1687.0|0|0.0|100
0|2021-11-17|67997.0|0|67997.0|0|1690.0|0|0.0|100
0|2021-11-18|68187.0|0|68187.0|0|1690.0|0|0.0|100
0|2021-11-19|68401.0|0|68401.0|0|1691.0|0|0.0|100
0|2021-11-20|68401.0|0|68401.0|0|1691.0|0|0.0|100
0|2021-11-21|68401.0|0|68401.0|0|1691.0|0|0.0|100
0|2021-11-22|68944.0|0|68944.0|0|1693.0|0|0.0|100
0|2021-11-23|69135.0|0|69135.0|0|1695.0|0|0.0|100
0|2021-11-24|69339.0|0|69339.0|0|1696.0|0|0.0|100
0|2021-11-25|69339.0|0|69339.0|0|1696.0|0|0.0|100
0|2021-11-26|69690.0|0|69690.0|0|1698.0|0|0.0|100
0|2021-11-27|69690.0|0|69690.0|0|1698.0|0|0.0|100
0|2021-11-28|69690.0|0|69690.0|0|1698.0|0|0.0|100
0|2021-11-29|70234.0|0|70234.0|0|1699.0|0|0.0|100
0|2021-11-30|70459.0|0|70459.0|0|1700.0|0|0.0|100
0|2021-12-01|70850.0|0|70850.0|0|1702.0|0|0.0|100
0|2021-12-02|70850.0|0|71233.0|0|1702.0|0|0.0|100
0|2021-12-03|71671.0|0|71671.0|0|1704.0|0|0.0|100
0|2021-12-04|71671.0|0|71671.0|0|1704.0|0|0.0|100
0|2021-12-05|71671.0|0|71671.0|0|1704.0|0|0.0|100
0|2021-12-06|72680.0|0|72680.0|0|1706.0|0|0.0|100
0|2021-12-07|72990.0|0|72990.0|0|1710.0|0|0.0|100
0|2021-12-08|73339.0|0|73339.0|0|1712.0|0|0.0|100
0|2021-12-09|73726.0|0|73726.0|0|1714.0|0|0.0|100
0|2021-12-10|74098.0|0|74098.0|0|1720.0|0|0.0|100
0|2021-12-11|74098.0|0|74098.0|0|1720.0|0|0.0|100
0|2021-12-12|74098.0|0|74098.0|0|1720.0|0|0.0|100
0|2021-12-13|75014.0|0|75014.0|0|1720.0|0|0.0|100
0|2021-12-14|75014.0|0|75448.0|0|1720.0|0|0.0|100
0|2021-12-15|75927.0|0|75927.0|0|1725.0|0|0.0|100
0|2021-12-16|76390.0|0|76390.0|0|1727.0|0|0.0|100
0|2021-12-17|76954.0|0|76954.0|0|1730.0|0|0.0|100
0|2021-12-18|76954.0|0|76954.0|0|1730.0|0|0.0|100
0|2021-12-19|76954.0|0|76954.0|0|1730.0|0|0.0|100
