|dates|Monroe_Michigan_UnitedStates.JHU_ConfirmedCases.data|Monroe_Michigan_UnitedStates.JHU_ConfirmedCases.missing|Monroe_Michigan_UnitedStates.NYT_ConfirmedCases.data|Monroe_Michigan_UnitedStates.NYT_ConfirmedCases.missing|Monroe_Michigan_UnitedStates.JHU_ConfirmedDeaths.data|Monroe_Michigan_UnitedStates.JHU_ConfirmedDeaths.missing|Monroe_Michigan_UnitedStates.JHU_ConfirmedRecoveries.data|Monroe_Michigan_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|19666.0|0|19666.0|0|295.0|0|0.0|100
0|2021-10-18|19830.0|0|19830.0|0|297.0|0|0.0|100
0|2021-10-19|19830.0|0|19830.0|0|297.0|0|0.0|100
0|2021-10-20|20026.0|0|20026.0|0|299.0|0|0.0|100
0|2021-10-21|20026.0|0|20026.0|0|299.0|0|0.0|100
0|2021-10-22|20157.0|0|20157.0|0|299.0|0|0.0|100
0|2021-10-23|20157.0|0|20157.0|0|299.0|0|0.0|100
0|2021-10-24|20157.0|0|20157.0|0|299.0|0|0.0|100
0|2021-10-25|20312.0|0|20312.0|0|300.0|0|0.0|100
0|2021-10-26|20312.0|0|20312.0|0|300.0|0|0.0|100
0|2021-10-27|20521.0|0|20521.0|0|302.0|0|0.0|100
0|2021-10-28|20521.0|0|20521.0|0|302.0|0|0.0|100
0|2021-10-29|20747.0|0|20747.0|0|306.0|0|0.0|100
0|2021-10-30|20747.0|0|20747.0|0|306.0|0|0.0|100
0|2021-10-31|20747.0|0|20747.0|0|306.0|0|0.0|100
0|2021-11-01|20905.0|0|20905.0|0|307.0|0|0.0|100
0|2021-11-02|20905.0|0|20905.0|0|307.0|0|0.0|100
0|2021-11-03|21076.0|0|21076.0|0|308.0|0|0.0|100
0|2021-11-04|21076.0|0|21076.0|0|308.0|0|0.0|100
0|2021-11-05|21297.0|0|21297.0|0|309.0|0|0.0|100
0|2021-11-06|21297.0|0|21297.0|0|309.0|0|0.0|100
0|2021-11-07|21297.0|0|21297.0|0|309.0|0|0.0|100
0|2021-11-08|21490.0|0|21490.0|0|310.0|0|0.0|100
0|2021-11-09|21490.0|0|21490.0|0|310.0|0|0.0|100
0|2021-11-10|21490.0|0|21701.0|0|310.0|0|0.0|100
0|2021-11-11|21701.0|0|21701.0|0|311.0|0|0.0|100
0|2021-11-12|21952.0|0|21952.0|0|314.0|0|0.0|100
0|2021-11-13|21952.0|0|21952.0|0|314.0|0|0.0|100
0|2021-11-14|21952.0|0|21952.0|0|314.0|0|0.0|100
0|2021-11-15|22373.0|0|22373.0|0|314.0|0|0.0|100
0|2021-11-16|22373.0|0|22373.0|0|314.0|0|0.0|100
0|2021-11-17|22636.0|0|22636.0|0|319.0|0|0.0|100
0|2021-11-18|22636.0|0|22636.0|0|319.0|0|0.0|100
0|2021-11-19|22881.0|0|22881.0|0|321.0|0|0.0|100
0|2021-11-20|22881.0|0|22881.0|0|321.0|0|0.0|100
0|2021-11-21|22881.0|0|22881.0|0|321.0|0|0.0|100
0|2021-11-22|23111.0|0|23111.0|0|321.0|0|0.0|100
0|2021-11-23|23111.0|0|23111.0|0|321.0|0|0.0|100
0|2021-11-24|23369.0|0|23369.0|0|326.0|0|0.0|100
0|2021-11-25|23369.0|0|23369.0|0|326.0|0|0.0|100
0|2021-11-26|23369.0|0|23369.0|0|326.0|0|0.0|100
0|2021-11-27|23369.0|0|23369.0|0|326.0|0|0.0|100
0|2021-11-28|23369.0|0|23369.0|0|326.0|0|0.0|100
0|2021-11-29|23764.0|0|23764.0|0|329.0|0|0.0|100
0|2021-11-30|23764.0|0|23764.0|0|329.0|0|0.0|100
0|2021-12-01|24044.0|0|24044.0|0|333.0|0|0.0|100
0|2021-12-02|24044.0|0|24044.0|0|333.0|0|0.0|100
0|2021-12-03|24406.0|0|24406.0|0|337.0|0|0.0|100
0|2021-12-04|24406.0|0|24406.0|0|337.0|0|0.0|100
0|2021-12-05|24406.0|0|24406.0|0|337.0|0|0.0|100
0|2021-12-06|24641.0|0|24641.0|0|337.0|0|0.0|100
0|2021-12-07|24641.0|0|24641.0|0|337.0|0|0.0|100
0|2021-12-08|24962.0|0|24962.0|0|342.0|0|0.0|100
0|2021-12-09|24962.0|0|24962.0|0|342.0|0|0.0|100
0|2021-12-10|25138.0|0|25138.0|0|345.0|0|0.0|100
0|2021-12-11|25138.0|0|25138.0|0|345.0|0|0.0|100
0|2021-12-12|25138.0|0|25138.0|0|345.0|0|0.0|100
0|2021-12-13|25413.0|0|25413.0|0|345.0|0|0.0|100
