|dates|Monroe_Michigan_UnitedStates.JHU_ConfirmedCases.data|Monroe_Michigan_UnitedStates.JHU_ConfirmedCases.missing|Monroe_Michigan_UnitedStates.NYT_ConfirmedCases.data|Monroe_Michigan_UnitedStates.NYT_ConfirmedCases.missing|Monroe_Michigan_UnitedStates.JHU_ConfirmedDeaths.data|Monroe_Michigan_UnitedStates.JHU_ConfirmedDeaths.missing|Monroe_Michigan_UnitedStates.JHU_ConfirmedRecoveries.data|Monroe_Michigan_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-14|25413.0|0|25413.0|0|345.0|0|0.0|100
0|2021-12-15|25670.0|0|25670.0|0|349.0|0|0.0|100
0|2021-12-16|25670.0|0|25670.0|0|349.0|0|0.0|100
0|2021-12-17|25935.0|0|25935.0|0|354.0|0|0.0|100
0|2021-12-18|25935.0|0|25935.0|0|354.0|0|0.0|100
0|2021-12-19|25935.0|0|25935.0|0|354.0|0|0.0|100
0|2021-12-20|26188.0|0|26188.0|0|360.0|0|0.0|100
0|2021-12-21|26188.0|0|26188.0|0|360.0|0|0.0|100
0|2021-12-22|26422.0|0|26422.0|0|364.0|0|0.0|100
0|2021-12-23|26422.0|0|26422.0|0|364.0|0|0.0|100
0|2021-12-24|26422.0|0|26422.0|0|364.0|0|0.0|100
0|2021-12-25|26422.0|0|26422.0|0|364.0|0|0.0|100
0|2021-12-26|26422.0|0|26422.0|0|364.0|0|0.0|100
0|2021-12-27|26834.0|0|26834.0|0|369.0|0|0.0|100
0|2021-12-28|26834.0|0|26834.0|0|369.0|0|0.0|100
0|2021-12-29|27232.0|0|27232.0|0|372.0|0|0.0|100
0|2021-12-30|27232.0|0|27232.0|0|372.0|0|0.0|100
0|2021-12-31|27232.0|0|27232.0|0|372.0|0|0.0|100
0|2022-01-01|27232.0|0|27232.0|0|372.0|0|0.0|100
0|2022-01-02|27232.0|0|27232.0|0|372.0|0|0.0|100
0|2022-01-03|28249.0|0|28249.0|0|375.0|0|0.0|100
0|2022-01-04|28249.0|0|28249.0|0|375.0|0|0.0|100
0|2022-01-05|28685.0|0|28685.0|0|377.0|0|0.0|100
0|2022-01-06|28685.0|0|28685.0|0|377.0|0|0.0|100
0|2022-01-07|29675.0|0|29675.0|0|386.0|0|0.0|100
0|2022-01-08|29675.0|0|29675.0|0|386.0|0|0.0|100
0|2022-01-09|29675.0|0|29675.0|0|386.0|0|0.0|100
0|2022-01-10|30802.0|0|30802.0|0|387.0|0|0.0|100
0|2022-01-11|30802.0|0|30802.0|0|387.0|0|0.0|100
0|2022-01-12|31462.0|0|31462.0|0|391.0|0|0.0|100
0|2022-01-13|31462.0|0|31462.0|0|391.0|0|0.0|100
0|2022-01-14|32120.0|0|32120.0|0|394.0|0|0.0|100
0|2022-01-15|32120.0|0|32120.0|0|394.0|0|0.0|100
0|2022-01-16|32120.0|0|32120.0|0|394.0|0|0.0|100
0|2022-01-17|32120.0|0|0.0|100|394.0|0|0.0|100
