|dates|Cassia_Idaho_UnitedStates.JHU_ConfirmedCases.data|Cassia_Idaho_UnitedStates.JHU_ConfirmedCases.missing|Cassia_Idaho_UnitedStates.NYT_ConfirmedCases.data|Cassia_Idaho_UnitedStates.NYT_ConfirmedCases.missing|Cassia_Idaho_UnitedStates.JHU_ConfirmedDeaths.data|Cassia_Idaho_UnitedStates.JHU_ConfirmedDeaths.missing|Cassia_Idaho_UnitedStates.JHU_ConfirmedRecoveries.data|Cassia_Idaho_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|3720.0|0|3720.0|0|34.0|0|0.0|100
0|2021-10-18|3735.0|0|3735.0|0|34.0|0|0.0|100
0|2021-10-19|3746.0|0|3746.0|0|34.0|0|0.0|100
0|2021-10-20|3770.0|0|3770.0|0|34.0|0|0.0|100
0|2021-10-21|3791.0|0|3791.0|0|35.0|0|0.0|100
0|2021-10-22|3803.0|0|3803.0|0|36.0|0|0.0|100
0|2021-10-23|3810.0|0|3810.0|0|36.0|0|0.0|100
0|2021-10-24|3816.0|0|3816.0|0|36.0|0|0.0|100
0|2021-10-25|3818.0|0|3818.0|0|36.0|0|0.0|100
0|2021-10-26|3826.0|0|3826.0|0|36.0|0|0.0|100
0|2021-10-27|3837.0|0|3837.0|0|36.0|0|0.0|100
0|2021-10-28|3853.0|0|3853.0|0|36.0|0|0.0|100
0|2021-10-29|3863.0|0|3863.0|0|36.0|0|0.0|100
0|2021-10-30|3869.0|0|3869.0|0|36.0|0|0.0|100
0|2021-10-31|3872.0|0|3872.0|0|36.0|0|0.0|100
0|2021-11-01|3877.0|0|3877.0|0|36.0|0|0.0|100
0|2021-11-02|3885.0|0|3885.0|0|36.0|0|0.0|100
0|2021-11-03|3896.0|0|3896.0|0|36.0|0|0.0|100
0|2021-11-04|3901.0|0|3901.0|0|37.0|0|0.0|100
0|2021-11-05|3910.0|0|3910.0|0|38.0|0|0.0|100
0|2021-11-06|3914.0|0|3914.0|0|38.0|0|0.0|100
0|2021-11-07|3914.0|0|3914.0|0|38.0|0|0.0|100
0|2021-11-08|3917.0|0|3917.0|0|39.0|0|0.0|100
0|2021-11-09|3923.0|0|3923.0|0|39.0|0|0.0|100
0|2021-11-10|3923.0|0|3924.0|0|39.0|0|0.0|100
0|2021-11-11|3924.0|0|3924.0|0|40.0|0|0.0|100
0|2021-11-12|3933.0|0|3924.0|0|41.0|0|0.0|100
0|2021-11-13|3938.0|0|3933.0|0|41.0|0|0.0|100
0|2021-11-14|3938.0|0|3938.0|0|41.0|0|0.0|100
0|2021-11-15|3942.0|0|3942.0|0|41.0|0|0.0|100
0|2021-11-16|3947.0|0|3947.0|0|42.0|0|0.0|100
0|2021-11-17|3950.0|0|3950.0|0|42.0|0|0.0|100
0|2021-11-18|3952.0|0|3952.0|0|42.0|0|0.0|100
0|2021-11-19|3955.0|0|3952.0|0|42.0|0|0.0|100
0|2021-11-20|3956.0|0|3956.0|0|42.0|0|0.0|100
0|2021-11-21|3956.0|0|3956.0|0|42.0|0|0.0|100
0|2021-11-22|3957.0|0|3957.0|0|42.0|0|0.0|100
0|2021-11-23|3963.0|0|3963.0|0|43.0|0|0.0|100
0|2021-11-24|3964.0|0|3964.0|0|43.0|0|0.0|100
0|2021-11-25|3964.0|0|3964.0|0|43.0|0|0.0|100
0|2021-11-26|3965.0|0|3965.0|0|43.0|0|0.0|100
0|2021-11-27|3965.0|0|3965.0|0|43.0|0|0.0|100
0|2021-11-28|3965.0|0|3965.0|0|43.0|0|0.0|100
0|2021-11-29|3969.0|0|3969.0|0|43.0|0|0.0|100
0|2021-11-30|3975.0|0|3975.0|0|43.0|0|0.0|100
0|2021-12-01|3982.0|0|3982.0|0|43.0|0|0.0|100
0|2021-12-02|3982.0|0|3991.0|0|43.0|0|0.0|100
0|2021-12-03|3992.0|0|3991.0|0|43.0|0|0.0|100
0|2021-12-04|4000.0|0|4000.0|0|43.0|0|0.0|100
0|2021-12-05|4000.0|0|4000.0|0|43.0|0|0.0|100
0|2021-12-06|4002.0|0|4002.0|0|43.0|0|0.0|100
0|2021-12-07|4012.0|0|4012.0|0|43.0|0|0.0|100
0|2021-12-08|4017.0|0|4017.0|0|43.0|0|0.0|100
0|2021-12-09|4020.0|0|4020.0|0|43.0|0|0.0|100
0|2021-12-10|4024.0|0|4024.0|0|43.0|0|0.0|100
0|2021-12-11|4024.0|0|4024.0|0|43.0|0|0.0|100
0|2021-12-12|4024.0|0|4024.0|0|43.0|0|0.0|100
0|2021-12-13|4028.0|0|4028.0|0|43.0|0|0.0|100
0|2021-12-14|4028.0|0|4028.0|0|43.0|0|0.0|100
0|2021-12-15|4032.0|0|4032.0|0|43.0|0|0.0|100
0|2021-12-16|4038.0|0|4038.0|0|44.0|0|0.0|100
0|2021-12-17|4040.0|0|4040.0|0|44.0|0|0.0|100
0|2021-12-18|4042.0|0|4042.0|0|44.0|0|0.0|100
0|2021-12-19|4042.0|0|4042.0|0|44.0|0|0.0|100
0|2021-12-20|4045.0|0|4045.0|0|44.0|0|0.0|100
0|2021-12-21|4050.0|0|4050.0|0|44.0|0|0.0|100
0|2021-12-22|4050.0|0|4050.0|0|44.0|0|0.0|100
0|2021-12-23|4055.0|0|4055.0|0|44.0|0|0.0|100
0|2021-12-24|4055.0|0|4055.0|0|44.0|0|0.0|100
0|2021-12-25|4055.0|0|4055.0|0|44.0|0|0.0|100
0|2021-12-26|4055.0|0|4055.0|0|44.0|0|0.0|100
0|2021-12-27|4056.0|0|4056.0|0|45.0|0|0.0|100
0|2021-12-28|4059.0|0|4059.0|0|45.0|0|0.0|100
0|2021-12-29|4064.0|0|4064.0|0|45.0|0|0.0|100
0|2021-12-30|4066.0|0|4066.0|0|45.0|0|0.0|100
0|2021-12-31|4066.0|0|4066.0|0|45.0|0|0.0|100
0|2022-01-01|4066.0|0|4066.0|0|45.0|0|0.0|100
0|2022-01-02|4066.0|0|4066.0|0|45.0|0|0.0|100
0|2022-01-03|4066.0|0|4066.0|0|45.0|0|0.0|100
0|2022-01-04|4068.0|0|4068.0|0|46.0|0|0.0|100
0|2022-01-05|4077.0|0|4077.0|0|46.0|0|0.0|100
0|2022-01-06|4089.0|0|4089.0|0|46.0|0|0.0|100
0|2022-01-07|4098.0|0|4098.0|0|46.0|0|0.0|100
0|2022-01-08|4098.0|0|4098.0|0|46.0|0|0.0|100
0|2022-01-09|4098.0|0|4098.0|0|46.0|0|0.0|100
0|2022-01-10|4102.0|0|4102.0|0|47.0|0|0.0|100
0|2022-01-11|4106.0|0|4106.0|0|47.0|0|0.0|100
0|2022-01-12|4112.0|0|4112.0|0|47.0|0|0.0|100
0|2022-01-13|4112.0|0|4121.0|0|47.0|0|0.0|100
0|2022-01-14|4127.0|0|4127.0|0|48.0|0|0.0|100
0|2022-01-15|4133.0|0|4133.0|0|48.0|0|0.0|100
0|2022-01-16|4133.0|0|4133.0|0|48.0|0|0.0|100
0|2022-01-17|4133.0|0|0.0|100|48.0|0|0.0|100
