|dates|Nelson_NorthDakota_UnitedStates.BLS_EmployedPopulation.data|Nelson_NorthDakota_UnitedStates.BLS_EmployedPopulation.missing|Nelson_NorthDakota_UnitedStates.BLS_UnemployedPopulation.data|Nelson_NorthDakota_UnitedStates.BLS_UnemployedPopulation.missing|Nelson_NorthDakota_UnitedStates.BLS_UnemploymentRate.data|Nelson_NorthDakota_UnitedStates.BLS_UnemploymentRate.missing|Nelson_NorthDakota_UnitedStates.BLS_LaborForcePopulation.data|Nelson_NorthDakota_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-10-17|1330.0|0|51.0|0|3.6929761042722666|0|1381.0|0
0|2021-10-18|1330.0|0|51.0|0|3.6929761042722666|0|1381.0|0
0|2021-10-19|1330.0|0|51.0|0|3.6929761042722666|0|1381.0|0
0|2021-10-20|1330.0|0|51.0|0|3.6929761042722666|0|1381.0|0
0|2021-10-21|1330.0|0|51.0|0|3.6929761042722666|0|1381.0|0
0|2021-10-22|1330.0|0|51.0|0|3.6929761042722666|0|1381.0|0
0|2021-10-23|1330.0|0|51.0|0|3.6929761042722666|0|1381.0|0
0|2021-10-24|1330.0|0|51.0|0|3.6929761042722666|0|1381.0|0
0|2021-10-25|1330.0|0|51.0|0|3.6929761042722666|0|1381.0|0
0|2021-10-26|1330.0|0|51.0|0|3.6929761042722666|0|1381.0|0
0|2021-10-27|1330.0|0|51.0|0|3.6929761042722666|0|1381.0|0
0|2021-10-28|1330.0|0|51.0|0|3.6929761042722666|0|1381.0|0
0|2021-10-29|1330.0|0|51.0|0|3.6929761042722666|0|1381.0|0
0|2021-10-30|1330.0|0|51.0|0|3.6929761042722666|0|1381.0|0
0|2021-10-31|1330.0|0|51.0|0|3.6929761042722666|0|1381.0|0
0|2021-11-01|1330.0|0|51.0|0|3.6929761042722666|0|1381.0|0
0|2021-11-02|1330.0|0|51.0|0|3.6929761042722666|0|1381.0|0
0|2021-11-03|1330.0|0|51.0|0|3.6929761042722666|0|1381.0|0
0|2021-11-04|1330.0|0|51.0|0|3.6929761042722666|0|1381.0|0
0|2021-11-05|1330.0|0|51.0|0|3.6929761042722666|0|1381.0|0
0|2021-11-06|1330.0|0|51.0|0|3.6929761042722666|0|1381.0|0
0|2021-11-07|1330.0|0|51.0|0|3.6929761042722666|0|1381.0|0
0|2021-11-08|1330.0|0|51.0|0|3.6929761042722666|0|1381.0|0
0|2021-11-09|1330.0|0|51.0|0|3.6929761042722666|0|1381.0|0
0|2021-11-10|1330.0|0|51.0|0|3.6929761042722666|0|1381.0|0
0|2021-11-11|1330.0|0|51.0|0|3.6929761042722666|0|1381.0|0
0|2021-11-12|1330.0|0|51.0|0|3.6929761042722666|0|1381.0|0
0|2021-11-13|1330.0|0|51.0|0|3.6929761042722666|0|1381.0|0
0|2021-11-14|1330.0|0|51.0|0|3.6929761042722666|0|1381.0|0
0|2021-11-15|1330.0|0|51.0|0|3.6929761042722666|0|1381.0|0
0|2021-11-16|1330.0|0|51.0|0|3.6929761042722666|0|1381.0|0
0|2021-11-17|1330.0|0|51.0|0|3.6929761042722666|0|1381.0|0
0|2021-11-18|1330.0|0|51.0|0|3.6929761042722666|0|1381.0|0
0|2021-11-19|1330.0|0|51.0|0|3.6929761042722666|0|1381.0|0
0|2021-11-20|1330.0|0|51.0|0|3.6929761042722666|0|1381.0|0
0|2021-11-21|1330.0|0|51.0|0|3.6929761042722666|0|1381.0|0
0|2021-11-22|1330.0|0|51.0|0|3.6929761042722666|0|1381.0|0
0|2021-11-23|1330.0|0|51.0|0|3.6929761042722666|0|1381.0|0
0|2021-11-24|1330.0|0|51.0|0|3.6929761042722666|0|1381.0|0
0|2021-11-25|1330.0|0|51.0|0|3.6929761042722666|0|1381.0|0
0|2021-11-26|1330.0|0|51.0|0|3.6929761042722666|0|1381.0|0
0|2021-11-27|1330.0|0|51.0|0|3.6929761042722666|0|1381.0|0
0|2021-11-28|1330.0|0|51.0|0|3.6929761042722666|0|1381.0|0
0|2021-11-29|1330.0|0|51.0|0|3.6929761042722666|0|1381.0|0
0|2021-11-30|1330.0|0|51.0|0|3.6929761042722666|0|1381.0|0
0|2021-12-01|1330.0|0|51.0|0|3.6929761042722666|0|1381.0|0
0|2021-12-02|1330.0|0|51.0|0|3.6929761042722666|0|1381.0|0
0|2021-12-03|1330.0|0|51.0|0|3.6929761042722666|0|1381.0|0
0|2021-12-04|1330.0|0|51.0|0|3.6929761042722666|0|1381.0|0
