|dates|Sonoma_California_UnitedStates.AveragePrecipitationTotal.data|Sonoma_California_UnitedStates.AveragePrecipitationTotal.missing|Sonoma_California_UnitedStates.AveragePrecipitation.data|Sonoma_California_UnitedStates.AveragePrecipitation.missing|Sonoma_California_UnitedStates.AverageWindDirection.data|Sonoma_California_UnitedStates.AverageWindDirection.missing|Sonoma_California_UnitedStates.AverageWindSpeed.data|Sonoma_California_UnitedStates.AverageWindSpeed.missing
0|2021-11-20|0.0010416666666666667|0|0.0|0|226.5625|0|3.7083333333333335|0
0|2021-11-21|0.0|0|0.0|0|108.47023809523809|0|1.7621031746031746|0
0|2021-11-22|0.0|0|0.0|0|83.33333333333333|0|1.7083333333333333|0
0|2021-11-23|0.0|0|0.0|0|136.00694444444446|0|3.6875|0
0|2021-11-24|0.0|0|0.0|0|174.16666666666666|0|3.125|0
0|2021-11-25|0.0|0|0.0|0|70.69444444444444|0|1.2083333333333333|0
0|2021-11-26|0.0|0|0.0|0|72.91666666666667|0|1.2916666666666667|0
0|2021-11-27|0.0|0|0.0|0|59.583333333333336|0|0.8333333333333334|0
0|2021-11-28|0.0|0|0.0|0|109.72222222222223|0|2.3541666666666665|0
0|2021-11-29|0.0|0|0.0|0|76.65178571428571|0|1.6359126984126984|0
0|2021-11-30|0.0|0|0.0|0|89.64583333333333|0|1.585416666666667|0
0|2021-12-01|0.0|0|0.0|0|112.94444444444444|0|1.5972222222222223|0
0|2021-12-02|0.0|0|0.0|0|70.97718253968254|0|1.8311011904761905|0
0|2021-12-03|0.0|0|0.0|0|124.58333333333333|0|1.9583333333333333|0
0|2021-12-04|0.0|0|0.0|0|78.54166666666667|0|2.1666666666666665|0
0|2021-12-05|0.0|0|0.0|0|58.416666666666664|0|1.6500000000000001|0
0|2021-12-06|0.0|0|0.00125|0|66.00694444444444|0|1.0625|0
0|2021-12-07|0.0003125|0|0.0|0|128.4027777777778|0|2.9236111111111107|0
0|2021-12-08|0.0|0|0.000625|0|41.69444444444444|0|1.4993055555555557|0
0|2021-12-09|0.0003125|0|0.0|0|220.17361111111111|0|7.3194444444444455|0
0|2021-12-10|0.0|0|0.0|0|125.0|0|3.8333333333333335|0
0|2021-12-11|0.0|0|0.00125|0|168.33333333333334|0|2.7291666666666665|0
0|2021-12-12|0.005138888888888889|0|0.06725694444444445|0|147.25694444444443|0|8.218749999999998|0
0|2021-12-13|0.017395833333333333|0|0.029812500000000006|0|164.40277777777777|0|6.7569444444444455|0
0|2021-12-14|0.01583333333333333|0|0.007083333333333334|0|180.69444444444443|0|4.756944444444445|0
0|2021-12-15|0.0|0|0.02684027777777778|0|126.5625|0|7.885416666666667|0
0|2021-12-16|0.043333333333333335|0|0.000625|0|171.83333333333334|0|3.1666666666666665|0
0|2021-12-17|0.0002777777777777778|0|0.0|0|85.34027777777779|0|1.3118055555555557|0
0|2021-12-18|0.0|0|0.0|0|67.74305555555556|0|1.479861111111111|0
0|2021-12-19|0.0|0|0.0|0|106.49305555555556|0|2.1152777777777776|0
0|2021-12-20|0.0|0|0.0|0|141.04166666666666|0|4.048611111111111|0
0|2021-12-21|0.0|0|0.01107638888888889|0|91.84027777777779|0|2.2083333333333335|0
0|2021-12-22|0.003583333333333333|0|0.010770833333333335|0|70.60416666666667|0|1.20625|0
0|2021-12-23|0.006166666666666667|0|0.03561805555555557|0|122.90277777777779|0|3.963194444444445|0
0|2021-12-24|0.009305555555555556|0|0.0009027777777777778|0|175.4861111111111|0|5.499305555555556|0
0|2021-12-25|0.004166666666666667|0|0.016375|0|194.09027777777774|0|6.833333333333333|0
0|2021-12-26|0.024166666666666666|0|0.010625|0|135.86805555555554|0|4.385416666666667|0
0|2021-12-27|0.0|0|0.012013888888888888|0|209.65277777777774|0|5.659722222222221|0
0|2021-12-28|0.004583333333333333|0|0.006388888888888889|0|97.7638888888889|0|3.4583333333333335|0
0|2021-12-29|0.0031944444444444446|0|0.005694444444444444|0|185.90277777777774|0|5.611111111111112|0
0|2021-12-30|0.004166666666666667|0|0.0|0|233.61111111111111|0|4.625|0
0|2021-12-31|0.0|0|0.0|0|191.66666666666666|0|6.691666666666666|0
0|2022-01-01|0.0|0|0.0|0|194.79166666666666|0|3.6666666666666665|0
0|2022-01-02|0.0|0|0.0|0|63.79861111111111|0|1.3652777777777778|0
0|2022-01-03|0.0|0|0.014027777777777778|0|140.06944444444446|0|5.6875|0
0|2022-01-04|0.009375|0|0.00020833333333333335|0|122.25|0|2.946527777777778|0
0|2022-01-05|8.333333333333333e-05|0|0.0|0|100.0486111111111|0|1.7652777777777777|0
0|2022-01-06|0.0|0|0.0|0|85.54861111111113|0|1.5562500000000001|0
0|2022-01-07|0.0|0|0.003993055555555556|0|144.56944444444443|0|3.915277777777778|0
0|2022-01-08|0.0031249999999999997|0|0.0|0|68.58333333333333|0|1.538888888888889|0
0|2022-01-09|0.0|0|0.0|0|153.26388888888889|0|3.128472222222222|0
0|2022-01-10|0.0|0|0.0|0|115.84722222222221|0|2.171527777777778|0
0|2022-01-11|0.0|0|0.0|0|85.4861111111111|0|1.390625|0
0|2022-01-12|0.0|0|0.0|0|126.90277777777777|0|3.090277777777778|0
0|2022-01-13|0.0|0|0.0|0|132.55555555555557|0|4.291666666666667|0
0|2022-01-14|0.0|0|0.0|0|171.04166666666666|0|4.013888888888888|0
0|2022-01-15|0.0|0|0.0|0|107.53472222222223|0|1.4340277777777777|0
0|2022-01-16|0.0|0|0.0|0|152.70833333333334|0|2.75|0
0|2022-01-17|0.0|25|0.0|25|134.53819444444446|0|1.0885416666666667|0
