|dates|Crook_Wyoming_UnitedStates.JHU_ConfirmedCases.data|Crook_Wyoming_UnitedStates.JHU_ConfirmedCases.missing|Crook_Wyoming_UnitedStates.NYT_ConfirmedCases.data|Crook_Wyoming_UnitedStates.NYT_ConfirmedCases.missing|Crook_Wyoming_UnitedStates.JHU_ConfirmedDeaths.data|Crook_Wyoming_UnitedStates.JHU_ConfirmedDeaths.missing|Crook_Wyoming_UnitedStates.JHU_ConfirmedRecoveries.data|Crook_Wyoming_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-21|982.0|0|982.0|0|20.0|0|0.0|100
0|2021-11-22|983.0|0|983.0|0|20.0|0|0.0|100
0|2021-11-23|984.0|0|984.0|0|20.0|0|0.0|100
0|2021-11-24|984.0|0|984.0|0|20.0|0|0.0|100
0|2021-11-25|984.0|0|984.0|0|20.0|0|0.0|100
0|2021-11-26|984.0|0|984.0|0|20.0|0|0.0|100
0|2021-11-27|984.0|0|984.0|0|20.0|0|0.0|100
0|2021-11-28|984.0|0|984.0|0|20.0|0|0.0|100
0|2021-11-29|993.0|0|993.0|0|20.0|0|0.0|100
0|2021-11-30|995.0|0|995.0|0|21.0|0|0.0|100
0|2021-12-01|999.0|0|999.0|0|21.0|0|0.0|100
0|2021-12-02|1000.0|0|1000.0|0|21.0|0|0.0|100
0|2021-12-03|1000.0|0|1000.0|0|21.0|0|0.0|100
0|2021-12-04|1000.0|0|1000.0|0|21.0|0|0.0|100
0|2021-12-05|1000.0|0|1000.0|0|21.0|0|0.0|100
0|2021-12-06|1002.0|0|1002.0|0|21.0|0|0.0|100
0|2021-12-07|1004.0|0|1004.0|0|21.0|0|0.0|100
0|2021-12-08|1004.0|0|1004.0|0|21.0|0|0.0|100
0|2021-12-09|1004.0|0|1004.0|0|21.0|0|0.0|100
0|2021-12-10|1004.0|0|1004.0|0|21.0|0|0.0|100
0|2021-12-11|1004.0|0|1004.0|0|21.0|0|0.0|100
0|2021-12-12|1004.0|0|1004.0|0|21.0|0|0.0|100
0|2021-12-13|1007.0|0|1007.0|0|21.0|0|0.0|100
0|2021-12-14|1007.0|0|1008.0|0|21.0|0|0.0|100
0|2021-12-15|1010.0|0|1010.0|0|22.0|0|0.0|100
0|2021-12-16|1013.0|0|1013.0|0|22.0|0|0.0|100
0|2021-12-17|1015.0|0|1015.0|0|22.0|0|0.0|100
0|2021-12-18|1015.0|0|1015.0|0|22.0|0|0.0|100
0|2021-12-19|1015.0|0|1015.0|0|22.0|0|0.0|100
0|2021-12-20|1018.0|0|1018.0|0|22.0|0|0.0|100
0|2021-12-21|1019.0|0|1019.0|0|22.0|0|0.0|100
0|2021-12-22|1019.0|0|1019.0|0|22.0|0|0.0|100
0|2021-12-23|1020.0|0|1020.0|0|22.0|0|0.0|100
0|2021-12-24|1020.0|0|1020.0|0|22.0|0|0.0|100
0|2021-12-25|1020.0|0|1020.0|0|22.0|0|0.0|100
0|2021-12-26|1020.0|0|1020.0|0|22.0|0|0.0|100
0|2021-12-27|1020.0|0|1020.0|0|22.0|0|0.0|100
0|2021-12-28|1021.0|0|1021.0|0|22.0|0|0.0|100
0|2021-12-29|1021.0|0|1021.0|0|22.0|0|0.0|100
0|2021-12-30|1024.0|0|1024.0|0|22.0|0|0.0|100
0|2021-12-31|1024.0|0|1024.0|0|22.0|0|0.0|100
0|2022-01-01|1024.0|0|1024.0|0|22.0|0|0.0|100
0|2022-01-02|1024.0|0|1024.0|0|22.0|0|0.0|100
0|2022-01-03|1031.0|0|1031.0|0|22.0|0|0.0|100
0|2022-01-04|1037.0|0|1037.0|0|22.0|0|0.0|100
0|2022-01-05|1038.0|0|1038.0|0|22.0|0|0.0|100
0|2022-01-06|1043.0|0|1043.0|0|22.0|0|0.0|100
0|2022-01-07|1046.0|0|1046.0|0|22.0|0|0.0|100
0|2022-01-08|1046.0|0|1046.0|0|22.0|0|0.0|100
0|2022-01-09|1046.0|0|1046.0|0|22.0|0|0.0|100
0|2022-01-10|1059.0|0|1059.0|0|22.0|0|0.0|100
0|2022-01-11|1064.0|0|1064.0|0|22.0|0|0.0|100
0|2022-01-12|1069.0|0|1069.0|0|22.0|0|0.0|100
0|2022-01-13|1069.0|0|1076.0|0|22.0|0|0.0|100
0|2022-01-14|1084.0|0|1084.0|0|22.0|0|0.0|100
0|2022-01-15|1084.0|0|1084.0|0|22.0|0|0.0|100
0|2022-01-16|1084.0|0|1084.0|0|22.0|0|0.0|100
0|2022-01-17|1084.0|0|0.0|100|22.0|0|0.0|100
