|dates|Cullman_Alabama_UnitedStates.JHU_ConfirmedCases.data|Cullman_Alabama_UnitedStates.JHU_ConfirmedCases.missing|Cullman_Alabama_UnitedStates.NYT_ConfirmedCases.data|Cullman_Alabama_UnitedStates.NYT_ConfirmedCases.missing|Cullman_Alabama_UnitedStates.JHU_ConfirmedDeaths.data|Cullman_Alabama_UnitedStates.JHU_ConfirmedDeaths.missing|Cullman_Alabama_UnitedStates.JHU_ConfirmedRecoveries.data|Cullman_Alabama_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|15325.0|0|15325.0|0|290.0|0|0.0|100
0|2021-10-18|15333.0|0|15333.0|0|290.0|0|0.0|100
0|2021-10-19|15354.0|0|15354.0|0|291.0|0|0.0|100
0|2021-10-20|15365.0|0|15365.0|0|292.0|0|0.0|100
0|2021-10-21|15383.0|0|15383.0|0|292.0|0|0.0|100
0|2021-10-22|15406.0|0|15406.0|0|293.0|0|0.0|100
0|2021-10-23|15443.0|0|15443.0|0|293.0|0|0.0|100
0|2021-10-24|15454.0|0|15454.0|0|293.0|0|0.0|100
0|2021-10-25|15468.0|0|15468.0|0|293.0|0|0.0|100
0|2021-10-26|15493.0|0|15493.0|0|293.0|0|0.0|100
0|2021-10-27|15572.0|0|15572.0|0|293.0|0|0.0|100
0|2021-10-28|15680.0|0|15680.0|0|296.0|0|0.0|100
0|2021-10-29|15693.0|0|15693.0|0|296.0|0|0.0|100
0|2021-10-30|15697.0|0|15697.0|0|296.0|0|0.0|100
0|2021-10-31|15703.0|0|15703.0|0|296.0|0|0.0|100
0|2021-11-01|15706.0|0|15706.0|0|296.0|0|0.0|100
0|2021-11-02|15720.0|0|15720.0|0|297.0|0|0.0|100
0|2021-11-03|15724.0|0|15724.0|0|298.0|0|0.0|100
0|2021-11-04|15752.0|0|15752.0|0|298.0|0|0.0|100
0|2021-11-05|15770.0|0|15770.0|0|298.0|0|0.0|100
0|2021-11-06|15805.0|0|15805.0|0|298.0|0|0.0|100
0|2021-11-07|15814.0|0|15814.0|0|298.0|0|0.0|100
0|2021-11-08|15820.0|0|15820.0|0|298.0|0|0.0|100
0|2021-11-09|15833.0|0|15833.0|0|298.0|0|0.0|100
0|2021-11-10|15833.0|0|15835.0|0|298.0|0|0.0|100
0|2021-11-11|15880.0|0|15880.0|0|299.0|0|0.0|100
0|2021-11-12|15888.0|0|15888.0|0|299.0|0|0.0|100
0|2021-11-13|15894.0|0|15894.0|0|299.0|0|0.0|100
0|2021-11-14|15899.0|0|15899.0|0|299.0|0|0.0|100
0|2021-11-15|15906.0|0|15906.0|0|299.0|0|0.0|100
0|2021-11-16|15918.0|0|15918.0|0|299.0|0|0.0|100
0|2021-11-17|15938.0|0|15938.0|0|300.0|0|0.0|100
0|2021-11-18|15947.0|0|15947.0|0|300.0|0|0.0|100
0|2021-11-19|15953.0|0|15953.0|0|302.0|0|0.0|100
0|2021-11-20|15976.0|0|15976.0|0|302.0|0|0.0|100
0|2021-11-21|15985.0|0|15985.0|0|302.0|0|0.0|100
0|2021-11-22|15991.0|0|15991.0|0|302.0|0|0.0|100
0|2021-11-23|16009.0|0|16009.0|0|302.0|0|0.0|100
0|2021-11-24|16017.0|0|16017.0|0|303.0|0|0.0|100
0|2021-11-25|16032.0|0|16032.0|0|303.0|0|0.0|100
0|2021-11-26|16032.0|0|16032.0|0|303.0|0|0.0|100
0|2021-11-27|16044.0|0|16044.0|0|303.0|0|0.0|100
0|2021-11-28|16050.0|0|16050.0|0|303.0|0|0.0|100
0|2021-11-29|16054.0|0|16054.0|0|303.0|0|0.0|100
0|2021-11-30|16054.0|0|16067.0|0|303.0|0|0.0|100
0|2021-12-01|16081.0|0|16081.0|0|304.0|0|0.0|100
0|2021-12-02|16113.0|0|16113.0|0|304.0|0|0.0|100
0|2021-12-03|16140.0|0|16140.0|0|305.0|0|0.0|100
0|2021-12-04|16157.0|0|16157.0|0|306.0|0|0.0|100
0|2021-12-05|16164.0|0|16164.0|0|306.0|0|0.0|100
0|2021-12-06|16170.0|0|16170.0|0|306.0|0|0.0|100
0|2021-12-07|16183.0|0|16183.0|0|306.0|0|0.0|100
0|2021-12-08|16203.0|0|16203.0|0|306.0|0|0.0|100
0|2021-12-09|16230.0|0|16230.0|0|306.0|0|0.0|100
0|2021-12-10|16266.0|0|16266.0|0|307.0|0|0.0|100
0|2021-12-11|16285.0|0|16285.0|0|307.0|0|0.0|100
0|2021-12-12|16299.0|0|16299.0|0|307.0|0|0.0|100
0|2021-12-13|16308.0|0|16308.0|0|307.0|0|0.0|100
0|2021-12-14|16308.0|0|16349.0|0|307.0|0|0.0|100
0|2021-12-15|16380.0|0|16380.0|0|307.0|0|0.0|100
0|2021-12-16|16399.0|0|16399.0|0|307.0|0|0.0|100
0|2021-12-17|16426.0|0|16426.0|0|307.0|0|0.0|100
0|2021-12-18|16440.0|0|16440.0|0|307.0|0|0.0|100
0|2021-12-19|16467.0|0|16467.0|0|307.0|0|0.0|100
0|2021-12-20|16476.0|0|16476.0|0|307.0|0|0.0|100
0|2021-12-21|16513.0|0|16513.0|0|307.0|0|0.0|100
0|2021-12-22|16552.0|0|16552.0|0|308.0|0|0.0|100
0|2021-12-23|16591.0|0|16591.0|0|308.0|0|0.0|100
0|2021-12-24|16620.0|0|16620.0|0|308.0|0|0.0|100
0|2021-12-25|16649.0|0|16649.0|0|308.0|0|0.0|100
0|2021-12-26|16654.0|0|16654.0|0|308.0|0|0.0|100
0|2021-12-27|16665.0|0|16665.0|0|308.0|0|0.0|100
0|2021-12-28|16725.0|0|16725.0|0|309.0|0|0.0|100
0|2021-12-29|16816.0|0|16816.0|0|310.0|0|0.0|100
0|2021-12-30|16891.0|0|16891.0|0|310.0|0|0.0|100
0|2021-12-31|16977.0|0|16977.0|0|310.0|0|0.0|100
0|2022-01-01|16977.0|0|16977.0|0|310.0|0|0.0|100
0|2022-01-02|17135.0|0|17135.0|0|310.0|0|0.0|100
0|2022-01-03|17201.0|0|17201.0|0|310.0|0|0.0|100
0|2022-01-04|17302.0|0|17302.0|0|311.0|0|0.0|100
0|2022-01-05|17486.0|0|17486.0|0|311.0|0|0.0|100
0|2022-01-06|17650.0|0|17650.0|0|311.0|0|0.0|100
0|2022-01-07|17832.0|0|17832.0|0|313.0|0|0.0|100
0|2022-01-08|17922.0|0|17922.0|0|315.0|0|0.0|100
0|2022-01-09|18098.0|0|18098.0|0|315.0|0|0.0|100
0|2022-01-10|18191.0|0|18191.0|0|315.0|0|0.0|100
0|2022-01-11|18341.0|0|18341.0|0|315.0|0|0.0|100
0|2022-01-12|18496.0|0|18496.0|0|316.0|0|0.0|100
0|2022-01-13|18496.0|0|18496.0|0|316.0|0|0.0|100
0|2022-01-14|18496.0|0|18496.0|0|316.0|0|0.0|100
0|2022-01-15|18496.0|0|18496.0|0|316.0|0|0.0|100
0|2022-01-16|19463.0|0|19463.0|0|319.0|0|0.0|100
0|2022-01-17|19568.0|0|0.0|100|319.0|0|0.0|100
