|dates|Kent_Texas_UnitedStates.BLS_EmployedPopulation.data|Kent_Texas_UnitedStates.BLS_EmployedPopulation.missing|Kent_Texas_UnitedStates.BLS_UnemployedPopulation.data|Kent_Texas_UnitedStates.BLS_UnemployedPopulation.missing|Kent_Texas_UnitedStates.BLS_UnemploymentRate.data|Kent_Texas_UnitedStates.BLS_UnemploymentRate.missing|Kent_Texas_UnitedStates.BLS_LaborForcePopulation.data|Kent_Texas_UnitedStates.BLS_LaborForcePopulation.missing
0|2022-01-01|456.0|0|15.0|0|3.1847133757961785|0|471.0|0
0|2022-01-02|456.0|0|15.0|0|3.1847133757961785|0|471.0|0
0|2022-01-03|456.0|0|15.0|0|3.1847133757961785|0|471.0|0
0|2022-01-04|456.0|0|15.0|0|3.1847133757961785|0|471.0|0
0|2022-01-05|456.0|0|15.0|0|3.1847133757961785|0|471.0|0
0|2022-01-06|456.0|0|15.0|0|3.1847133757961785|0|471.0|0
0|2022-01-07|456.0|0|15.0|0|3.1847133757961785|0|471.0|0
0|2022-01-08|456.0|0|15.0|0|3.1847133757961785|0|471.0|0
0|2022-01-09|456.0|0|15.0|0|3.1847133757961785|0|471.0|0
0|2022-01-10|456.0|0|15.0|0|3.1847133757961785|0|471.0|0
0|2022-01-11|456.0|0|15.0|0|3.1847133757961785|0|471.0|0
0|2022-01-12|456.0|0|15.0|0|3.1847133757961785|0|471.0|0
0|2022-01-13|456.0|0|15.0|0|3.1847133757961785|0|471.0|0
0|2022-01-14|456.0|0|15.0|0|3.1847133757961785|0|471.0|0
0|2022-01-15|456.0|0|15.0|0|3.1847133757961785|0|471.0|0
0|2022-01-16|456.0|0|15.0|0|3.1847133757961785|0|471.0|0
0|2022-01-17|456.0|0|15.0|0|3.1847133757961785|0|471.0|0
