|dates|Kent_Texas_UnitedStates.BLS_EmployedPopulation.data|Kent_Texas_UnitedStates.BLS_EmployedPopulation.missing|Kent_Texas_UnitedStates.BLS_UnemployedPopulation.data|Kent_Texas_UnitedStates.BLS_UnemployedPopulation.missing|Kent_Texas_UnitedStates.BLS_UnemploymentRate.data|Kent_Texas_UnitedStates.BLS_UnemploymentRate.missing|Kent_Texas_UnitedStates.BLS_LaborForcePopulation.data|Kent_Texas_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-10-17|456.0|0|15.0|0|3.1847133757961785|0|471.0|0
0|2021-10-18|456.0|0|15.0|0|3.1847133757961785|0|471.0|0
0|2021-10-19|456.0|0|15.0|0|3.1847133757961785|0|471.0|0
0|2021-10-20|456.0|0|15.0|0|3.1847133757961785|0|471.0|0
0|2021-10-21|456.0|0|15.0|0|3.1847133757961785|0|471.0|0
0|2021-10-22|456.0|0|15.0|0|3.1847133757961785|0|471.0|0
0|2021-10-23|456.0|0|15.0|0|3.1847133757961785|0|471.0|0
0|2021-10-24|456.0|0|15.0|0|3.1847133757961785|0|471.0|0
0|2021-10-25|456.0|0|15.0|0|3.1847133757961785|0|471.0|0
0|2021-10-26|456.0|0|15.0|0|3.1847133757961785|0|471.0|0
0|2021-10-27|456.0|0|15.0|0|3.1847133757961785|0|471.0|0
0|2021-10-28|456.0|0|15.0|0|3.1847133757961785|0|471.0|0
0|2021-10-29|456.0|0|15.0|0|3.1847133757961785|0|471.0|0
0|2021-10-30|456.0|0|15.0|0|3.1847133757961785|0|471.0|0
0|2021-10-31|456.0|0|15.0|0|3.1847133757961785|0|471.0|0
0|2021-11-01|456.0|0|15.0|0|3.1847133757961785|0|471.0|0
0|2021-11-02|456.0|0|15.0|0|3.1847133757961785|0|471.0|0
0|2021-11-03|456.0|0|15.0|0|3.1847133757961785|0|471.0|0
0|2021-11-04|456.0|0|15.0|0|3.1847133757961785|0|471.0|0
0|2021-11-05|456.0|0|15.0|0|3.1847133757961785|0|471.0|0
0|2021-11-06|456.0|0|15.0|0|3.1847133757961785|0|471.0|0
0|2021-11-07|456.0|0|15.0|0|3.1847133757961785|0|471.0|0
0|2021-11-08|456.0|0|15.0|0|3.1847133757961785|0|471.0|0
0|2021-11-09|456.0|0|15.0|0|3.1847133757961785|0|471.0|0
0|2021-11-10|456.0|0|15.0|0|3.1847133757961785|0|471.0|0
0|2021-11-11|456.0|0|15.0|0|3.1847133757961785|0|471.0|0
0|2021-11-12|456.0|0|15.0|0|3.1847133757961785|0|471.0|0
0|2021-11-13|456.0|0|15.0|0|3.1847133757961785|0|471.0|0
0|2021-11-14|456.0|0|15.0|0|3.1847133757961785|0|471.0|0
0|2021-11-15|456.0|0|15.0|0|3.1847133757961785|0|471.0|0
0|2021-11-16|456.0|0|15.0|0|3.1847133757961785|0|471.0|0
0|2021-11-17|456.0|0|15.0|0|3.1847133757961785|0|471.0|0
0|2021-11-18|456.0|0|15.0|0|3.1847133757961785|0|471.0|0
0|2021-11-19|456.0|0|15.0|0|3.1847133757961785|0|471.0|0
0|2021-11-20|456.0|0|15.0|0|3.1847133757961785|0|471.0|0
0|2021-11-21|456.0|0|15.0|0|3.1847133757961785|0|471.0|0
0|2021-11-22|456.0|0|15.0|0|3.1847133757961785|0|471.0|0
0|2021-11-23|456.0|0|15.0|0|3.1847133757961785|0|471.0|0
0|2021-11-24|456.0|0|15.0|0|3.1847133757961785|0|471.0|0
0|2021-11-25|456.0|0|15.0|0|3.1847133757961785|0|471.0|0
0|2021-11-26|456.0|0|15.0|0|3.1847133757961785|0|471.0|0
0|2021-11-27|456.0|0|15.0|0|3.1847133757961785|0|471.0|0
0|2021-11-28|456.0|0|15.0|0|3.1847133757961785|0|471.0|0
0|2021-11-29|456.0|0|15.0|0|3.1847133757961785|0|471.0|0
0|2021-11-30|456.0|0|15.0|0|3.1847133757961785|0|471.0|0
0|2021-12-01|456.0|0|15.0|0|3.1847133757961785|0|471.0|0
0|2021-12-02|456.0|0|15.0|0|3.1847133757961785|0|471.0|0
0|2021-12-03|456.0|0|15.0|0|3.1847133757961785|0|471.0|0
0|2021-12-04|456.0|0|15.0|0|3.1847133757961785|0|471.0|0
0|2021-12-05|456.0|0|15.0|0|3.1847133757961785|0|471.0|0
0|2021-12-06|456.0|0|15.0|0|3.1847133757961785|0|471.0|0
0|2021-12-07|456.0|0|15.0|0|3.1847133757961785|0|471.0|0
0|2021-12-08|456.0|0|15.0|0|3.1847133757961785|0|471.0|0
0|2021-12-09|456.0|0|15.0|0|3.1847133757961785|0|471.0|0
0|2021-12-10|456.0|0|15.0|0|3.1847133757961785|0|471.0|0
0|2021-12-11|456.0|0|15.0|0|3.1847133757961785|0|471.0|0
0|2021-12-12|456.0|0|15.0|0|3.1847133757961785|0|471.0|0
0|2021-12-13|456.0|0|15.0|0|3.1847133757961785|0|471.0|0
0|2021-12-14|456.0|0|15.0|0|3.1847133757961785|0|471.0|0
0|2021-12-15|456.0|0|15.0|0|3.1847133757961785|0|471.0|0
0|2021-12-16|456.0|0|15.0|0|3.1847133757961785|0|471.0|0
0|2021-12-17|456.0|0|15.0|0|3.1847133757961785|0|471.0|0
0|2021-12-18|456.0|0|15.0|0|3.1847133757961785|0|471.0|0
0|2021-12-19|456.0|0|15.0|0|3.1847133757961785|0|471.0|0
0|2021-12-20|456.0|0|15.0|0|3.1847133757961785|0|471.0|0
0|2021-12-21|456.0|0|15.0|0|3.1847133757961785|0|471.0|0
0|2021-12-22|456.0|0|15.0|0|3.1847133757961785|0|471.0|0
0|2021-12-23|456.0|0|15.0|0|3.1847133757961785|0|471.0|0
0|2021-12-24|456.0|0|15.0|0|3.1847133757961785|0|471.0|0
0|2021-12-25|456.0|0|15.0|0|3.1847133757961785|0|471.0|0
0|2021-12-26|456.0|0|15.0|0|3.1847133757961785|0|471.0|0
0|2021-12-27|456.0|0|15.0|0|3.1847133757961785|0|471.0|0
0|2021-12-28|456.0|0|15.0|0|3.1847133757961785|0|471.0|0
0|2021-12-29|456.0|0|15.0|0|3.1847133757961785|0|471.0|0
0|2021-12-30|456.0|0|15.0|0|3.1847133757961785|0|471.0|0
0|2021-12-31|456.0|0|15.0|0|3.1847133757961785|0|471.0|0
