|dates|Morrill_Nebraska_UnitedStates.JHU_ConfirmedCases.data|Morrill_Nebraska_UnitedStates.JHU_ConfirmedCases.missing|Morrill_Nebraska_UnitedStates.NYT_ConfirmedCases.data|Morrill_Nebraska_UnitedStates.NYT_ConfirmedCases.missing|Morrill_Nebraska_UnitedStates.JHU_ConfirmedDeaths.data|Morrill_Nebraska_UnitedStates.JHU_ConfirmedDeaths.missing|Morrill_Nebraska_UnitedStates.JHU_ConfirmedRecoveries.data|Morrill_Nebraska_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2022-01-05|958.0|0|958.0|0|7.0|0|0.0|100
0|2022-01-06|959.0|0|959.0|0|7.0|0|0.0|100
0|2022-01-07|959.0|0|959.0|0|7.0|0|0.0|100
0|2022-01-08|959.0|0|959.0|0|7.0|0|0.0|100
0|2022-01-09|959.0|0|959.0|0|7.0|0|0.0|100
0|2022-01-10|974.0|0|974.0|0|7.0|0|0.0|100
0|2022-01-11|976.0|0|976.0|0|7.0|0|0.0|100
0|2022-01-12|983.0|0|983.0|0|7.0|0|0.0|100
0|2022-01-13|983.0|0|989.0|0|7.0|0|0.0|100
0|2022-01-14|993.0|0|993.0|0|7.0|0|0.0|100
0|2022-01-15|993.0|0|993.0|0|7.0|0|0.0|100
0|2022-01-16|993.0|0|993.0|0|7.0|0|0.0|100
0|2022-01-17|1001.0|0|0.0|100|7.0|0|0.0|100
