|dates|Davis_Utah_UnitedStates.JHU_ConfirmedCases.data|Davis_Utah_UnitedStates.JHU_ConfirmedCases.missing|Davis_Utah_UnitedStates.NYT_ConfirmedCases.data|Davis_Utah_UnitedStates.NYT_ConfirmedCases.missing|Davis_Utah_UnitedStates.JHU_ConfirmedDeaths.data|Davis_Utah_UnitedStates.JHU_ConfirmedDeaths.missing|Davis_Utah_UnitedStates.JHU_ConfirmedRecoveries.data|Davis_Utah_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-12|62483.0|0|62483.0|0|299.0|0|0.0|100
0|2021-12-13|62787.0|0|62787.0|0|299.0|0|0.0|100
0|2021-12-14|62787.0|0|62930.0|0|299.0|0|0.0|100
0|2021-12-15|63102.0|0|63102.0|0|304.0|0|0.0|100
0|2021-12-16|63249.0|0|63249.0|0|306.0|0|0.0|100
0|2021-12-17|63361.0|0|63361.0|0|308.0|0|0.0|100
0|2021-12-18|63361.0|0|63361.0|0|308.0|0|0.0|100
0|2021-12-19|63361.0|0|63361.0|0|308.0|0|0.0|100
0|2021-12-20|63633.0|0|63633.0|0|308.0|0|0.0|100
0|2021-12-21|63712.0|0|63712.0|0|310.0|0|0.0|100
0|2021-12-22|63903.0|0|63903.0|0|310.0|0|0.0|100
0|2021-12-23|64052.0|0|64052.0|0|311.0|0|0.0|100
0|2021-12-24|64052.0|0|64052.0|0|311.0|0|0.0|100
0|2021-12-25|64052.0|0|64052.0|0|311.0|0|0.0|100
0|2021-12-26|64052.0|0|64052.0|0|311.0|0|0.0|100
0|2021-12-27|64594.0|0|64594.0|0|311.0|0|0.0|100
0|2021-12-28|64798.0|0|64798.0|0|311.0|0|0.0|100
0|2021-12-29|65168.0|0|65168.0|0|311.0|0|0.0|100
0|2021-12-30|65556.0|0|65556.0|0|311.0|0|0.0|100
0|2021-12-31|65556.0|0|65556.0|0|311.0|0|0.0|100
0|2022-01-01|65556.0|0|65556.0|0|311.0|0|0.0|100
0|2022-01-02|65556.0|0|65556.0|0|311.0|0|0.0|100
0|2022-01-03|67251.0|0|67251.0|0|311.0|0|0.0|100
0|2022-01-04|67790.0|0|67790.0|0|314.0|0|0.0|100
0|2022-01-05|68538.0|0|68538.0|0|316.0|0|0.0|100
0|2022-01-06|69529.0|0|69529.0|0|317.0|0|0.0|100
0|2022-01-07|70577.0|0|70577.0|0|318.0|0|0.0|100
0|2022-01-08|70577.0|0|70577.0|0|318.0|0|0.0|100
0|2022-01-09|70577.0|0|70577.0|0|318.0|0|0.0|100
0|2022-01-10|73048.0|0|73048.0|0|324.0|0|0.0|100
0|2022-01-11|74203.0|0|74203.0|0|327.0|0|0.0|100
0|2022-01-12|75570.0|0|75570.0|0|328.0|0|0.0|100
0|2022-01-13|75570.0|0|77132.0|0|328.0|0|0.0|100
0|2022-01-14|75570.0|0|78771.0|0|332.0|0|0.0|100
0|2022-01-15|78771.0|0|78771.0|0|332.0|0|0.0|100
0|2022-01-16|78771.0|0|78771.0|0|332.0|0|0.0|100
0|2022-01-17|78771.0|0|0.0|100|332.0|0|0.0|100
