|dates|Brown_Wisconsin_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Brown_Wisconsin_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Brown_Wisconsin_UnitedStates.Male_Total_Population.data|Brown_Wisconsin_UnitedStates.Male_Total_Population.missing|Brown_Wisconsin_UnitedStates.Female_Total_Population.data|Brown_Wisconsin_UnitedStates.Female_Total_Population.missing|Brown_Wisconsin_UnitedStates.MaleAndFemale_Under18_Population.data|Brown_Wisconsin_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-12-05|39133.0|0|130577.0|0|132801.0|0|62704.0|0
0|2021-12-06|39133.0|0|130577.0|0|132801.0|0|62704.0|0
0|2021-12-07|39133.0|0|130577.0|0|132801.0|0|62704.0|0
0|2021-12-08|39133.0|0|130577.0|0|132801.0|0|62704.0|0
0|2021-12-09|39133.0|0|130577.0|0|132801.0|0|62704.0|0
0|2021-12-10|39133.0|0|130577.0|0|132801.0|0|62704.0|0
0|2021-12-11|39133.0|0|130577.0|0|132801.0|0|62704.0|0
0|2021-12-12|39133.0|0|130577.0|0|132801.0|0|62704.0|0
0|2021-12-13|39133.0|0|130577.0|0|132801.0|0|62704.0|0
0|2021-12-14|39133.0|0|130577.0|0|132801.0|0|62704.0|0
0|2021-12-15|39133.0|0|130577.0|0|132801.0|0|62704.0|0
0|2021-12-16|39133.0|0|130577.0|0|132801.0|0|62704.0|0
0|2021-12-17|39133.0|0|130577.0|0|132801.0|0|62704.0|0
0|2021-12-18|39133.0|0|130577.0|0|132801.0|0|62704.0|0
0|2021-12-19|39133.0|0|130577.0|0|132801.0|0|62704.0|0
0|2021-12-20|39133.0|0|130577.0|0|132801.0|0|62704.0|0
0|2021-12-21|39133.0|0|130577.0|0|132801.0|0|62704.0|0
0|2021-12-22|39133.0|0|130577.0|0|132801.0|0|62704.0|0
0|2021-12-23|39133.0|0|130577.0|0|132801.0|0|62704.0|0
0|2021-12-24|39133.0|0|130577.0|0|132801.0|0|62704.0|0
0|2021-12-25|39133.0|0|130577.0|0|132801.0|0|62704.0|0
0|2021-12-26|39133.0|0|130577.0|0|132801.0|0|62704.0|0
0|2021-12-27|39133.0|0|130577.0|0|132801.0|0|62704.0|0
0|2021-12-28|39133.0|0|130577.0|0|132801.0|0|62704.0|0
0|2021-12-29|39133.0|0|130577.0|0|132801.0|0|62704.0|0
0|2021-12-30|39133.0|0|130577.0|0|132801.0|0|62704.0|0
0|2021-12-31|39133.0|0|130577.0|0|132801.0|0|62704.0|0
0|2022-01-01|39133.0|0|130577.0|0|132801.0|0|62704.0|0
0|2022-01-02|39133.0|0|130577.0|0|132801.0|0|62704.0|0
0|2022-01-03|39133.0|0|130577.0|0|132801.0|0|62704.0|0
0|2022-01-04|39133.0|0|130577.0|0|132801.0|0|62704.0|0
0|2022-01-05|39133.0|0|130577.0|0|132801.0|0|62704.0|0
0|2022-01-06|39133.0|0|130577.0|0|132801.0|0|62704.0|0
0|2022-01-07|39133.0|0|130577.0|0|132801.0|0|62704.0|0
0|2022-01-08|39133.0|0|130577.0|0|132801.0|0|62704.0|0
0|2022-01-09|39133.0|0|130577.0|0|132801.0|0|62704.0|0
0|2022-01-10|39133.0|0|130577.0|0|132801.0|0|62704.0|0
0|2022-01-11|39133.0|0|130577.0|0|132801.0|0|62704.0|0
0|2022-01-12|39133.0|0|130577.0|0|132801.0|0|62704.0|0
0|2022-01-13|39133.0|0|130577.0|0|132801.0|0|62704.0|0
0|2022-01-14|39133.0|0|130577.0|0|132801.0|0|62704.0|0
0|2022-01-15|39133.0|0|130577.0|0|132801.0|0|62704.0|0
0|2022-01-16|39133.0|0|130577.0|0|132801.0|0|62704.0|0
0|2022-01-17|39133.0|0|130577.0|0|132801.0|0|62704.0|0
