|dates|Wayne_Georgia_UnitedStates.JHU_ConfirmedCases.data|Wayne_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Wayne_Georgia_UnitedStates.NYT_ConfirmedCases.data|Wayne_Georgia_UnitedStates.NYT_ConfirmedCases.missing|Wayne_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Wayne_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Wayne_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Wayne_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-30|5841.0|0|5850.0|0|175.0|0|0.0|100
0|2021-12-01|5842.0|0|5851.0|0|175.0|0|0.0|100
0|2021-12-02|5842.0|0|5851.0|0|175.0|0|0.0|100
0|2021-12-03|5841.0|0|5850.0|0|176.0|0|0.0|100
0|2021-12-04|5841.0|0|5850.0|0|176.0|0|0.0|100
0|2021-12-05|5841.0|0|5850.0|0|176.0|0|0.0|100
0|2021-12-06|5843.0|0|5854.0|0|176.0|0|0.0|100
0|2021-12-07|5849.0|0|5860.0|0|176.0|0|0.0|100
0|2021-12-08|5850.0|0|5861.0|0|176.0|0|0.0|100
0|2021-12-09|5850.0|0|5861.0|0|176.0|0|0.0|100
0|2021-12-10|5851.0|0|5862.0|0|176.0|0|0.0|100
0|2021-12-11|5851.0|0|5862.0|0|176.0|0|0.0|100
0|2021-12-12|5851.0|0|5862.0|0|176.0|0|0.0|100
0|2021-12-13|5851.0|0|5861.0|0|176.0|0|0.0|100
0|2021-12-14|5851.0|0|5861.0|0|176.0|0|0.0|100
0|2021-12-15|5853.0|0|5863.0|0|176.0|0|0.0|100
0|2021-12-16|5853.0|0|5863.0|0|176.0|0|0.0|100
0|2021-12-17|5853.0|0|5863.0|0|176.0|0|0.0|100
0|2021-12-18|5853.0|0|5863.0|0|176.0|0|0.0|100
0|2021-12-19|5853.0|0|5863.0|0|176.0|0|0.0|100
0|2021-12-20|5855.0|0|5865.0|0|176.0|0|0.0|100
0|2021-12-21|5856.0|0|5866.0|0|177.0|0|0.0|100
0|2021-12-22|5866.0|0|5876.0|0|177.0|0|0.0|100
0|2021-12-23|5867.0|0|5877.0|0|177.0|0|0.0|100
0|2021-12-24|5872.0|0|5882.0|0|177.0|0|0.0|100
0|2021-12-25|5872.0|0|5882.0|0|177.0|0|0.0|100
0|2021-12-26|5872.0|0|5882.0|0|177.0|0|0.0|100
0|2021-12-27|5891.0|0|5900.0|0|177.0|0|0.0|100
0|2021-12-28|5907.0|0|5916.0|0|177.0|0|0.0|100
0|2021-12-29|5937.0|0|5946.0|0|179.0|0|0.0|100
0|2021-12-30|5955.0|0|5964.0|0|179.0|0|0.0|100
0|2021-12-31|5975.0|0|5984.0|0|180.0|0|0.0|100
0|2022-01-01|5975.0|0|5984.0|0|180.0|0|0.0|100
0|2022-01-02|5975.0|0|5984.0|0|180.0|0|0.0|100
0|2022-01-03|5975.0|0|5984.0|0|180.0|0|0.0|100
0|2022-01-04|6052.0|0|6061.0|0|181.0|0|0.0|100
0|2022-01-05|6085.0|0|6094.0|0|181.0|0|0.0|100
0|2022-01-06|6085.0|0|6094.0|0|181.0|0|0.0|100
0|2022-01-07|6085.0|0|6094.0|0|181.0|0|0.0|100
0|2022-01-08|6085.0|0|6094.0|0|181.0|0|0.0|100
0|2022-01-09|6085.0|0|6094.0|0|181.0|0|0.0|100
0|2022-01-10|6223.0|0|6232.0|0|181.0|0|0.0|100
0|2022-01-11|6265.0|0|6274.0|0|181.0|0|0.0|100
0|2022-01-12|6306.0|0|6315.0|0|181.0|0|0.0|100
0|2022-01-13|6306.0|0|6374.0|0|181.0|0|0.0|100
0|2022-01-14|6396.0|0|6405.0|0|181.0|0|0.0|100
0|2022-01-15|6396.0|0|6405.0|0|181.0|0|0.0|100
0|2022-01-16|6396.0|0|6405.0|0|181.0|0|0.0|100
0|2022-01-17|6518.0|0|0.0|100|181.0|0|0.0|100
