|dates|Polk_Missouri_UnitedStates.JHU_ConfirmedCases.data|Polk_Missouri_UnitedStates.JHU_ConfirmedCases.missing|Polk_Missouri_UnitedStates.NYT_ConfirmedCases.data|Polk_Missouri_UnitedStates.NYT_ConfirmedCases.missing|Polk_Missouri_UnitedStates.JHU_ConfirmedDeaths.data|Polk_Missouri_UnitedStates.JHU_ConfirmedDeaths.missing|Polk_Missouri_UnitedStates.JHU_ConfirmedRecoveries.data|Polk_Missouri_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2022-01-08|6139.0|0|6139.0|0|83.0|0|0.0|100
0|2022-01-09|6147.0|0|6147.0|0|83.0|0|0.0|100
0|2022-01-10|6155.0|0|6155.0|0|83.0|0|0.0|100
0|2022-01-11|6230.0|0|6230.0|0|83.0|0|0.0|100
0|2022-01-12|6284.0|0|6284.0|0|83.0|0|0.0|100
0|2022-01-13|6284.0|0|6338.0|0|83.0|0|0.0|100
0|2022-01-14|6393.0|0|6393.0|0|83.0|0|0.0|100
0|2022-01-15|6464.0|0|6464.0|0|83.0|0|0.0|100
0|2022-01-16|6464.0|0|6464.0|0|83.0|0|0.0|100
0|2022-01-17|6464.0|0|0.0|100|83.0|0|0.0|100
