|dates|Waupaca_Wisconsin_UnitedStates.JHU_ConfirmedCases.data|Waupaca_Wisconsin_UnitedStates.JHU_ConfirmedCases.missing|Waupaca_Wisconsin_UnitedStates.NYT_ConfirmedCases.data|Waupaca_Wisconsin_UnitedStates.NYT_ConfirmedCases.missing|Waupaca_Wisconsin_UnitedStates.JHU_ConfirmedDeaths.data|Waupaca_Wisconsin_UnitedStates.JHU_ConfirmedDeaths.missing|Waupaca_Wisconsin_UnitedStates.JHU_ConfirmedRecoveries.data|Waupaca_Wisconsin_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|8008.0|0|8008.0|0|181.0|0|0.0|100
0|2021-10-18|8027.0|0|8027.0|0|181.0|0|0.0|100
0|2021-10-19|8082.0|0|8082.0|0|181.0|0|0.0|100
0|2021-10-20|8107.0|0|8107.0|0|181.0|0|0.0|100
0|2021-10-21|8136.0|0|8136.0|0|183.0|0|0.0|100
0|2021-10-22|8176.0|0|8176.0|0|183.0|0|0.0|100
0|2021-10-23|8176.0|0|8176.0|0|183.0|0|0.0|100
0|2021-10-24|8176.0|0|8176.0|0|183.0|0|0.0|100
0|2021-10-25|8203.0|0|8203.0|0|183.0|0|0.0|100
0|2021-10-26|8244.0|0|8244.0|0|184.0|0|0.0|100
0|2021-10-27|8265.0|0|8265.0|0|184.0|0|0.0|100
0|2021-10-28|8291.0|0|8291.0|0|184.0|0|0.0|100
0|2021-10-29|8316.0|0|8316.0|0|186.0|0|0.0|100
0|2021-10-30|8316.0|0|8316.0|0|186.0|0|0.0|100
0|2021-10-31|8316.0|0|8316.0|0|186.0|0|0.0|100
0|2021-11-01|8330.0|0|8330.0|0|186.0|0|0.0|100
0|2021-11-02|8362.0|0|8362.0|0|186.0|0|0.0|100
0|2021-11-03|8392.0|0|8392.0|0|187.0|0|0.0|100
0|2021-11-04|8423.0|0|8423.0|0|187.0|0|0.0|100
0|2021-11-05|8452.0|0|8452.0|0|187.0|0|0.0|100
0|2021-11-06|8452.0|0|8452.0|0|187.0|0|0.0|100
0|2021-11-07|8452.0|0|8452.0|0|187.0|0|0.0|100
0|2021-11-08|8483.0|0|8483.0|0|188.0|0|0.0|100
0|2021-11-09|8532.0|0|8532.0|0|188.0|0|0.0|100
0|2021-11-10|8532.0|0|8568.0|0|188.0|0|0.0|100
0|2021-11-11|8605.0|0|8605.0|0|190.0|0|0.0|100
0|2021-11-12|8630.0|0|8630.0|0|190.0|0|0.0|100
0|2021-11-13|8630.0|0|8630.0|0|190.0|0|0.0|100
0|2021-11-14|8630.0|0|8630.0|0|190.0|0|0.0|100
0|2021-11-15|8681.0|0|8681.0|0|190.0|0|0.0|100
0|2021-11-16|8760.0|0|8760.0|0|190.0|0|0.0|100
0|2021-11-17|8786.0|0|8786.0|0|190.0|0|0.0|100
0|2021-11-18|8824.0|0|8824.0|0|190.0|0|0.0|100
0|2021-11-19|8887.0|0|8887.0|0|190.0|0|0.0|100
0|2021-11-20|8887.0|0|8887.0|0|190.0|0|0.0|100
0|2021-11-21|8887.0|0|8887.0|0|190.0|0|0.0|100
0|2021-11-22|8961.0|0|8961.0|0|191.0|0|0.0|100
0|2021-11-23|9121.0|0|9121.0|0|191.0|0|0.0|100
0|2021-11-24|9164.0|0|9164.0|0|191.0|0|0.0|100
0|2021-11-25|9201.0|0|9201.0|0|191.0|0|0.0|100
0|2021-11-26|9226.0|0|9226.0|0|191.0|0|0.0|100
