|dates|Pitkin_Colorado_UnitedStates.BLS_EmployedPopulation.data|Pitkin_Colorado_UnitedStates.BLS_EmployedPopulation.missing|Pitkin_Colorado_UnitedStates.BLS_UnemployedPopulation.data|Pitkin_Colorado_UnitedStates.BLS_UnemployedPopulation.missing|Pitkin_Colorado_UnitedStates.BLS_UnemploymentRate.data|Pitkin_Colorado_UnitedStates.BLS_UnemploymentRate.missing|Pitkin_Colorado_UnitedStates.BLS_LaborForcePopulation.data|Pitkin_Colorado_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-11-28|10091.0|0|943.0|0|8.546311401123798|0|11034.0|0
0|2021-11-29|10091.0|0|943.0|0|8.546311401123798|0|11034.0|0
0|2021-11-30|10091.0|0|943.0|0|8.546311401123798|0|11034.0|0
0|2021-12-01|10091.0|0|943.0|0|8.546311401123798|0|11034.0|0
0|2021-12-02|10091.0|0|943.0|0|8.546311401123798|0|11034.0|0
0|2021-12-03|10091.0|0|943.0|0|8.546311401123798|0|11034.0|0
0|2021-12-04|10091.0|0|943.0|0|8.546311401123798|0|11034.0|0
0|2021-12-05|10091.0|0|943.0|0|8.546311401123798|0|11034.0|0
0|2021-12-06|10091.0|0|943.0|0|8.546311401123798|0|11034.0|0
0|2021-12-07|10091.0|0|943.0|0|8.546311401123798|0|11034.0|0
0|2021-12-08|10091.0|0|943.0|0|8.546311401123798|0|11034.0|0
0|2021-12-09|10091.0|0|943.0|0|8.546311401123798|0|11034.0|0
0|2021-12-10|10091.0|0|943.0|0|8.546311401123798|0|11034.0|0
0|2021-12-11|10091.0|0|943.0|0|8.546311401123798|0|11034.0|0
0|2021-12-12|10091.0|0|943.0|0|8.546311401123798|0|11034.0|0
0|2021-12-13|10091.0|0|943.0|0|8.546311401123798|0|11034.0|0
0|2021-12-14|10091.0|0|943.0|0|8.546311401123798|0|11034.0|0
0|2021-12-15|10091.0|0|943.0|0|8.546311401123798|0|11034.0|0
0|2021-12-16|10091.0|0|943.0|0|8.546311401123798|0|11034.0|0
0|2021-12-17|10091.0|0|943.0|0|8.546311401123798|0|11034.0|0
0|2021-12-18|10091.0|0|943.0|0|8.546311401123798|0|11034.0|0
0|2021-12-19|10091.0|0|943.0|0|8.546311401123798|0|11034.0|0
0|2021-12-20|10091.0|0|943.0|0|8.546311401123798|0|11034.0|0
0|2021-12-21|10091.0|0|943.0|0|8.546311401123798|0|11034.0|0
0|2021-12-22|10091.0|0|943.0|0|8.546311401123798|0|11034.0|0
0|2021-12-23|10091.0|0|943.0|0|8.546311401123798|0|11034.0|0
0|2021-12-24|10091.0|0|943.0|0|8.546311401123798|0|11034.0|0
0|2021-12-25|10091.0|0|943.0|0|8.546311401123798|0|11034.0|0
0|2021-12-26|10091.0|0|943.0|0|8.546311401123798|0|11034.0|0
0|2021-12-27|10091.0|0|943.0|0|8.546311401123798|0|11034.0|0
0|2021-12-28|10091.0|0|943.0|0|8.546311401123798|0|11034.0|0
0|2021-12-29|10091.0|0|943.0|0|8.546311401123798|0|11034.0|0
0|2021-12-30|10091.0|0|943.0|0|8.546311401123798|0|11034.0|0
0|2021-12-31|10091.0|0|943.0|0|8.546311401123798|0|11034.0|0
0|2022-01-01|10091.0|0|943.0|0|8.546311401123798|0|11034.0|0
0|2022-01-02|10091.0|0|943.0|0|8.546311401123798|0|11034.0|0
0|2022-01-03|10091.0|0|943.0|0|8.546311401123798|0|11034.0|0
0|2022-01-04|10091.0|0|943.0|0|8.546311401123798|0|11034.0|0
0|2022-01-05|10091.0|0|943.0|0|8.546311401123798|0|11034.0|0
0|2022-01-06|10091.0|0|943.0|0|8.546311401123798|0|11034.0|0
0|2022-01-07|10091.0|0|943.0|0|8.546311401123798|0|11034.0|0
0|2022-01-08|10091.0|0|943.0|0|8.546311401123798|0|11034.0|0
0|2022-01-09|10091.0|0|943.0|0|8.546311401123798|0|11034.0|0
0|2022-01-10|10091.0|0|943.0|0|8.546311401123798|0|11034.0|0
0|2022-01-11|10091.0|0|943.0|0|8.546311401123798|0|11034.0|0
0|2022-01-12|10091.0|0|943.0|0|8.546311401123798|0|11034.0|0
0|2022-01-13|10091.0|0|943.0|0|8.546311401123798|0|11034.0|0
0|2022-01-14|10091.0|0|943.0|0|8.546311401123798|0|11034.0|0
0|2022-01-15|10091.0|0|943.0|0|8.546311401123798|0|11034.0|0
0|2022-01-16|10091.0|0|943.0|0|8.546311401123798|0|11034.0|0
0|2022-01-17|10091.0|0|943.0|0|8.546311401123798|0|11034.0|0
