|dates|Jackson_Louisiana_UnitedStates.JHU_ConfirmedCases.data|Jackson_Louisiana_UnitedStates.JHU_ConfirmedCases.missing|Jackson_Louisiana_UnitedStates.NYT_ConfirmedCases.data|Jackson_Louisiana_UnitedStates.NYT_ConfirmedCases.missing|Jackson_Louisiana_UnitedStates.JHU_ConfirmedDeaths.data|Jackson_Louisiana_UnitedStates.JHU_ConfirmedDeaths.missing|Jackson_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.data|Jackson_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|2747.0|0|2747.0|0|63.0|0|0.0|100
0|2021-10-18|2749.0|0|2749.0|0|63.0|0|0.0|100
0|2021-10-19|2750.0|0|2750.0|0|63.0|0|0.0|100
0|2021-10-20|2751.0|0|2751.0|0|63.0|0|0.0|100
0|2021-10-21|2753.0|0|2753.0|0|63.0|0|0.0|100
0|2021-10-22|2754.0|0|2754.0|0|63.0|0|0.0|100
0|2021-10-23|2754.0|0|2754.0|0|63.0|0|0.0|100
0|2021-10-24|2754.0|0|2754.0|0|63.0|0|0.0|100
0|2021-10-25|2767.0|0|2767.0|0|63.0|0|0.0|100
0|2021-10-26|2768.0|0|2768.0|0|64.0|0|0.0|100
0|2021-10-27|2769.0|0|2769.0|0|64.0|0|0.0|100
0|2021-10-28|2769.0|0|2769.0|0|64.0|0|0.0|100
0|2021-10-29|2770.0|0|2770.0|0|64.0|0|0.0|100
0|2021-10-30|2770.0|0|2770.0|0|64.0|0|0.0|100
0|2021-10-31|2770.0|0|2770.0|0|64.0|0|0.0|100
0|2021-11-01|2771.0|0|2771.0|0|64.0|0|0.0|100
0|2021-11-02|2771.0|0|2771.0|0|64.0|0|0.0|100
0|2021-11-03|2777.0|0|2777.0|0|64.0|0|0.0|100
0|2021-11-04|2778.0|0|2778.0|0|64.0|0|0.0|100
0|2021-11-05|2779.0|0|2779.0|0|64.0|0|0.0|100
0|2021-11-06|2779.0|0|2779.0|0|64.0|0|0.0|100
0|2021-11-07|2779.0|0|2779.0|0|64.0|0|0.0|100
0|2021-11-08|2783.0|0|2783.0|0|64.0|0|0.0|100
0|2021-11-09|2784.0|0|2784.0|0|64.0|0|0.0|100
0|2021-11-10|2784.0|0|2794.0|0|64.0|0|0.0|100
0|2021-11-11|2794.0|0|2794.0|0|64.0|0|0.0|100
0|2021-11-12|2800.0|0|2800.0|0|64.0|0|0.0|100
0|2021-11-13|2800.0|0|2800.0|0|64.0|0|0.0|100
0|2021-11-14|2800.0|0|2800.0|0|64.0|0|0.0|100
0|2021-11-15|2802.0|0|2802.0|0|64.0|0|0.0|100
0|2021-11-16|2802.0|0|2802.0|0|64.0|0|0.0|100
0|2021-11-17|2804.0|0|2804.0|0|64.0|0|0.0|100
0|2021-11-18|2805.0|0|2805.0|0|64.0|0|0.0|100
0|2021-11-19|2807.0|0|2807.0|0|64.0|0|0.0|100
0|2021-11-20|2807.0|0|2807.0|0|64.0|0|0.0|100
0|2021-11-21|2807.0|0|2807.0|0|64.0|0|0.0|100
0|2021-11-22|2811.0|0|2811.0|0|64.0|0|0.0|100
0|2021-11-23|2811.0|0|2811.0|0|64.0|0|0.0|100
0|2021-11-24|2811.0|0|2811.0|0|64.0|0|0.0|100
0|2021-11-25|2811.0|0|2811.0|0|64.0|0|0.0|100
0|2021-11-26|2811.0|0|2811.0|0|64.0|0|0.0|100
0|2021-11-27|2811.0|0|2811.0|0|64.0|0|0.0|100
0|2021-11-28|2811.0|0|2811.0|0|64.0|0|0.0|100
0|2021-11-29|2815.0|0|2815.0|0|64.0|0|0.0|100
0|2021-11-30|2815.0|0|2815.0|0|64.0|0|0.0|100
0|2021-12-01|2815.0|0|2815.0|0|64.0|0|0.0|100
0|2021-12-02|2815.0|0|2821.0|0|64.0|0|0.0|100
0|2021-12-03|2822.0|0|2822.0|0|64.0|0|0.0|100
0|2021-12-04|2822.0|0|2822.0|0|64.0|0|0.0|100
0|2021-12-05|2822.0|0|2822.0|0|64.0|0|0.0|100
0|2021-12-06|2822.0|0|2822.0|0|64.0|0|0.0|100
0|2021-12-07|2824.0|0|2824.0|0|64.0|0|0.0|100
0|2021-12-08|2826.0|0|2826.0|0|64.0|0|0.0|100
0|2021-12-09|2826.0|0|2826.0|0|64.0|0|0.0|100
0|2021-12-10|2826.0|0|2826.0|0|64.0|0|0.0|100
0|2021-12-11|2826.0|0|2826.0|0|64.0|0|0.0|100
0|2021-12-12|2826.0|0|2826.0|0|64.0|0|0.0|100
0|2021-12-13|2827.0|0|2827.0|0|64.0|0|0.0|100
0|2021-12-14|2827.0|0|2831.0|0|64.0|0|0.0|100
0|2021-12-15|2831.0|0|2831.0|0|64.0|0|0.0|100
0|2021-12-16|2831.0|0|2831.0|0|64.0|0|0.0|100
0|2021-12-17|2832.0|0|2832.0|0|64.0|0|0.0|100
0|2021-12-18|2832.0|0|2832.0|0|64.0|0|0.0|100
0|2021-12-19|2832.0|0|2832.0|0|64.0|0|0.0|100
0|2021-12-20|2834.0|0|2834.0|0|64.0|0|0.0|100
0|2021-12-21|2840.0|0|2840.0|0|64.0|0|0.0|100
0|2021-12-22|2841.0|0|2841.0|0|64.0|0|0.0|100
0|2021-12-23|2842.0|0|2842.0|0|64.0|0|0.0|100
0|2021-12-24|2842.0|0|2842.0|0|64.0|0|0.0|100
0|2021-12-25|2842.0|0|2842.0|0|64.0|0|0.0|100
0|2021-12-26|2842.0|0|2842.0|0|64.0|0|0.0|100
0|2021-12-27|2845.0|0|2845.0|0|64.0|0|0.0|100
0|2021-12-28|2848.0|0|2848.0|0|64.0|0|0.0|100
0|2021-12-29|2872.0|0|2872.0|0|64.0|0|0.0|100
0|2021-12-30|2879.0|0|2879.0|0|64.0|0|0.0|100
0|2021-12-31|2879.0|0|2879.0|0|64.0|0|0.0|100
0|2022-01-01|2879.0|0|2879.0|0|64.0|0|0.0|100
0|2022-01-02|2879.0|0|2879.0|0|64.0|0|0.0|100
0|2022-01-03|2923.0|0|2923.0|0|64.0|0|0.0|100
0|2022-01-04|2937.0|0|2937.0|0|64.0|0|0.0|100
0|2022-01-05|2973.0|0|2973.0|0|64.0|0|0.0|100
0|2022-01-06|3024.0|0|3024.0|0|65.0|0|0.0|100
0|2022-01-07|3049.0|0|3049.0|0|65.0|0|0.0|100
0|2022-01-08|3049.0|0|3049.0|0|65.0|0|0.0|100
0|2022-01-09|3049.0|0|3049.0|0|65.0|0|0.0|100
0|2022-01-10|3117.0|0|3117.0|0|65.0|0|0.0|100
0|2022-01-11|3149.0|0|3149.0|0|65.0|0|0.0|100
0|2022-01-12|3149.0|0|3149.0|0|65.0|0|0.0|100
0|2022-01-13|3149.0|0|3149.0|0|65.0|0|0.0|100
0|2022-01-14|3329.0|0|3329.0|0|65.0|0|0.0|100
0|2022-01-15|3329.0|0|3329.0|0|65.0|0|0.0|100
0|2022-01-16|3329.0|0|3329.0|0|65.0|0|0.0|100
0|2022-01-17|3329.0|0|0.0|100|65.0|0|0.0|100
