|dates|Bristol_RhodeIsland_UnitedStates.JHU_ConfirmedCases.data|Bristol_RhodeIsland_UnitedStates.JHU_ConfirmedCases.missing|Bristol_RhodeIsland_UnitedStates.NYT_ConfirmedCases.data|Bristol_RhodeIsland_UnitedStates.NYT_ConfirmedCases.missing|Bristol_RhodeIsland_UnitedStates.JHU_ConfirmedDeaths.data|Bristol_RhodeIsland_UnitedStates.JHU_ConfirmedDeaths.missing|Bristol_RhodeIsland_UnitedStates.JHU_ConfirmedRecoveries.data|Bristol_RhodeIsland_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-29|6488.0|0|6488.0|0|150.0|0|0.0|100
0|2021-11-30|6488.0|0|6488.0|0|150.0|0|0.0|100
0|2021-12-01|6630.0|0|6630.0|0|150.0|0|0.0|100
0|2021-12-02|6630.0|0|6630.0|0|150.0|0|0.0|100
0|2021-12-03|6630.0|0|6630.0|0|150.0|0|0.0|100
0|2021-12-04|6630.0|0|6630.0|0|150.0|0|0.0|100
0|2021-12-05|6630.0|0|6630.0|0|150.0|0|0.0|100
0|2021-12-06|6630.0|0|6630.0|0|150.0|0|0.0|100
0|2021-12-07|6630.0|0|6630.0|0|150.0|0|0.0|100
0|2021-12-08|6630.0|0|6630.0|0|150.0|0|0.0|100
0|2021-12-09|6832.0|0|6832.0|0|152.0|0|0.0|100
0|2021-12-10|6832.0|0|6832.0|0|152.0|0|0.0|100
0|2021-12-11|6832.0|0|6832.0|0|152.0|0|0.0|100
0|2021-12-12|6832.0|0|6832.0|0|152.0|0|0.0|100
0|2021-12-13|6832.0|0|6832.0|0|152.0|0|0.0|100
0|2021-12-14|6832.0|0|6832.0|0|152.0|0|0.0|100
0|2021-12-15|6832.0|0|6832.0|0|152.0|0|0.0|100
0|2021-12-16|7050.0|0|7050.0|0|152.0|0|0.0|100
0|2021-12-17|7050.0|0|7050.0|0|152.0|0|0.0|100
0|2021-12-18|7050.0|0|7050.0|0|152.0|0|0.0|100
0|2021-12-19|7050.0|0|7050.0|0|152.0|0|0.0|100
0|2021-12-20|7050.0|0|7050.0|0|152.0|0|0.0|100
0|2021-12-21|7050.0|0|7050.0|0|152.0|0|0.0|100
0|2021-12-22|7332.0|0|7332.0|0|153.0|0|0.0|100
0|2021-12-23|7332.0|0|7332.0|0|153.0|0|0.0|100
0|2021-12-24|7332.0|0|7332.0|0|153.0|0|0.0|100
0|2021-12-25|7332.0|0|7332.0|0|153.0|0|0.0|100
0|2021-12-26|7332.0|0|7332.0|0|153.0|0|0.0|100
0|2021-12-27|7332.0|0|7332.0|0|153.0|0|0.0|100
0|2021-12-28|7332.0|0|7332.0|0|153.0|0|0.0|100
0|2021-12-29|7660.0|0|7660.0|0|156.0|0|0.0|100
0|2021-12-30|7660.0|0|7660.0|0|156.0|0|0.0|100
0|2021-12-31|7660.0|0|7660.0|0|156.0|0|0.0|100
0|2022-01-01|7660.0|0|7660.0|0|156.0|0|0.0|100
0|2022-01-02|7660.0|0|7660.0|0|156.0|0|0.0|100
0|2022-01-03|7660.0|0|7660.0|0|156.0|0|0.0|100
0|2022-01-04|7660.0|0|7660.0|0|156.0|0|0.0|100
0|2022-01-05|8547.0|0|8547.0|0|157.0|0|0.0|100
0|2022-01-06|8547.0|0|8547.0|0|157.0|0|0.0|100
0|2022-01-07|8547.0|0|8547.0|0|157.0|0|0.0|100
0|2022-01-08|8547.0|0|8547.0|0|157.0|0|0.0|100
0|2022-01-09|8547.0|0|8547.0|0|157.0|0|0.0|100
0|2022-01-10|8547.0|0|8547.0|0|157.0|0|0.0|100
0|2022-01-11|8547.0|0|8547.0|0|157.0|0|0.0|100
0|2022-01-12|10009.0|0|10009.0|0|159.0|0|0.0|100
0|2022-01-13|10009.0|0|10009.0|0|159.0|0|0.0|100
0|2022-01-14|10009.0|0|10009.0|0|159.0|0|0.0|100
0|2022-01-15|10009.0|0|10009.0|0|159.0|0|0.0|100
0|2022-01-16|10009.0|0|10009.0|0|159.0|0|0.0|100
0|2022-01-17|10009.0|0|0.0|100|159.0|0|0.0|100
