|dates|McCracken_Kentucky_UnitedStates.JHU_ConfirmedCases.data|McCracken_Kentucky_UnitedStates.JHU_ConfirmedCases.missing|McCracken_Kentucky_UnitedStates.NYT_ConfirmedCases.data|McCracken_Kentucky_UnitedStates.NYT_ConfirmedCases.missing|McCracken_Kentucky_UnitedStates.JHU_ConfirmedDeaths.data|McCracken_Kentucky_UnitedStates.JHU_ConfirmedDeaths.missing|McCracken_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.data|McCracken_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|9898.0|0|9898.0|0|167.0|0|0.0|100
0|2021-10-18|9919.0|0|9919.0|0|169.0|0|0.0|100
0|2021-10-19|9969.0|0|9969.0|0|170.0|0|0.0|100
0|2021-10-20|9992.0|0|9992.0|0|170.0|0|0.0|100
0|2021-10-21|10033.0|0|10033.0|0|170.0|0|0.0|100
0|2021-10-22|10050.0|0|10050.0|0|170.0|0|0.0|100
0|2021-10-23|10050.0|0|10050.0|0|170.0|0|0.0|100
0|2021-10-24|10050.0|0|10050.0|0|170.0|0|0.0|100
0|2021-10-25|10074.0|0|10074.0|0|172.0|0|0.0|100
0|2021-10-26|10085.0|0|10085.0|0|175.0|0|0.0|100
0|2021-10-27|10104.0|0|10104.0|0|175.0|0|0.0|100
0|2021-10-28|10129.0|0|10129.0|0|175.0|0|0.0|100
0|2021-10-29|10153.0|0|10153.0|0|176.0|0|0.0|100
0|2021-10-30|10153.0|0|10153.0|0|176.0|0|0.0|100
0|2021-10-31|10153.0|0|10153.0|0|176.0|0|0.0|100
0|2021-11-01|10170.0|0|10170.0|0|178.0|0|0.0|100
0|2021-11-02|10186.0|0|10186.0|0|178.0|0|0.0|100
0|2021-11-03|10206.0|0|10206.0|0|178.0|0|0.0|100
0|2021-11-04|10222.0|0|10222.0|0|178.0|0|0.0|100
0|2021-11-05|10255.0|0|10255.0|0|178.0|0|0.0|100
0|2021-11-06|10255.0|0|10255.0|0|178.0|0|0.0|100
0|2021-11-07|10255.0|0|10255.0|0|178.0|0|0.0|100
0|2021-11-08|10275.0|0|10275.0|0|178.0|0|0.0|100
0|2021-11-09|10295.0|0|10295.0|0|180.0|0|0.0|100
0|2021-11-10|10295.0|0|10323.0|0|180.0|0|0.0|100
0|2021-11-11|10323.0|0|10323.0|0|180.0|0|0.0|100
0|2021-11-12|10341.0|0|10341.0|0|181.0|0|0.0|100
0|2021-11-13|10341.0|0|10341.0|0|181.0|0|0.0|100
0|2021-11-14|10341.0|0|10341.0|0|181.0|0|0.0|100
0|2021-11-15|10376.0|0|10376.0|0|181.0|0|0.0|100
0|2021-11-16|10393.0|0|10393.0|0|181.0|0|0.0|100
0|2021-11-17|10416.0|0|10416.0|0|181.0|0|0.0|100
0|2021-11-18|10430.0|0|10430.0|0|183.0|0|0.0|100
0|2021-11-19|10445.0|0|10445.0|0|187.0|0|0.0|100
0|2021-11-20|10445.0|0|10445.0|0|187.0|0|0.0|100
0|2021-11-21|10445.0|0|10445.0|0|187.0|0|0.0|100
0|2021-11-22|10485.0|0|10485.0|0|190.0|0|0.0|100
0|2021-11-23|10508.0|0|10508.0|0|191.0|0|0.0|100
0|2021-11-24|10530.0|0|10530.0|0|192.0|0|0.0|100
0|2021-11-25|10530.0|0|10530.0|0|192.0|0|0.0|100
0|2021-11-26|10530.0|0|10530.0|0|192.0|0|0.0|100
0|2021-11-27|10530.0|0|10530.0|0|192.0|0|0.0|100
0|2021-11-28|10530.0|0|10530.0|0|192.0|0|0.0|100
0|2021-11-29|10617.0|0|10617.0|0|192.0|0|0.0|100
0|2021-11-30|10639.0|0|10639.0|0|193.0|0|0.0|100
0|2021-12-01|10676.0|0|10676.0|0|194.0|0|0.0|100
0|2021-12-02|10676.0|0|10720.0|0|194.0|0|0.0|100
0|2021-12-03|10767.0|0|10767.0|0|194.0|0|0.0|100
0|2021-12-04|10767.0|0|10767.0|0|194.0|0|0.0|100
0|2021-12-05|10767.0|0|10767.0|0|194.0|0|0.0|100
0|2021-12-06|10858.0|0|10858.0|0|195.0|0|0.0|100
0|2021-12-07|10908.0|0|10908.0|0|196.0|0|0.0|100
0|2021-12-08|10958.0|0|10958.0|0|197.0|0|0.0|100
0|2021-12-09|11031.0|0|11031.0|0|198.0|0|0.0|100
0|2021-12-10|11073.0|0|11073.0|0|198.0|0|0.0|100
0|2021-12-11|11073.0|0|11073.0|0|198.0|0|0.0|100
0|2021-12-12|11073.0|0|11073.0|0|198.0|0|0.0|100
0|2021-12-13|11141.0|0|11141.0|0|201.0|0|0.0|100
0|2021-12-14|11141.0|0|11184.0|0|201.0|0|0.0|100
0|2021-12-15|11238.0|0|11238.0|0|202.0|0|0.0|100
0|2021-12-16|11284.0|0|11284.0|0|202.0|0|0.0|100
0|2021-12-17|11328.0|0|11328.0|0|202.0|0|0.0|100
0|2021-12-18|11328.0|0|11328.0|0|202.0|0|0.0|100
0|2021-12-19|11328.0|0|11328.0|0|202.0|0|0.0|100
0|2021-12-20|11409.0|0|11409.0|0|202.0|0|0.0|100
0|2021-12-21|11430.0|0|11430.0|0|202.0|0|0.0|100
0|2021-12-22|11498.0|0|11498.0|0|202.0|0|0.0|100
0|2021-12-23|11498.0|0|11498.0|0|202.0|0|0.0|100
0|2021-12-24|11498.0|0|11498.0|0|202.0|0|0.0|100
0|2021-12-25|11498.0|0|11498.0|0|202.0|0|0.0|100
0|2021-12-26|11498.0|0|11498.0|0|202.0|0|0.0|100
0|2021-12-27|11668.0|0|11668.0|0|202.0|0|0.0|100
0|2021-12-28|11712.0|0|11712.0|0|202.0|0|0.0|100
0|2021-12-29|11797.0|0|11797.0|0|202.0|0|0.0|100
0|2021-12-30|11797.0|0|11797.0|0|202.0|0|0.0|100
0|2021-12-31|11797.0|0|11797.0|0|202.0|0|0.0|100
0|2022-01-01|11797.0|0|11797.0|0|202.0|0|0.0|100
0|2022-01-02|11797.0|0|11797.0|0|202.0|0|0.0|100
0|2022-01-03|12095.0|0|12095.0|0|202.0|0|0.0|100
0|2022-01-04|12140.0|0|12140.0|0|202.0|0|0.0|100
0|2022-01-05|12238.0|0|12238.0|0|203.0|0|0.0|100
0|2022-01-06|12293.0|0|12293.0|0|203.0|0|0.0|100
0|2022-01-07|12433.0|0|12433.0|0|203.0|0|0.0|100
0|2022-01-08|12433.0|0|12433.0|0|203.0|0|0.0|100
0|2022-01-09|12433.0|0|12433.0|0|203.0|0|0.0|100
0|2022-01-10|12615.0|0|12615.0|0|203.0|0|0.0|100
0|2022-01-11|12718.0|0|12718.0|0|203.0|0|0.0|100
0|2022-01-12|12858.0|0|12858.0|0|204.0|0|0.0|100
0|2022-01-13|12858.0|0|12975.0|0|204.0|0|0.0|100
0|2022-01-14|13190.0|0|13190.0|0|205.0|0|0.0|100
0|2022-01-15|13190.0|0|13190.0|0|205.0|0|0.0|100
0|2022-01-16|13190.0|0|13190.0|0|205.0|0|0.0|100
0|2022-01-17|13190.0|0|0.0|100|205.0|0|0.0|100
