|dates|Broome_NewYork_UnitedStates.JHU_ConfirmedCases.data|Broome_NewYork_UnitedStates.JHU_ConfirmedCases.missing|Broome_NewYork_UnitedStates.NYT_ConfirmedCases.data|Broome_NewYork_UnitedStates.NYT_ConfirmedCases.missing|Broome_NewYork_UnitedStates.JHU_ConfirmedDeaths.data|Broome_NewYork_UnitedStates.JHU_ConfirmedDeaths.missing|Broome_NewYork_UnitedStates.JHU_ConfirmedRecoveries.data|Broome_NewYork_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-29|28142.0|0|28142.0|0|433.0|0|0.0|100
0|2021-11-30|28212.0|0|28212.0|0|434.0|0|0.0|100
0|2021-12-01|28368.0|0|28368.0|0|435.0|0|0.0|100
0|2021-12-02|28549.0|0|28549.0|0|436.0|0|0.0|100
0|2021-12-03|28730.0|0|28730.0|0|437.0|0|0.0|100
0|2021-12-04|28853.0|0|28853.0|0|437.0|0|0.0|100
0|2021-12-05|29007.0|0|29007.0|0|438.0|0|0.0|100
0|2021-12-06|29061.0|0|29061.0|0|440.0|0|0.0|100
0|2021-12-07|29230.0|0|29230.0|0|441.0|0|0.0|100
0|2021-12-08|29358.0|0|29358.0|0|441.0|0|0.0|100
0|2021-12-09|29536.0|0|29536.0|0|441.0|0|0.0|100
0|2021-12-10|29703.0|0|29703.0|0|443.0|0|0.0|100
0|2021-12-11|29937.0|0|29937.0|0|444.0|0|0.0|100
0|2021-12-12|30087.0|0|30087.0|0|446.0|0|0.0|100
0|2021-12-13|30165.0|0|30165.0|0|447.0|0|0.0|100
0|2021-12-14|30165.0|0|30242.0|0|447.0|0|0.0|100
0|2021-12-15|30403.0|0|30403.0|0|450.0|0|0.0|100
0|2021-12-16|30617.0|0|30617.0|0|451.0|0|0.0|100
0|2021-12-17|30867.0|0|30867.0|0|451.0|0|0.0|100
0|2021-12-18|31080.0|0|31080.0|0|452.0|0|0.0|100
0|2021-12-19|31273.0|0|31273.0|0|452.0|0|0.0|100
0|2021-12-20|31380.0|0|31380.0|0|454.0|0|0.0|100
0|2021-12-21|31494.0|0|31494.0|0|454.0|0|0.0|100
0|2021-12-22|31606.0|0|31606.0|0|455.0|0|0.0|100
0|2021-12-23|31836.0|0|31836.0|0|456.0|0|0.0|100
0|2021-12-24|31990.0|0|31990.0|0|457.0|0|0.0|100
0|2021-12-25|31990.0|0|31990.0|0|457.0|0|0.0|100
0|2021-12-26|32356.0|0|32356.0|0|459.0|0|0.0|100
0|2021-12-27|32396.0|0|32396.0|0|459.0|0|0.0|100
0|2021-12-28|32524.0|0|32524.0|0|459.0|0|0.0|100
0|2021-12-29|32837.0|0|32837.0|0|461.0|0|0.0|100
0|2021-12-30|33130.0|0|33130.0|0|462.0|0|0.0|100
0|2021-12-31|33512.0|0|33512.0|0|463.0|0|0.0|100
0|2022-01-01|33512.0|0|33926.0|0|466.0|0|0.0|100
0|2022-01-02|33512.0|0|34296.0|0|467.0|0|0.0|100
0|2022-01-03|34536.0|0|34536.0|0|469.0|0|0.0|100
0|2022-01-04|34773.0|0|34773.0|0|470.0|0|0.0|100
0|2022-01-05|35100.0|0|35100.0|0|471.0|0|0.0|100
0|2022-01-06|35619.0|0|35619.0|0|472.0|0|0.0|100
0|2022-01-07|36196.0|0|36196.0|0|473.0|0|0.0|100
0|2022-01-08|36704.0|0|36704.0|0|475.0|0|0.0|100
0|2022-01-09|37225.0|0|37225.0|0|476.0|0|0.0|100
0|2022-01-10|37444.0|0|37444.0|0|477.0|0|0.0|100
0|2022-01-11|37726.0|0|37726.0|0|477.0|0|0.0|100
0|2022-01-12|38090.0|0|38090.0|0|477.0|0|0.0|100
0|2022-01-13|38090.0|0|38583.0|0|477.0|0|0.0|100
0|2022-01-14|39018.0|0|39018.0|0|479.0|0|0.0|100
0|2022-01-15|39317.0|0|39317.0|0|481.0|0|0.0|100
0|2022-01-16|39639.0|0|39639.0|0|483.0|0|0.0|100
0|2022-01-17|39838.0|0|0.0|100|484.0|0|0.0|100
