|dates|Mercer_Illinois_UnitedStates.JHU_ConfirmedCases.data|Mercer_Illinois_UnitedStates.JHU_ConfirmedCases.missing|Mercer_Illinois_UnitedStates.NYT_ConfirmedCases.data|Mercer_Illinois_UnitedStates.NYT_ConfirmedCases.missing|Mercer_Illinois_UnitedStates.JHU_ConfirmedDeaths.data|Mercer_Illinois_UnitedStates.JHU_ConfirmedDeaths.missing|Mercer_Illinois_UnitedStates.JHU_ConfirmedRecoveries.data|Mercer_Illinois_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-24|2667.0|0|2667.0|0|37.0|0|0.0|100
0|2021-12-25|2667.0|0|2667.0|0|37.0|0|0.0|100
0|2021-12-26|2667.0|0|2667.0|0|37.0|0|0.0|100
0|2021-12-27|2687.0|0|2687.0|0|37.0|0|0.0|100
0|2021-12-28|2726.0|0|2726.0|0|37.0|0|0.0|100
0|2021-12-29|2743.0|0|2743.0|0|38.0|0|0.0|100
0|2021-12-30|2776.0|0|2776.0|0|38.0|0|0.0|100
0|2021-12-31|2776.0|0|2776.0|0|38.0|0|0.0|100
0|2022-01-01|2776.0|0|2776.0|0|38.0|0|0.0|100
0|2022-01-02|2776.0|0|2776.0|0|38.0|0|0.0|100
0|2022-01-03|2834.0|0|2834.0|0|38.0|0|0.0|100
0|2022-01-04|2898.0|0|2898.0|0|38.0|0|0.0|100
0|2022-01-05|2943.0|0|2943.0|0|38.0|0|0.0|100
0|2022-01-06|2960.0|0|2960.0|0|38.0|0|0.0|100
0|2022-01-07|3014.0|0|3014.0|0|38.0|0|0.0|100
0|2022-01-08|3014.0|0|3014.0|0|38.0|0|0.0|100
0|2022-01-09|3014.0|0|3014.0|0|38.0|0|0.0|100
0|2022-01-10|3068.0|0|3068.0|0|38.0|0|0.0|100
0|2022-01-11|3113.0|0|3113.0|0|38.0|0|0.0|100
0|2022-01-12|3167.0|0|3167.0|0|38.0|0|0.0|100
0|2022-01-13|3167.0|0|3222.0|0|38.0|0|0.0|100
0|2022-01-14|3255.0|0|3255.0|0|38.0|0|0.0|100
0|2022-01-15|3255.0|0|3255.0|0|38.0|0|0.0|100
0|2022-01-16|3255.0|0|3255.0|0|38.0|0|0.0|100
0|2022-01-17|3255.0|0|0.0|100|38.0|0|0.0|100
