|dates|Lanier_Georgia_UnitedStates.JHU_ConfirmedCases.data|Lanier_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Lanier_Georgia_UnitedStates.NYT_ConfirmedCases.data|Lanier_Georgia_UnitedStates.NYT_ConfirmedCases.missing|Lanier_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Lanier_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Lanier_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Lanier_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-27|1479.0|0|1486.0|0|17.0|0|0.0|100
0|2021-11-28|1479.0|0|1486.0|0|17.0|0|0.0|100
0|2021-11-29|1481.0|0|1488.0|0|17.0|0|0.0|100
0|2021-11-30|1481.0|0|1488.0|0|17.0|0|0.0|100
0|2021-12-01|1481.0|0|1488.0|0|17.0|0|0.0|100
0|2021-12-02|1481.0|0|1489.0|0|17.0|0|0.0|100
0|2021-12-03|1483.0|0|1490.0|0|17.0|0|0.0|100
0|2021-12-04|1483.0|0|1490.0|0|17.0|0|0.0|100
0|2021-12-05|1483.0|0|1490.0|0|17.0|0|0.0|100
0|2021-12-06|1483.0|0|1490.0|0|17.0|0|0.0|100
0|2021-12-07|1483.0|0|1490.0|0|17.0|0|0.0|100
0|2021-12-08|1486.0|0|1493.0|0|17.0|0|0.0|100
0|2021-12-09|1487.0|0|1494.0|0|17.0|0|0.0|100
0|2021-12-10|1487.0|0|1494.0|0|17.0|0|0.0|100
0|2021-12-11|1487.0|0|1494.0|0|17.0|0|0.0|100
0|2021-12-12|1487.0|0|1494.0|0|17.0|0|0.0|100
0|2021-12-13|1488.0|0|1495.0|0|17.0|0|0.0|100
0|2021-12-14|1488.0|0|1496.0|0|17.0|0|0.0|100
0|2021-12-15|1489.0|0|1496.0|0|17.0|0|0.0|100
0|2021-12-16|1490.0|0|1497.0|0|17.0|0|0.0|100
0|2021-12-17|1491.0|0|1498.0|0|17.0|0|0.0|100
0|2021-12-18|1491.0|0|1498.0|0|17.0|0|0.0|100
0|2021-12-19|1491.0|0|1498.0|0|17.0|0|0.0|100
0|2021-12-20|1492.0|0|1499.0|0|17.0|0|0.0|100
0|2021-12-21|1491.0|0|1498.0|0|17.0|0|0.0|100
0|2021-12-22|1498.0|0|1505.0|0|17.0|0|0.0|100
0|2021-12-23|1500.0|0|1507.0|0|17.0|0|0.0|100
0|2021-12-24|1507.0|0|1514.0|0|17.0|0|0.0|100
0|2021-12-25|1507.0|0|1514.0|0|17.0|0|0.0|100
0|2021-12-26|1507.0|0|1514.0|0|17.0|0|0.0|100
0|2021-12-27|1514.0|0|1521.0|0|17.0|0|0.0|100
0|2021-12-28|1518.0|0|1525.0|0|17.0|0|0.0|100
0|2021-12-29|1527.0|0|1534.0|0|17.0|0|0.0|100
0|2021-12-30|1540.0|0|1547.0|0|17.0|0|0.0|100
0|2021-12-31|1552.0|0|1559.0|0|17.0|0|0.0|100
0|2022-01-01|1552.0|0|1559.0|0|17.0|0|0.0|100
0|2022-01-02|1552.0|0|1559.0|0|17.0|0|0.0|100
0|2022-01-03|1552.0|0|1559.0|0|17.0|0|0.0|100
0|2022-01-04|1593.0|0|1600.0|0|17.0|0|0.0|100
0|2022-01-05|1616.0|0|1623.0|0|17.0|0|0.0|100
0|2022-01-06|1616.0|0|1623.0|0|17.0|0|0.0|100
0|2022-01-07|1616.0|0|1623.0|0|17.0|0|0.0|100
0|2022-01-08|1616.0|0|1623.0|0|17.0|0|0.0|100
0|2022-01-09|1616.0|0|1623.0|0|17.0|0|0.0|100
0|2022-01-10|1689.0|0|1692.0|0|17.0|0|0.0|100
0|2022-01-11|1738.0|0|1741.0|0|17.0|0|0.0|100
0|2022-01-12|1748.0|0|1751.0|0|17.0|0|0.0|100
0|2022-01-13|1748.0|0|1754.0|0|17.0|0|0.0|100
0|2022-01-14|1756.0|0|1759.0|0|17.0|0|0.0|100
0|2022-01-15|1756.0|0|1759.0|0|17.0|0|0.0|100
0|2022-01-16|1756.0|0|1759.0|0|17.0|0|0.0|100
0|2022-01-17|1762.0|0|0.0|100|17.0|0|0.0|100
