|dates|Martin_Indiana_UnitedStates.BLS_EmployedPopulation.data|Martin_Indiana_UnitedStates.BLS_EmployedPopulation.missing|Martin_Indiana_UnitedStates.BLS_UnemployedPopulation.data|Martin_Indiana_UnitedStates.BLS_UnemployedPopulation.missing|Martin_Indiana_UnitedStates.BLS_UnemploymentRate.data|Martin_Indiana_UnitedStates.BLS_UnemploymentRate.missing|Martin_Indiana_UnitedStates.BLS_LaborForcePopulation.data|Martin_Indiana_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-10-17|5274.0|0|161.0|0|2.9622815087396503|0|5435.0|0
0|2021-10-18|5274.0|0|161.0|0|2.9622815087396503|0|5435.0|0
0|2021-10-19|5274.0|0|161.0|0|2.9622815087396503|0|5435.0|0
0|2021-10-20|5274.0|0|161.0|0|2.9622815087396503|0|5435.0|0
0|2021-10-21|5274.0|0|161.0|0|2.9622815087396503|0|5435.0|0
0|2021-10-22|5274.0|0|161.0|0|2.9622815087396503|0|5435.0|0
0|2021-10-23|5274.0|0|161.0|0|2.9622815087396503|0|5435.0|0
0|2021-10-24|5274.0|0|161.0|0|2.9622815087396503|0|5435.0|0
0|2021-10-25|5274.0|0|161.0|0|2.9622815087396503|0|5435.0|0
0|2021-10-26|5274.0|0|161.0|0|2.9622815087396503|0|5435.0|0
0|2021-10-27|5274.0|0|161.0|0|2.9622815087396503|0|5435.0|0
0|2021-10-28|5274.0|0|161.0|0|2.9622815087396503|0|5435.0|0
0|2021-10-29|5274.0|0|161.0|0|2.9622815087396503|0|5435.0|0
0|2021-10-30|5274.0|0|161.0|0|2.9622815087396503|0|5435.0|0
0|2021-10-31|5274.0|0|161.0|0|2.9622815087396503|0|5435.0|0
0|2021-11-01|5274.0|0|161.0|0|2.9622815087396503|0|5435.0|0
0|2021-11-02|5274.0|0|161.0|0|2.9622815087396503|0|5435.0|0
0|2021-11-03|5274.0|0|161.0|0|2.9622815087396503|0|5435.0|0
0|2021-11-04|5274.0|0|161.0|0|2.9622815087396503|0|5435.0|0
0|2021-11-05|5274.0|0|161.0|0|2.9622815087396503|0|5435.0|0
0|2021-11-06|5274.0|0|161.0|0|2.9622815087396503|0|5435.0|0
0|2021-11-07|5274.0|0|161.0|0|2.9622815087396503|0|5435.0|0
0|2021-11-08|5274.0|0|161.0|0|2.9622815087396503|0|5435.0|0
0|2021-11-09|5274.0|0|161.0|0|2.9622815087396503|0|5435.0|0
0|2021-11-10|5274.0|0|161.0|0|2.9622815087396503|0|5435.0|0
0|2021-11-11|5274.0|0|161.0|0|2.9622815087396503|0|5435.0|0
0|2021-11-12|5274.0|0|161.0|0|2.9622815087396503|0|5435.0|0
0|2021-11-13|5274.0|0|161.0|0|2.9622815087396503|0|5435.0|0
0|2021-11-14|5274.0|0|161.0|0|2.9622815087396503|0|5435.0|0
0|2021-11-15|5274.0|0|161.0|0|2.9622815087396503|0|5435.0|0
0|2021-11-16|5274.0|0|161.0|0|2.9622815087396503|0|5435.0|0
0|2021-11-17|5274.0|0|161.0|0|2.9622815087396503|0|5435.0|0
0|2021-11-18|5274.0|0|161.0|0|2.9622815087396503|0|5435.0|0
0|2021-11-19|5274.0|0|161.0|0|2.9622815087396503|0|5435.0|0
0|2021-11-20|5274.0|0|161.0|0|2.9622815087396503|0|5435.0|0
0|2021-11-21|5274.0|0|161.0|0|2.9622815087396503|0|5435.0|0
0|2021-11-22|5274.0|0|161.0|0|2.9622815087396503|0|5435.0|0
0|2021-11-23|5274.0|0|161.0|0|2.9622815087396503|0|5435.0|0
0|2021-11-24|5274.0|0|161.0|0|2.9622815087396503|0|5435.0|0
0|2021-11-25|5274.0|0|161.0|0|2.9622815087396503|0|5435.0|0
0|2021-11-26|5274.0|0|161.0|0|2.9622815087396503|0|5435.0|0
0|2021-11-27|5274.0|0|161.0|0|2.9622815087396503|0|5435.0|0
0|2021-11-28|5274.0|0|161.0|0|2.9622815087396503|0|5435.0|0
0|2021-11-29|5274.0|0|161.0|0|2.9622815087396503|0|5435.0|0
0|2021-11-30|5274.0|0|161.0|0|2.9622815087396503|0|5435.0|0
0|2021-12-01|5274.0|0|161.0|0|2.9622815087396503|0|5435.0|0
0|2021-12-02|5274.0|0|161.0|0|2.9622815087396503|0|5435.0|0
0|2021-12-03|5274.0|0|161.0|0|2.9622815087396503|0|5435.0|0
