|dates|Pinellas_Florida_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Pinellas_Florida_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Pinellas_Florida_UnitedStates.Male_Total_Population.data|Pinellas_Florida_UnitedStates.Male_Total_Population.missing|Pinellas_Florida_UnitedStates.Female_Total_Population.data|Pinellas_Florida_UnitedStates.Female_Total_Population.missing|Pinellas_Florida_UnitedStates.MaleAndFemale_Under18_Population.data|Pinellas_Florida_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-17|241641.0|0|467828.0|0|507452.0|0|157672.0|0
0|2021-10-18|241641.0|0|467828.0|0|507452.0|0|157672.0|0
0|2021-10-19|241641.0|0|467828.0|0|507452.0|0|157672.0|0
0|2021-10-20|241641.0|0|467828.0|0|507452.0|0|157672.0|0
0|2021-10-21|241641.0|0|467828.0|0|507452.0|0|157672.0|0
0|2021-10-22|241641.0|0|467828.0|0|507452.0|0|157672.0|0
0|2021-10-23|241641.0|0|467828.0|0|507452.0|0|157672.0|0
0|2021-10-24|241641.0|0|467828.0|0|507452.0|0|157672.0|0
0|2021-10-25|241641.0|0|467828.0|0|507452.0|0|157672.0|0
0|2021-10-26|241641.0|0|467828.0|0|507452.0|0|157672.0|0
0|2021-10-27|241641.0|0|467828.0|0|507452.0|0|157672.0|0
0|2021-10-28|241641.0|0|467828.0|0|507452.0|0|157672.0|0
0|2021-10-29|241641.0|0|467828.0|0|507452.0|0|157672.0|0
0|2021-10-30|241641.0|0|467828.0|0|507452.0|0|157672.0|0
0|2021-10-31|241641.0|0|467828.0|0|507452.0|0|157672.0|0
0|2021-11-01|241641.0|0|467828.0|0|507452.0|0|157672.0|0
0|2021-11-02|241641.0|0|467828.0|0|507452.0|0|157672.0|0
0|2021-11-03|241641.0|0|467828.0|0|507452.0|0|157672.0|0
0|2021-11-04|241641.0|0|467828.0|0|507452.0|0|157672.0|0
0|2021-11-05|241641.0|0|467828.0|0|507452.0|0|157672.0|0
0|2021-11-06|241641.0|0|467828.0|0|507452.0|0|157672.0|0
0|2021-11-07|241641.0|0|467828.0|0|507452.0|0|157672.0|0
0|2021-11-08|241641.0|0|467828.0|0|507452.0|0|157672.0|0
0|2021-11-09|241641.0|0|467828.0|0|507452.0|0|157672.0|0
0|2021-11-10|241641.0|0|467828.0|0|507452.0|0|157672.0|0
0|2021-11-11|241641.0|0|467828.0|0|507452.0|0|157672.0|0
0|2021-11-12|241641.0|0|467828.0|0|507452.0|0|157672.0|0
0|2021-11-13|241641.0|0|467828.0|0|507452.0|0|157672.0|0
0|2021-11-14|241641.0|0|467828.0|0|507452.0|0|157672.0|0
0|2021-11-15|241641.0|0|467828.0|0|507452.0|0|157672.0|0
0|2021-11-16|241641.0|0|467828.0|0|507452.0|0|157672.0|0
0|2021-11-17|241641.0|0|467828.0|0|507452.0|0|157672.0|0
0|2021-11-18|241641.0|0|467828.0|0|507452.0|0|157672.0|0
0|2021-11-19|241641.0|0|467828.0|0|507452.0|0|157672.0|0
0|2021-11-20|241641.0|0|467828.0|0|507452.0|0|157672.0|0
0|2021-11-21|241641.0|0|467828.0|0|507452.0|0|157672.0|0
0|2021-11-22|241641.0|0|467828.0|0|507452.0|0|157672.0|0
0|2021-11-23|241641.0|0|467828.0|0|507452.0|0|157672.0|0
0|2021-11-24|241641.0|0|467828.0|0|507452.0|0|157672.0|0
0|2021-11-25|241641.0|0|467828.0|0|507452.0|0|157672.0|0
0|2021-11-26|241641.0|0|467828.0|0|507452.0|0|157672.0|0
0|2021-11-27|241641.0|0|467828.0|0|507452.0|0|157672.0|0
0|2021-11-28|241641.0|0|467828.0|0|507452.0|0|157672.0|0
0|2021-11-29|241641.0|0|467828.0|0|507452.0|0|157672.0|0
0|2021-11-30|241641.0|0|467828.0|0|507452.0|0|157672.0|0
0|2021-12-01|241641.0|0|467828.0|0|507452.0|0|157672.0|0
0|2021-12-02|241641.0|0|467828.0|0|507452.0|0|157672.0|0
0|2021-12-03|241641.0|0|467828.0|0|507452.0|0|157672.0|0
0|2021-12-04|241641.0|0|467828.0|0|507452.0|0|157672.0|0
0|2021-12-05|241641.0|0|467828.0|0|507452.0|0|157672.0|0
0|2021-12-06|241641.0|0|467828.0|0|507452.0|0|157672.0|0
0|2021-12-07|241641.0|0|467828.0|0|507452.0|0|157672.0|0
0|2021-12-08|241641.0|0|467828.0|0|507452.0|0|157672.0|0
0|2021-12-09|241641.0|0|467828.0|0|507452.0|0|157672.0|0
0|2021-12-10|241641.0|0|467828.0|0|507452.0|0|157672.0|0
0|2021-12-11|241641.0|0|467828.0|0|507452.0|0|157672.0|0
0|2021-12-12|241641.0|0|467828.0|0|507452.0|0|157672.0|0
0|2021-12-13|241641.0|0|467828.0|0|507452.0|0|157672.0|0
0|2021-12-14|241641.0|0|467828.0|0|507452.0|0|157672.0|0
0|2021-12-15|241641.0|0|467828.0|0|507452.0|0|157672.0|0
0|2021-12-16|241641.0|0|467828.0|0|507452.0|0|157672.0|0
0|2021-12-17|241641.0|0|467828.0|0|507452.0|0|157672.0|0
0|2021-12-18|241641.0|0|467828.0|0|507452.0|0|157672.0|0
0|2021-12-19|241641.0|0|467828.0|0|507452.0|0|157672.0|0
0|2021-12-20|241641.0|0|467828.0|0|507452.0|0|157672.0|0
0|2021-12-21|241641.0|0|467828.0|0|507452.0|0|157672.0|0
0|2021-12-22|241641.0|0|467828.0|0|507452.0|0|157672.0|0
0|2021-12-23|241641.0|0|467828.0|0|507452.0|0|157672.0|0
0|2021-12-24|241641.0|0|467828.0|0|507452.0|0|157672.0|0
0|2021-12-25|241641.0|0|467828.0|0|507452.0|0|157672.0|0
0|2021-12-26|241641.0|0|467828.0|0|507452.0|0|157672.0|0
0|2021-12-27|241641.0|0|467828.0|0|507452.0|0|157672.0|0
0|2021-12-28|241641.0|0|467828.0|0|507452.0|0|157672.0|0
0|2021-12-29|241641.0|0|467828.0|0|507452.0|0|157672.0|0
0|2021-12-30|241641.0|0|467828.0|0|507452.0|0|157672.0|0
0|2021-12-31|241641.0|0|467828.0|0|507452.0|0|157672.0|0
0|2022-01-01|241641.0|0|467828.0|0|507452.0|0|157672.0|0
0|2022-01-02|241641.0|0|467828.0|0|507452.0|0|157672.0|0
0|2022-01-03|241641.0|0|467828.0|0|507452.0|0|157672.0|0
0|2022-01-04|241641.0|0|467828.0|0|507452.0|0|157672.0|0
0|2022-01-05|241641.0|0|467828.0|0|507452.0|0|157672.0|0
0|2022-01-06|241641.0|0|467828.0|0|507452.0|0|157672.0|0
0|2022-01-07|241641.0|0|467828.0|0|507452.0|0|157672.0|0
0|2022-01-08|241641.0|0|467828.0|0|507452.0|0|157672.0|0
0|2022-01-09|241641.0|0|467828.0|0|507452.0|0|157672.0|0
0|2022-01-10|241641.0|0|467828.0|0|507452.0|0|157672.0|0
0|2022-01-11|241641.0|0|467828.0|0|507452.0|0|157672.0|0
0|2022-01-12|241641.0|0|467828.0|0|507452.0|0|157672.0|0
0|2022-01-13|241641.0|0|467828.0|0|507452.0|0|157672.0|0
0|2022-01-14|241641.0|0|467828.0|0|507452.0|0|157672.0|0
0|2022-01-15|241641.0|0|467828.0|0|507452.0|0|157672.0|0
0|2022-01-16|241641.0|0|467828.0|0|507452.0|0|157672.0|0
0|2022-01-17|241641.0|0|467828.0|0|507452.0|0|157672.0|0
