|dates|Curry_NewMexico_UnitedStates.JHU_ConfirmedCases.data|Curry_NewMexico_UnitedStates.JHU_ConfirmedCases.missing|Curry_NewMexico_UnitedStates.NYT_ConfirmedCases.data|Curry_NewMexico_UnitedStates.NYT_ConfirmedCases.missing|Curry_NewMexico_UnitedStates.JHU_ConfirmedDeaths.data|Curry_NewMexico_UnitedStates.JHU_ConfirmedDeaths.missing|Curry_NewMexico_UnitedStates.JHU_ConfirmedRecoveries.data|Curry_NewMexico_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|7233.0|0|7233.0|0|113.0|0|0.0|100
0|2021-10-18|7262.0|0|7262.0|0|116.0|0|0.0|100
0|2021-10-19|7265.0|0|7265.0|0|116.0|0|0.0|100
0|2021-10-20|7273.0|0|7273.0|0|116.0|0|0.0|100
0|2021-10-21|7282.0|0|7282.0|0|116.0|0|0.0|100
0|2021-10-22|7298.0|0|7298.0|0|116.0|0|0.0|100
0|2021-10-23|7298.0|0|7298.0|0|116.0|0|0.0|100
0|2021-10-24|7298.0|0|7298.0|0|116.0|0|0.0|100
0|2021-10-25|7334.0|0|7334.0|0|117.0|0|0.0|100
0|2021-10-26|7353.0|0|7353.0|0|118.0|0|0.0|100
0|2021-10-27|7372.0|0|7372.0|0|118.0|0|0.0|100
0|2021-10-28|7381.0|0|7381.0|0|118.0|0|0.0|100
0|2021-10-29|7392.0|0|7392.0|0|119.0|0|0.0|100
0|2021-10-30|7392.0|0|7392.0|0|119.0|0|0.0|100
0|2021-10-31|7392.0|0|7392.0|0|119.0|0|0.0|100
0|2021-11-01|7429.0|0|7429.0|0|119.0|0|0.0|100
0|2021-11-02|7446.0|0|7446.0|0|120.0|0|0.0|100
0|2021-11-03|7458.0|0|7458.0|0|121.0|0|0.0|100
0|2021-11-04|7476.0|0|7476.0|0|121.0|0|0.0|100
0|2021-11-05|7487.0|0|7487.0|0|121.0|0|0.0|100
0|2021-11-06|7487.0|0|7487.0|0|121.0|0|0.0|100
0|2021-11-07|7487.0|0|7487.0|0|121.0|0|0.0|100
0|2021-11-08|7535.0|0|7535.0|0|121.0|0|0.0|100
0|2021-11-09|7548.0|0|7548.0|0|121.0|0|0.0|100
0|2021-11-10|7548.0|0|7555.0|0|121.0|0|0.0|100
0|2021-11-11|7555.0|0|7555.0|0|122.0|0|0.0|100
0|2021-11-12|7588.0|0|7588.0|0|125.0|0|0.0|100
0|2021-11-13|7588.0|0|7588.0|0|125.0|0|0.0|100
0|2021-11-14|7588.0|0|7588.0|0|125.0|0|0.0|100
0|2021-11-15|7638.0|0|7638.0|0|125.0|0|0.0|100
0|2021-11-16|7650.0|0|7650.0|0|125.0|0|0.0|100
0|2021-11-17|7667.0|0|7667.0|0|125.0|0|0.0|100
0|2021-11-18|7698.0|0|7698.0|0|125.0|0|0.0|100
0|2021-11-19|7745.0|0|7745.0|0|126.0|0|0.0|100
0|2021-11-20|7745.0|0|7745.0|0|126.0|0|0.0|100
0|2021-11-21|7745.0|0|7745.0|0|126.0|0|0.0|100
0|2021-11-22|7787.0|0|7787.0|0|126.0|0|0.0|100
0|2021-11-23|7802.0|0|7802.0|0|126.0|0|0.0|100
0|2021-11-24|7819.0|0|7819.0|0|126.0|0|0.0|100
0|2021-11-25|7819.0|0|7819.0|0|126.0|0|0.0|100
0|2021-11-26|7819.0|0|7819.0|0|126.0|0|0.0|100
0|2021-11-27|7819.0|0|7819.0|0|126.0|0|0.0|100
0|2021-11-28|7819.0|0|7819.0|0|126.0|0|0.0|100
0|2021-11-29|7904.0|0|7904.0|0|126.0|0|0.0|100
0|2021-11-30|7928.0|0|7928.0|0|127.0|0|0.0|100
0|2021-12-01|7960.0|0|7960.0|0|128.0|0|0.0|100
0|2021-12-02|8011.0|0|8011.0|0|128.0|0|0.0|100
0|2021-12-03|8011.0|0|8035.0|0|128.0|0|0.0|100
0|2021-12-04|8059.0|0|8059.0|0|128.0|0|0.0|100
0|2021-12-05|8059.0|0|8059.0|0|128.0|0|0.0|100
0|2021-12-06|8134.0|0|8134.0|0|129.0|0|0.0|100
0|2021-12-07|8164.0|0|8164.0|0|130.0|0|0.0|100
0|2021-12-08|8194.0|0|8194.0|0|131.0|0|0.0|100
0|2021-12-09|8232.0|0|8232.0|0|131.0|0|0.0|100
0|2021-12-10|8282.0|0|8257.0|0|131.0|0|0.0|100
0|2021-12-11|8282.0|0|8282.0|0|131.0|0|0.0|100
0|2021-12-12|8282.0|0|8282.0|0|131.0|0|0.0|100
0|2021-12-13|8338.0|0|8338.0|0|131.0|0|0.0|100
0|2021-12-14|8338.0|0|8355.0|0|131.0|0|0.0|100
0|2021-12-15|8418.0|0|8418.0|0|133.0|0|0.0|100
0|2021-12-16|8418.0|0|8439.0|0|133.0|0|0.0|100
0|2021-12-17|8499.0|0|8460.0|0|135.0|0|0.0|100
0|2021-12-18|8499.0|0|8499.0|0|135.0|0|0.0|100
0|2021-12-19|8499.0|0|8499.0|0|135.0|0|0.0|100
0|2021-12-20|8590.0|0|8590.0|0|135.0|0|0.0|100
0|2021-12-21|8609.0|0|8609.0|0|135.0|0|0.0|100
0|2021-12-22|8623.0|0|8623.0|0|135.0|0|0.0|100
0|2021-12-23|8654.0|0|8654.0|0|135.0|0|0.0|100
0|2021-12-24|8654.0|0|8654.0|0|135.0|0|0.0|100
0|2021-12-25|8654.0|0|8654.0|0|135.0|0|0.0|100
0|2021-12-26|8654.0|0|8654.0|0|135.0|0|0.0|100
0|2021-12-27|8900.0|0|8900.0|0|135.0|0|0.0|100
0|2021-12-28|8924.0|0|8924.0|0|135.0|0|0.0|100
0|2021-12-29|8965.0|0|8965.0|0|135.0|0|0.0|100
0|2021-12-30|8996.0|0|8996.0|0|135.0|0|0.0|100
0|2021-12-31|8996.0|0|8996.0|0|135.0|0|0.0|100
0|2022-01-01|8996.0|0|8996.0|0|135.0|0|0.0|100
0|2022-01-02|8996.0|0|8996.0|0|135.0|0|0.0|100
0|2022-01-03|9129.0|0|9129.0|0|135.0|0|0.0|100
0|2022-01-04|9191.0|0|9191.0|0|135.0|0|0.0|100
0|2022-01-05|9246.0|0|9246.0|0|135.0|0|0.0|100
0|2022-01-06|9319.0|0|9319.0|0|137.0|0|0.0|100
