|dates|Curry_NewMexico_UnitedStates.JHU_ConfirmedCases.data|Curry_NewMexico_UnitedStates.JHU_ConfirmedCases.missing|Curry_NewMexico_UnitedStates.NYT_ConfirmedCases.data|Curry_NewMexico_UnitedStates.NYT_ConfirmedCases.missing|Curry_NewMexico_UnitedStates.JHU_ConfirmedDeaths.data|Curry_NewMexico_UnitedStates.JHU_ConfirmedDeaths.missing|Curry_NewMexico_UnitedStates.JHU_ConfirmedRecoveries.data|Curry_NewMexico_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2022-01-07|9383.0|0|9383.0|0|138.0|0|0.0|100
0|2022-01-08|9383.0|0|9383.0|0|138.0|0|0.0|100
0|2022-01-09|9383.0|0|9383.0|0|138.0|0|0.0|100
0|2022-01-10|9544.0|0|9544.0|0|140.0|0|0.0|100
0|2022-01-11|9608.0|0|9608.0|0|141.0|0|0.0|100
0|2022-01-12|9739.0|0|9739.0|0|141.0|0|0.0|100
0|2022-01-13|9739.0|0|9826.0|0|141.0|0|0.0|100
0|2022-01-14|9948.0|0|9948.0|0|146.0|0|0.0|100
0|2022-01-15|9948.0|0|9948.0|0|146.0|0|0.0|100
0|2022-01-16|9948.0|0|9948.0|0|146.0|0|0.0|100
0|2022-01-17|9948.0|0|0.0|100|146.0|0|0.0|100
