|dates|Orange_Florida_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Orange_Florida_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Orange_Florida_UnitedStates.Male_Total_Population.data|Orange_Florida_UnitedStates.Male_Total_Population.missing|Orange_Florida_UnitedStates.Female_Total_Population.data|Orange_Florida_UnitedStates.Female_Total_Population.missing|Orange_Florida_UnitedStates.MaleAndFemale_Under18_Population.data|Orange_Florida_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-12-22|164820.0|0|677345.0|0|703300.0|0|305917.0|0
0|2021-12-23|164820.0|0|677345.0|0|703300.0|0|305917.0|0
0|2021-12-24|164820.0|0|677345.0|0|703300.0|0|305917.0|0
0|2021-12-25|164820.0|0|677345.0|0|703300.0|0|305917.0|0
0|2021-12-26|164820.0|0|677345.0|0|703300.0|0|305917.0|0
0|2021-12-27|164820.0|0|677345.0|0|703300.0|0|305917.0|0
0|2021-12-28|164820.0|0|677345.0|0|703300.0|0|305917.0|0
0|2021-12-29|164820.0|0|677345.0|0|703300.0|0|305917.0|0
0|2021-12-30|164820.0|0|677345.0|0|703300.0|0|305917.0|0
0|2021-12-31|164820.0|0|677345.0|0|703300.0|0|305917.0|0
0|2022-01-01|164820.0|0|677345.0|0|703300.0|0|305917.0|0
0|2022-01-02|164820.0|0|677345.0|0|703300.0|0|305917.0|0
0|2022-01-03|164820.0|0|677345.0|0|703300.0|0|305917.0|0
0|2022-01-04|164820.0|0|677345.0|0|703300.0|0|305917.0|0
0|2022-01-05|164820.0|0|677345.0|0|703300.0|0|305917.0|0
0|2022-01-06|164820.0|0|677345.0|0|703300.0|0|305917.0|0
0|2022-01-07|164820.0|0|677345.0|0|703300.0|0|305917.0|0
0|2022-01-08|164820.0|0|677345.0|0|703300.0|0|305917.0|0
0|2022-01-09|164820.0|0|677345.0|0|703300.0|0|305917.0|0
0|2022-01-10|164820.0|0|677345.0|0|703300.0|0|305917.0|0
0|2022-01-11|164820.0|0|677345.0|0|703300.0|0|305917.0|0
0|2022-01-12|164820.0|0|677345.0|0|703300.0|0|305917.0|0
0|2022-01-13|164820.0|0|677345.0|0|703300.0|0|305917.0|0
0|2022-01-14|164820.0|0|677345.0|0|703300.0|0|305917.0|0
0|2022-01-15|164820.0|0|677345.0|0|703300.0|0|305917.0|0
0|2022-01-16|164820.0|0|677345.0|0|703300.0|0|305917.0|0
0|2022-01-17|164820.0|0|677345.0|0|703300.0|0|305917.0|0
