|dates|Cumberland_NorthCarolina_UnitedStates.BLS_EmployedPopulation.data|Cumberland_NorthCarolina_UnitedStates.BLS_EmployedPopulation.missing|Cumberland_NorthCarolina_UnitedStates.BLS_UnemployedPopulation.data|Cumberland_NorthCarolina_UnitedStates.BLS_UnemployedPopulation.missing|Cumberland_NorthCarolina_UnitedStates.BLS_UnemploymentRate.data|Cumberland_NorthCarolina_UnitedStates.BLS_UnemploymentRate.missing|Cumberland_NorthCarolina_UnitedStates.BLS_LaborForcePopulation.data|Cumberland_NorthCarolina_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-10-17|116725.0|0|7915.0|0|6.3502888318356865|0|124640.0|0
0|2021-10-18|116725.0|0|7915.0|0|6.3502888318356865|0|124640.0|0
0|2021-10-19|116725.0|0|7915.0|0|6.3502888318356865|0|124640.0|0
0|2021-10-20|116725.0|0|7915.0|0|6.3502888318356865|0|124640.0|0
0|2021-10-21|116725.0|0|7915.0|0|6.3502888318356865|0|124640.0|0
0|2021-10-22|116725.0|0|7915.0|0|6.3502888318356865|0|124640.0|0
0|2021-10-23|116725.0|0|7915.0|0|6.3502888318356865|0|124640.0|0
0|2021-10-24|116725.0|0|7915.0|0|6.3502888318356865|0|124640.0|0
0|2021-10-25|116725.0|0|7915.0|0|6.3502888318356865|0|124640.0|0
0|2021-10-26|116725.0|0|7915.0|0|6.3502888318356865|0|124640.0|0
0|2021-10-27|116725.0|0|7915.0|0|6.3502888318356865|0|124640.0|0
0|2021-10-28|116725.0|0|7915.0|0|6.3502888318356865|0|124640.0|0
0|2021-10-29|116725.0|0|7915.0|0|6.3502888318356865|0|124640.0|0
0|2021-10-30|116725.0|0|7915.0|0|6.3502888318356865|0|124640.0|0
0|2021-10-31|116725.0|0|7915.0|0|6.3502888318356865|0|124640.0|0
0|2021-11-01|116725.0|0|7915.0|0|6.3502888318356865|0|124640.0|0
0|2021-11-02|116725.0|0|7915.0|0|6.3502888318356865|0|124640.0|0
0|2021-11-03|116725.0|0|7915.0|0|6.3502888318356865|0|124640.0|0
0|2021-11-04|116725.0|0|7915.0|0|6.3502888318356865|0|124640.0|0
0|2021-11-05|116725.0|0|7915.0|0|6.3502888318356865|0|124640.0|0
0|2021-11-06|116725.0|0|7915.0|0|6.3502888318356865|0|124640.0|0
0|2021-11-07|116725.0|0|7915.0|0|6.3502888318356865|0|124640.0|0
0|2021-11-08|116725.0|0|7915.0|0|6.3502888318356865|0|124640.0|0
0|2021-11-09|116725.0|0|7915.0|0|6.3502888318356865|0|124640.0|0
0|2021-11-10|116725.0|0|7915.0|0|6.3502888318356865|0|124640.0|0
0|2021-11-11|116725.0|0|7915.0|0|6.3502888318356865|0|124640.0|0
0|2021-11-12|116725.0|0|7915.0|0|6.3502888318356865|0|124640.0|0
0|2021-11-13|116725.0|0|7915.0|0|6.3502888318356865|0|124640.0|0
0|2021-11-14|116725.0|0|7915.0|0|6.3502888318356865|0|124640.0|0
0|2021-11-15|116725.0|0|7915.0|0|6.3502888318356865|0|124640.0|0
